"TIME","GEO","INDIC_SB","SIZECLAS","NACE_R2","Value"
"2018","FRL0","Population of active enterprises in t - number","From 1 to 9 employees","Industry, construction and services except insurance activities of holding companies","113,193"
"2018","FRL0","Population of active enterprises in t - number","10 employees or more","Industry, construction and services except insurance activities of holding companies","13,162"
"2018","FRL01","Population of active enterprises in t - number","Zero","Industry, construction and services except insurance activities of holding companies","11,460"
"2018","FRL01","Population of active enterprises in t - number","From 1 to 9 employees","Industry, construction and services except insurance activities of holding companies","3,583"
"2018","FRL01","Population of active enterprises in t - number","10 employees or more","Industry, construction and services except insurance activities of holding companies","353"
"2018","FRL02","Population of active enterprises in t - number","Zero","Industry, construction and services except insurance activities of holding companies","11,514"
"2018","FRL02","Population of active enterprises in t - number","From 1 to 9 employees","Industry, construction and services except insurance activities of holding companies","3,610"
"2018","FRL02","Population of active enterprises in t - number","10 employees or more","Industry, construction and services except insurance activities of holding companies","404"
"2018","FRL03","Population of active enterprises in t - number","Zero","Industry, construction and services except insurance activities of holding companies","112,319"
"2018","FRL03","Population of active enterprises in t - number","From 1 to 9 employees","Industry, construction and services except insurance activities of holding companies","28,821"
"2018","FRL03","Population of active enterprises in t - number","10 employees or more","Industry, construction and services except insurance activities of holding companies","3,249"
"2018","FRL04","Population of active enterprises in t - number","Zero","Industry, construction and services except insurance activities of holding companies","144,990"
"2018","FRL04","Population of active enterprises in t - number","From 1 to 9 employees","Industry, construction and services except insurance activities of holding companies","41,141"
"2018","FRL04","Population of active enterprises in t - number","10 employees or more","Industry, construction and services except insurance activities of holding companies","5,292"
"2018","FRL05","Population of active enterprises in t - number","Zero","Industry, construction and services except insurance activities of holding companies","83,230"
"2018","FRL05","Population of active enterprises in t - number","From 1 to 9 employees","Industry, construction and services except insurance activities of holding companies","23,527"
"2018","FRL05","Population of active enterprises in t - number","10 employees or more","Industry, construction and services except insurance activities of holding companies","2,399"
"2018","FRL06","Population of active enterprises in t - number","Zero","Industry, construction and services except insurance activities of holding companies","40,026"
"2018","FRL06","Population of active enterprises in t - number","From 1 to 9 employees","Industry, construction and services except insurance activities of holding companies","12,511"
"2018","FRL06","Population of active enterprises in t - number","10 employees or more","Industry, construction and services except insurance activities of holding companies","1,465"
"2018","FRM","Population of active enterprises in t - number","Zero","Industry, construction and services except insurance activities of holding companies","28,774"
"2018","FRM","Population of active enterprises in t - number","From 1 to 9 employees","Industry, construction and services except insurance activities of holding companies","10,110"
"2018","FRM","Population of active enterprises in t - number","10 employees or more","Industry, construction and services except insurance activities of holding companies","1,155"
"2018","FRM0","Population of active enterprises in t - number","Zero","Industry, construction and services except insurance activities of holding companies","28,774"
"2018","FRM0","Population of active enterprises in t - number","From 1 to 9 employees","Industry, construction and services except insurance activities of holding companies","10,110"
"2018","FRM0","Population of active enterprises in t - number","10 employees or more","Industry, construction and services except insurance activities of holding companies","1,155"
"2018","FRM01","Population of active enterprises in t - number","Zero","Industry, construction and services except insurance activities of holding companies","14,419"
"2018","FRM01","Population of active enterprises in t - number","From 1 to 9 employees","Industry, construction and services except insurance activities of holding companies","5,025"
"2018","FRM01","Population of active enterprises in t - number","10 employees or more","Industry, construction and services except insurance activities of holding companies","582"
"2018","FRM02","Population of active enterprises in t - number","Zero","Industry, construction and services except insurance activities of holding companies","14,355"
"2018","FRM02","Population of active enterprises in t - number","From 1 to 9 employees","Industry, construction and services except insurance activities of holding companies","5,085"
"2018","FRM02","Population of active enterprises in t - number","10 employees or more","Industry, construction and services except insurance activities of holding companies","573"
"2018","FRY","Population of active enterprises in t - number","Zero","Industry, construction and services except insurance activities of holding companies","148,752"
"2018","FRY","Population of active enterprises in t - number","From 1 to 9 employees","Industry, construction and services except insurance activities of holding companies","31,253"
"2018","FRY","Population of active enterprises in t - number","10 employees or more","Industry, construction and services except insurance activities of holding companies","4,479"
"2018","FRY1","Population of active enterprises in t - number","Zero","Industry, construction and services except insurance activities of holding companies","44,331"
"2018","FRY1","Population of active enterprises in t - number","From 1 to 9 employees","Industry, construction and services except insurance activities of holding companies","7,719"
"2018","FRY1","Population of active enterprises in t - number","10 employees or more","Industry, construction and services except insurance activities of holding companies","938"
"2018","FRY10","Population of active enterprises in t - number","Zero","Industry, construction and services except insurance activities of holding companies","44,331"
"2018","FRY10","Population of active enterprises in t - number","From 1 to 9 employees","Industry, construction and services except insurance activities of holding companies","7,719"
"2018","FRY10","Population of active enterprises in t - number","10 employees or more","Industry, construction and services except insurance activities of holding companies","938"
"2018","FRY2","Population of active enterprises in t - number","Zero","Industry, construction and services except insurance activities of holding companies","34,107"
"2018","FRY2","Population of active enterprises in t - number","From 1 to 9 employees","Industry, construction and services except insurance activities of holding companies","6,891"
"2018","FRY2","Population of active enterprises in t - number","10 employees or more","Industry, construction and services except insurance activities of holding companies","941"
"2018","FRY20","Population of active enterprises in t - number","Zero","Industry, construction and services except insurance activities of holding companies","34,107"
"2018","FRY20","Population of active enterprises in t - number","From 1 to 9 employees","Industry, construction and services except insurance activities of holding companies","6,891"
"2018","FRY20","Population of active enterprises in t - number","10 employees or more","Industry, construction and services except insurance activities of holding companies","941"
"2018","FRY3","Population of active enterprises in t - number","Zero","Industry, construction and services except insurance activities of holding companies","13,053"
"2018","FRY3","Population of active enterprises in t - number","From 1 to 9 employees","Industry, construction and services except insurance activities of holding companies","3,055"
"2018","FRY3","Population of active enterprises in t - number","10 employees or more","Industry, construction and services except insurance activities of holding companies","395"
"2018","FRY30","Population of active enterprises in t - number","Zero","Industry, construction and services except insurance activities of holding companies","13,053"
"2018","FRY30","Population of active enterprises in t - number","From 1 to 9 employees","Industry, construction and services except insurance activities of holding companies","3,055"
"2018","FRY30","Population of active enterprises in t - number","10 employees or more","Industry, construction and services except insurance activities of holding companies","395"
"2018","FRY4","Population of active enterprises in t - number","Zero","Industry, construction and services except insurance activities of holding companies","47,151"
"2018","FRY4","Population of active enterprises in t - number","From 1 to 9 employees","Industry, construction and services except insurance activities of holding companies","13,040"
"2018","FRY4","Population of active enterprises in t - number","10 employees or more","Industry, construction and services except insurance activities of holding companies","2,058"
"2018","FRY40","Population of active enterprises in t - number","Zero","Industry, construction and services except insurance activities of holding companies","47,151"
"2018","FRY40","Population of active enterprises in t - number","From 1 to 9 employees","Industry, construction and services except insurance activities of holding companies","13,040"
"2018","FRY40","Population of active enterprises in t - number","10 employees or more","Industry, construction and services except insurance activities of holding companies","2,058"
"2018","FRY5","Population of active enterprises in t - number","Zero","Industry, construction and services except insurance activities of holding companies","10,110"
"2018","FRY5","Population of active enterprises in t - number","From 1 to 9 employees","Industry, construction and services except insurance activities of holding companies","548"
"2018","FRY5","Population of active enterprises in t - number","10 employees or more","Industry, construction and services except insurance activities of holding companies","147"
"2018","FRY50","Population of active enterprises in t - number","Zero","Industry, construction and services except insurance activities of holding companies","10,110"
"2018","FRY50","Population of active enterprises in t - number","From 1 to 9 employees","Industry, construction and services except insurance activities of holding companies","548"
"2018","FRY50","Population of active enterprises in t - number","10 employees or more","Industry, construction and services except insurance activities of holding companies","147"
"2018","FR2","Population of active enterprises in t - number","Zero","Industry, construction and services except insurance activities of holding companies",":"
"2018","FR2","Population of active enterprises in t - number","From 1 to 9 employees","Industry, construction and services except insurance activities of holding companies",":"
"2018","FR2","Population of active enterprises in t - number","10 employees or more","Industry, construction and services except insurance activities of holding companies",":"
"2018","FR21","Population of active enterprises in t - number","Zero","Industry, construction and services except insurance activities of holding companies",":"
"2018","FR21","Population of active enterprises in t - number","From 1 to 9 employees","Industry, construction and services except insurance activities of holding companies",":"
"2018","FR21","Population of active enterprises in t - number","10 employees or more","Industry, construction and services except insurance activities of holding companies",":"
"2018","FR211","Population of active enterprises in t - number","Zero","Industry, construction and services except insurance activities of holding companies",":"
"2018","FR211","Population of active enterprises in t - number","From 1 to 9 employees","Industry, construction and services except insurance activities of holding companies",":"
"2018","FR211","Population of active enterprises in t - number","10 employees or more","Industry, construction and services except insurance activities of holding companies",":"
"2018","FR212","Population of active enterprises in t - number","Zero","Industry, construction and services except insurance activities of holding companies",":"
"2018","FR212","Population of active enterprises in t - number","From 1 to 9 employees","Industry, construction and services except insurance activities of holding companies",":"
"2018","FR212","Population of active enterprises in t - number","10 employees or more","Industry, construction and services except insurance activities of holding companies",":"
"2018","FR213","Population of active enterprises in t - number","Zero","Industry, construction and services except insurance activities of holding companies",":"
"2018","FR213","Population of active enterprises in t - number","From 1 to 9 employees","Industry, construction and services except insurance activities of holding companies",":"
"2018","FR213","Population of active enterprises in t - number","10 employees or more","Industry, construction and services except insurance activities of holding companies",":"
"2018","FR214","Population of active enterprises in t - number","Zero","Industry, construction and services except insurance activities of holding companies",":"
"2018","FR214","Population of active enterprises in t - number","From 1 to 9 employees","Industry, construction and services except insurance activities of holding companies",":"
"2018","FR214","Population of active enterprises in t - number","10 employees or more","Industry, construction and services except insurance activities of holding companies",":"
"2018","FR22","Population of active enterprises in t - number","Zero","Industry, construction and services except insurance activities of holding companies",":"
"2018","FR22","Population of active enterprises in t - number","From 1 to 9 employees","Industry, construction and services except insurance activities of holding companies",":"
"2018","FR22","Population of active enterprises in t - number","10 employees or more","Industry, construction and services except insurance activities of holding companies",":"
"2018","FR221","Population of active enterprises in t - number","Zero","Industry, construction and services except insurance activities of holding companies",":"
"2018","FR221","Population of active enterprises in t - number","From 1 to 9 employees","Industry, construction and services except insurance activities of holding companies",":"
"2018","FR221","Population of active enterprises in t - number","10 employees or more","Industry, construction and services except insurance activities of holding companies",":"
"2018","FR222","Population of active enterprises in t - number","Zero","Industry, construction and services except insurance activities of holding companies",":"
"2018","FR222","Population of active enterprises in t - number","From 1 to 9 employees","Industry, construction and services except insurance activities of holding companies",":"
"2018","FR222","Population of active enterprises in t - number","10 employees or more","Industry, construction and services except insurance activities of holding companies",":"
"2018","FR223","Population of active enterprises in t - number","Zero","Industry, construction and services except insurance activities of holding companies",":"
"2018","FR223","Population of active enterprises in t - number","From 1 to 9 employees","Industry, construction and services except insurance activities of holding companies",":"
"2018","FR223","Population of active enterprises in t - number","10 employees or more","Industry, construction and services except insurance activities of holding companies",":"
"2018","FR23","Population of active enterprises in t - number","Zero","Industry, construction and services except insurance activities of holding companies",":"
"2018","FR23","Population of active enterprises in t - number","From 1 to 9 employees","Industry, construction and services except insurance activities of holding companies",":"
"2018","FR23","Population of active enterprises in t - number","10 employees or more","Industry, construction and services except insurance activities of holding companies",":"
"2018","FR231","Population of active enterprises in t - number","Zero","Industry, construction and services except insurance activities of holding companies",":"
"2018","FR231","Population of active enterprises in t - number","From 1 to 9 employees","Industry, construction and services except insurance activities of holding companies",":"
"2018","FR231","Population of active enterprises in t - number","10 employees or more","Industry, construction and services except insurance activities of holding companies",":"
"2018","FR232","Population of active enterprises in t - number","Zero","Industry, construction and services except insurance activities of holding companies",":"
"2018","FR232","Population of active enterprises in t - number","From 1 to 9 employees","Industry, construction and services except insurance activities of holding companies",":"
"2018","FR232","Population of active enterprises in t - number","10 employees or more","Industry, construction and services except insurance activities of holding companies",":"
"2018","FR24","Population of active enterprises in t - number","Zero","Industry, construction and services except insurance activities of holding companies",":"
"2018","FR24","Population of active enterprises in t - number","From 1 to 9 employees","Industry, construction and services except insurance activities of holding companies",":"
"2018","FR24","Population of active enterprises in t - number","10 employees or more","Industry, construction and services except insurance activities of holding companies",":"
"2018","FR241","Population of active enterprises in t - number","Zero","Industry, construction and services except insurance activities of holding companies",":"
"2018","FR241","Population of active enterprises in t - number","From 1 to 9 employees","Industry, construction and services except insurance activities of holding companies",":"
"2018","FR241","Population of active enterprises in t - number","10 employees or more","Industry, construction and services except insurance activities of holding companies",":"
"2018","FR242","Population of active enterprises in t - number","Zero","Industry, construction and services except insurance activities of holding companies",":"
"2018","FR242","Population of active enterprises in t - number","From 1 to 9 employees","Industry, construction and services except insurance activities of holding companies",":"
"2018","FR242","Population of active enterprises in t - number","10 employees or more","Industry, construction and services except insurance activities of holding companies",":"
"2018","FR243","Population of active enterprises in t - number","Zero","Industry, construction and services except insurance activities of holding companies",":"
"2018","FR243","Population of active enterprises in t - number","From 1 to 9 employees","Industry, construction and services except insurance activities of holding companies",":"
"2018","FR243","Population of active enterprises in t - number","10 employees or more","Industry, construction and services except insurance activities of holding companies",":"
"2018","FR244","Population of active enterprises in t - number","Zero","Industry, construction and services except insurance activities of holding companies",":"
"2018","FR244","Population of active enterprises in t - number","From 1 to 9 employees","Industry, construction and services except insurance activities of holding companies",":"
"2018","FR244","Population of active enterprises in t - number","10 employees or more","Industry, construction and services except insurance activities of holding companies",":"
"2018","FR245","Population of active enterprises in t - number","Zero","Industry, construction and services except insurance activities of holding companies",":"
"2018","FR245","Population of active enterprises in t - number","From 1 to 9 employees","Industry, construction and services except insurance activities of holding companies",":"
"2018","FR245","Population of active enterprises in t - number","10 employees or more","Industry, construction and services except insurance activities of holding companies",":"
"2018","FR246","Population of active enterprises in t - number","Zero","Industry, construction and services except insurance activities of holding companies",":"
"2018","FR246","Population of active enterprises in t - number","From 1 to 9 employees","Industry, construction and services except insurance activities of holding companies",":"
"2018","FR246","Population of active enterprises in t - number","10 employees or more","Industry, construction and services except insurance activities of holding companies",":"
"2018","FR25","Population of active enterprises in t - number","Zero","Industry, construction and services except insurance activities of holding companies",":"
"2018","FR25","Population of active enterprises in t - number","From 1 to 9 employees","Industry, construction and services except insurance activities of holding companies",":"
"2018","FR25","Population of active enterprises in t - number","10 employees or more","Industry, construction and services except insurance activities of holding companies",":"
"2018","FR251","Population of active enterprises in t - number","Zero","Industry, construction and services except insurance activities of holding companies",":"
"2018","FR251","Population of active enterprises in t - number","From 1 to 9 employees","Industry, construction and services except insurance activities of holding companies",":"
"2018","FR251","Population of active enterprises in t - number","10 employees or more","Industry, construction and services except insurance activities of holding companies",":"
"2018","FR252","Population of active enterprises in t - number","Zero","Industry, construction and services except insurance activities of holding companies",":"
"2018","FR252","Population of active enterprises in t - number","From 1 to 9 employees","Industry, construction and services except insurance activities of holding companies",":"
"2018","FR252","Population of active enterprises in t - number","10 employees or more","Industry, construction and services except insurance activities of holding companies",":"
"2018","FR253","Population of active enterprises in t - number","Zero","Industry, construction and services except insurance activities of holding companies",":"
"2018","FR253","Population of active enterprises in t - number","From 1 to 9 employees","Industry, construction and services except insurance activities of holding companies",":"
"2018","FR253","Population of active enterprises in t - number","10 employees or more","Industry, construction and services except insurance activities of holding companies",":"
"2018","FR26","Population of active enterprises in t - number","Zero","Industry, construction and services except insurance activities of holding companies",":"
"2018","FR26","Population of active enterprises in t - number","From 1 to 9 employees","Industry, construction and services except insurance activities of holding companies",":"
"2018","FR26","Population of active enterprises in t - number","10 employees or more","Industry, construction and services except insurance activities of holding companies",":"
"2018","FR261","Population of active enterprises in t - number","Zero","Industry, construction and services except insurance activities of holding companies",":"
"2018","FR261","Population of active enterprises in t - number","From 1 to 9 employees","Industry, construction and services except insurance activities of holding companies",":"
"2018","FR261","Population of active enterprises in t - number","10 employees or more","Industry, construction and services except insurance activities of holding companies",":"
"2018","FR262","Population of active enterprises in t - number","Zero","Industry, construction and services except insurance activities of holding companies",":"
"2018","FR262","Population of active enterprises in t - number","From 1 to 9 employees","Industry, construction and services except insurance activities of holding companies",":"
"2018","FR262","Population of active enterprises in t - number","10 employees or more","Industry, construction and services except insurance activities of holding companies",":"
"2018","FR263","Population of active enterprises in t - number","Zero","Industry, construction and services except insurance activities of holding companies",":"
"2018","FR263","Population of active enterprises in t - number","From 1 to 9 employees","Industry, construction and services except insurance activities of holding companies",":"
"2018","FR263","Population of active enterprises in t - number","10 employees or more","Industry, construction and services except insurance activities of holding companies",":"
"2018","FR264","Population of active enterprises in t - number","Zero","Industry, construction and services except insurance activities of holding companies",":"
"2018","FR264","Population of active enterprises in t - number","From 1 to 9 employees","Industry, construction and services except insurance activities of holding companies",":"
"2018","FR264","Population of active enterprises in t - number","10 employees or more","Industry, construction and services except insurance activities of holding companies",":"
"2018","FR3","Population of active enterprises in t - number","Zero","Industry, construction and services except insurance activities of holding companies",":"
"2018","FR3","Population of active enterprises in t - number","From 1 to 9 employees","Industry, construction and services except insurance activities of holding companies",":"
"2018","FR3","Population of active enterprises in t - number","10 employees or more","Industry, construction and services except insurance activities of holding companies",":"
"2018","FR30","Population of active enterprises in t - number","Zero","Industry, construction and services except insurance activities of holding companies",":"
"2018","FR30","Population of active enterprises in t - number","From 1 to 9 employees","Industry, construction and services except insurance activities of holding companies",":"
"2018","FR30","Population of active enterprises in t - number","10 employees or more","Industry, construction and services except insurance activities of holding companies",":"
"2018","FR301","Population of active enterprises in t - number","Zero","Industry, construction and services except insurance activities of holding companies",":"
"2018","FR301","Population of active enterprises in t - number","From 1 to 9 employees","Industry, construction and services except insurance activities of holding companies",":"
"2018","FR301","Population of active enterprises in t - number","10 employees or more","Industry, construction and services except insurance activities of holding companies",":"
"2018","FR302","Population of active enterprises in t - number","Zero","Industry, construction and services except insurance activities of holding companies",":"
"2018","FR302","Population of active enterprises in t - number","From 1 to 9 employees","Industry, construction and services except insurance activities of holding companies",":"
"2018","FR302","Population of active enterprises in t - number","10 employees or more","Industry, construction and services except insurance activities of holding companies",":"
"2018","FR4","Population of active enterprises in t - number","Zero","Industry, construction and services except insurance activities of holding companies",":"
"2018","FR4","Population of active enterprises in t - number","From 1 to 9 employees","Industry, construction and services except insurance activities of holding companies",":"
"2018","FR4","Population of active enterprises in t - number","10 employees or more","Industry, construction and services except insurance activities of holding companies",":"
"2018","FR41","Population of active enterprises in t - number","Zero","Industry, construction and services except insurance activities of holding companies",":"
"2018","FR41","Population of active enterprises in t - number","From 1 to 9 employees","Industry, construction and services except insurance activities of holding companies",":"
"2018","FR41","Population of active enterprises in t - number","10 employees or more","Industry, construction and services except insurance activities of holding companies",":"
"2018","FR411","Population of active enterprises in t - number","Zero","Industry, construction and services except insurance activities of holding companies",":"
"2018","FR411","Population of active enterprises in t - number","From 1 to 9 employees","Industry, construction and services except insurance activities of holding companies",":"
"2018","FR411","Population of active enterprises in t - number","10 employees or more","Industry, construction and services except insurance activities of holding companies",":"
"2018","FR412","Population of active enterprises in t - number","Zero","Industry, construction and services except insurance activities of holding companies",":"
"2018","FR412","Population of active enterprises in t - number","From 1 to 9 employees","Industry, construction and services except insurance activities of holding companies",":"
"2018","FR412","Population of active enterprises in t - number","10 employees or more","Industry, construction and services except insurance activities of holding companies",":"
"2018","FR413","Population of active enterprises in t - number","Zero","Industry, construction and services except insurance activities of holding companies",":"
"2018","FR413","Population of active enterprises in t - number","From 1 to 9 employees","Industry, construction and services except insurance activities of holding companies",":"
"2018","FR413","Population of active enterprises in t - number","10 employees or more","Industry, construction and services except insurance activities of holding companies",":"
"2018","FR414","Population of active enterprises in t - number","Zero","Industry, construction and services except insurance activities of holding companies",":"
"2018","FR414","Population of active enterprises in t - number","From 1 to 9 employees","Industry, construction and services except insurance activities of holding companies",":"
"2018","FR414","Population of active enterprises in t - number","10 employees or more","Industry, construction and services except insurance activities of holding companies",":"
"2018","FR42","Population of active enterprises in t - number","Zero","Industry, construction and services except insurance activities of holding companies",":"
"2018","FR42","Population of active enterprises in t - number","From 1 to 9 employees","Industry, construction and services except insurance activities of holding companies",":"
"2018","FR42","Population of active enterprises in t - number","10 employees or more","Industry, construction and services except insurance activities of holding companies",":"
"2018","FR421","Population of active enterprises in t - number","Zero","Industry, construction and services except insurance activities of holding companies",":"
"2018","FR421","Population of active enterprises in t - number","From 1 to 9 employees","Industry, construction and services except insurance activities of holding companies",":"
"2018","FR421","Population of active enterprises in t - number","10 employees or more","Industry, construction and services except insurance activities of holding companies",":"
"2018","FR422","Population of active enterprises in t - number","Zero","Industry, construction and services except insurance activities of holding companies",":"
"2018","FR422","Population of active enterprises in t - number","From 1 to 9 employees","Industry, construction and services except insurance activities of holding companies",":"
"2018","FR422","Population of active enterprises in t - number","10 employees or more","Industry, construction and services except insurance activities of holding companies",":"
"2018","FR43","Population of active enterprises in t - number","Zero","Industry, construction and services except insurance activities of holding companies",":"
"2018","FR43","Population of active enterprises in t - number","From 1 to 9 employees","Industry, construction and services except insurance activities of holding companies",":"
"2018","FR43","Population of active enterprises in t - number","10 employees or more","Industry, construction and services except insurance activities of holding companies",":"
"2018","FR431","Population of active enterprises in t - number","Zero","Industry, construction and services except insurance activities of holding companies",":"
"2018","FR431","Population of active enterprises in t - number","From 1 to 9 employees","Industry, construction and services except insurance activities of holding companies",":"
"2018","FR431","Population of active enterprises in t - number","10 employees or more","Industry, construction and services except insurance activities of holding companies",":"
"2018","FR432","Population of active enterprises in t - number","Zero","Industry, construction and services except insurance activities of holding companies",":"
"2018","FR432","Population of active enterprises in t - number","From 1 to 9 employees","Industry, construction and services except insurance activities of holding companies",":"
"2018","FR432","Population of active enterprises in t - number","10 employees or more","Industry, construction and services except insurance activities of holding companies",":"
"2018","FR433","Population of active enterprises in t - number","Zero","Industry, construction and services except insurance activities of holding companies",":"
"2018","FR433","Population of active enterprises in t - number","From 1 to 9 employees","Industry, construction and services except insurance activities of holding companies",":"
"2018","FR433","Population of active enterprises in t - number","10 employees or more","Industry, construction and services except insurance activities of holding companies",":"
"2018","FR434","Population of active enterprises in t - number","Zero","Industry, construction and services except insurance activities of holding companies",":"
"2018","FR434","Population of active enterprises in t - number","From 1 to 9 employees","Industry, construction and services except insurance activities of holding companies",":"
"2018","FR434","Population of active enterprises in t - number","10 employees or more","Industry, construction and services except insurance activities of holding companies",":"
"2018","FR5","Population of active enterprises in t - number","Zero","Industry, construction and services except insurance activities of holding companies",":"
"2018","FR5","Population of active enterprises in t - number","From 1 to 9 employees","Industry, construction and services except insurance activities of holding companies",":"
"2018","FR5","Population of active enterprises in t - number","10 employees or more","Industry, construction and services except insurance activities of holding companies",":"
"2018","FR51","Population of active enterprises in t - number","Zero","Industry, construction and services except insurance activities of holding companies",":"
"2018","FR51","Population of active enterprises in t - number","From 1 to 9 employees","Industry, construction and services except insurance activities of holding companies",":"
"2018","FR51","Population of active enterprises in t - number","10 employees or more","Industry, construction and services except insurance activities of holding companies",":"
"2018","FR511","Population of active enterprises in t - number","Zero","Industry, construction and services except insurance activities of holding companies",":"
"2018","FR511","Population of active enterprises in t - number","From 1 to 9 employees","Industry, construction and services except insurance activities of holding companies",":"
"2018","FR511","Population of active enterprises in t - number","10 employees or more","Industry, construction and services except insurance activities of holding companies",":"
"2018","FR512","Population of active enterprises in t - number","Zero","Industry, construction and services except insurance activities of holding companies",":"
"2018","FR512","Population of active enterprises in t - number","From 1 to 9 employees","Industry, construction and services except insurance activities of holding companies",":"
"2018","FR512","Population of active enterprises in t - number","10 employees or more","Industry, construction and services except insurance activities of holding companies",":"
"2018","FR513","Population of active enterprises in t - number","Zero","Industry, construction and services except insurance activities of holding companies",":"
"2018","FR513","Population of active enterprises in t - number","From 1 to 9 employees","Industry, construction and services except insurance activities of holding companies",":"
"2018","FR513","Population of active enterprises in t - number","10 employees or more","Industry, construction and services except insurance activities of holding companies",":"
"2018","FR514","Population of active enterprises in t - number","Zero","Industry, construction and services except insurance activities of holding companies",":"
"2018","FR514","Population of active enterprises in t - number","From 1 to 9 employees","Industry, construction and services except insurance activities of holding companies",":"
"2018","FR514","Population of active enterprises in t - number","10 employees or more","Industry, construction and services except insurance activities of holding companies",":"
"2018","FR515","Population of active enterprises in t - number","Zero","Industry, construction and services except insurance activities of holding companies",":"
"2018","FR515","Population of active enterprises in t - number","From 1 to 9 employees","Industry, construction and services except insurance activities of holding companies",":"
"2018","FR515","Population of active enterprises in t - number","10 employees or more","Industry, construction and services except insurance activities of holding companies",":"
"2018","FR52","Population of active enterprises in t - number","Zero","Industry, construction and services except insurance activities of holding companies",":"
"2018","FR52","Population of active enterprises in t - number","From 1 to 9 employees","Industry, construction and services except insurance activities of holding companies",":"
"2018","FR52","Population of active enterprises in t - number","10 employees or more","Industry, construction and services except insurance activities of holding companies",":"
"2018","FR521","Population of active enterprises in t - number","Zero","Industry, construction and services except insurance activities of holding companies",":"
"2018","FR521","Population of active enterprises in t - number","From 1 to 9 employees","Industry, construction and services except insurance activities of holding companies",":"
"2018","FR521","Population of active enterprises in t - number","10 employees or more","Industry, construction and services except insurance activities of holding companies",":"
"2018","FR522","Population of active enterprises in t - number","Zero","Industry, construction and services except insurance activities of holding companies",":"
"2018","FR522","Population of active enterprises in t - number","From 1 to 9 employees","Industry, construction and services except insurance activities of holding companies",":"
"2018","FR522","Population of active enterprises in t - number","10 employees or more","Industry, construction and services except insurance activities of holding companies",":"
"2018","FR523","Population of active enterprises in t - number","Zero","Industry, construction and services except insurance activities of holding companies",":"
"2018","FR523","Population of active enterprises in t - number","From 1 to 9 employees","Industry, construction and services except insurance activities of holding companies",":"
"2018","FR523","Population of active enterprises in t - number","10 employees or more","Industry, construction and services except insurance activities of holding companies",":"
"2018","FR524","Population of active enterprises in t - number","Zero","Industry, construction and services except insurance activities of holding companies",":"
"2018","FR524","Population of active enterprises in t - number","From 1 to 9 employees","Industry, construction and services except insurance activities of holding companies",":"
"2018","FR524","Population of active enterprises in t - number","10 employees or more","Industry, construction and services except insurance activities of holding companies",":"
"2018","FR53","Population of active enterprises in t - number","Zero","Industry, construction and services except insurance activities of holding companies",":"
"2018","FR53","Population of active enterprises in t - number","From 1 to 9 employees","Industry, construction and services except insurance activities of holding companies",":"
"2018","FR53","Population of active enterprises in t - number","10 employees or more","Industry, construction and services except insurance activities of holding companies",":"
"2018","FR531","Population of active enterprises in t - number","Zero","Industry, construction and services except insurance activities of holding companies",":"
"2018","FR531","Population of active enterprises in t - number","From 1 to 9 employees","Industry, construction and services except insurance activities of holding companies",":"
"2018","FR531","Population of active enterprises in t - number","10 employees or more","Industry, construction and services except insurance activities of holding companies",":"
"2018","FR532","Population of active enterprises in t - number","Zero","Industry, construction and services except insurance activities of holding companies",":"
"2018","FR532","Population of active enterprises in t - number","From 1 to 9 employees","Industry, construction and services except insurance activities of holding companies",":"
"2018","FR532","Population of active enterprises in t - number","10 employees or more","Industry, construction and services except insurance activities of holding companies",":"
"2018","FR533","Population of active enterprises in t - number","Zero","Industry, construction and services except insurance activities of holding companies",":"
"2018","FR533","Population of active enterprises in t - number","From 1 to 9 employees","Industry, construction and services except insurance activities of holding companies",":"
"2018","FR533","Population of active enterprises in t - number","10 employees or more","Industry, construction and services except insurance activities of holding companies",":"
"2018","FR534","Population of active enterprises in t - number","Zero","Industry, construction and services except insurance activities of holding companies",":"
"2018","FR534","Population of active enterprises in t - number","From 1 to 9 employees","Industry, construction and services except insurance activities of holding companies",":"
"2018","FR534","Population of active enterprises in t - number","10 employees or more","Industry, construction and services except insurance activities of holding companies",":"
"2018","FR6","Population of active enterprises in t - number","Zero","Industry, construction and services except insurance activities of holding companies",":"
"2018","FR6","Population of active enterprises in t - number","From 1 to 9 employees","Industry, construction and services except insurance activities of holding companies",":"
"2018","FR6","Population of active enterprises in t - number","10 employees or more","Industry, construction and services except insurance activities of holding companies",":"
