"TIME","GEO","GEO_LABEL","AGE","SEX","UNIT","Value"
"2019","ES","Spain","25 years or over","Females","Percentage","14.7"
"2019","ES1","Noroeste (ES)","25 years or over","Total","Percentage","11.4"
"2019","ES1","Noroeste (ES)","25 years or over","Males","Percentage","10.3"
"2019","ES1","Noroeste (ES)","25 years or over","Females","Percentage","12.5"
"2019","ES11","Galicia","25 years or over","Total","Percentage","11.0"
"2019","ES11","Galicia","25 years or over","Males","Percentage","9.8"
"2019","ES11","Galicia","25 years or over","Females","Percentage","12.2"
"2019","ES12","Principado de Asturias","25 years or over","Total","Percentage","13.6"
"2019","ES12","Principado de Asturias","25 years or over","Males","Percentage","12.6"
"2019","ES12","Principado de Asturias","25 years or over","Females","Percentage","14.5"
"2019","ES13","Cantabria","25 years or over","Total","Percentage","9.4"
"2019","ES13","Cantabria","25 years or over","Males","Percentage","8.9"
"2019","ES13","Cantabria","25 years or over","Females","Percentage","9.9"
"2019","ES2","Noreste (ES)","25 years or over","Total","Percentage","8.3"
"2019","ES2","Noreste (ES)","25 years or over","Males","Percentage","7.6"
"2019","ES2","Noreste (ES)","25 years or over","Females","Percentage","9.0"
"2019","ES21","País Vasco","25 years or over","Total","Percentage","8.1"
"2019","ES21","País Vasco","25 years or over","Males","Percentage","7.8"
"2019","ES21","País Vasco","25 years or over","Females","Percentage","8.4"
"2019","ES22","Comunidad Foral de Navarra","25 years or over","Total","Percentage","7.3"
"2019","ES22","Comunidad Foral de Navarra","25 years or over","Males","Percentage","6.4"
"2019","ES22","Comunidad Foral de Navarra","25 years or over","Females","Percentage","8.4"
"2019","ES23","La Rioja","25 years or over","Total","Percentage","8.9"
"2019","ES23","La Rioja","25 years or over","Males","Percentage","8.9"
"2019","ES23","La Rioja","25 years or over","Females","Percentage","9.0"
"2019","ES24","Aragón","25 years or over","Total","Percentage","8.9"
"2019","ES24","Aragón","25 years or over","Males","Percentage","7.6"
"2019","ES24","Aragón","25 years or over","Females","Percentage","10.4"
"2019","ES3","Comunidad de Madrid","25 years or over","Total","Percentage","9.4"
"2019","ES3","Comunidad de Madrid","25 years or over","Males","Percentage","8.6"
"2019","ES3","Comunidad de Madrid","25 years or over","Females","Percentage","10.3"
"2019","ES30","Comunidad de Madrid","25 years or over","Total","Percentage","9.4"
"2019","ES30","Comunidad de Madrid","25 years or over","Males","Percentage","8.6"
"2019","ES30","Comunidad de Madrid","25 years or over","Females","Percentage","10.3"
"2019","ES4","Centro (ES)","25 years or over","Total","Percentage","13.8"
"2019","ES4","Centro (ES)","25 years or over","Males","Percentage","10.7"
"2019","ES4","Centro (ES)","25 years or over","Females","Percentage","17.6"
"2019","ES41","Castilla y León","25 years or over","Total","Percentage","10.6"
"2019","ES41","Castilla y León","25 years or over","Males","Percentage","9.0"
"2019","ES41","Castilla y León","25 years or over","Females","Percentage","12.5"
"2019","ES42","Castilla-la Mancha","25 years or over","Total","Percentage","14.4"
"2019","ES42","Castilla-la Mancha","25 years or over","Males","Percentage","10.5"
"2019","ES42","Castilla-la Mancha","25 years or over","Females","Percentage","19.5"
"2019","ES43","Extremadura","25 years or over","Total","Percentage","19.8"
"2019","ES43","Extremadura","25 years or over","Males","Percentage","15.0"
"2019","ES43","Extremadura","25 years or over","Females","Percentage","25.8"
"2019","ES5","Este (ES)","25 years or over","Total","Percentage","10.9"
"2019","ES5","Este (ES)","25 years or over","Males","Percentage","9.6"
"2019","ES5","Este (ES)","25 years or over","Females","Percentage","12.3"
"2019","ES51","Cataluña","25 years or over","Total","Percentage","9.7"
"2019","ES51","Cataluña","25 years or over","Males","Percentage","9.0"
"2019","ES51","Cataluña","25 years or over","Females","Percentage","10.4"
"2019","ES52","Comunitat Valenciana","25 years or over","Total","Percentage","12.9"
"2019","ES52","Comunitat Valenciana","25 years or over","Males","Percentage","10.7"
"2019","ES52","Comunitat Valenciana","25 years or over","Females","Percentage","15.5"
"2019","ES53","Illes Balears","25 years or over","Total","Percentage","10.3"
"2019","ES53","Illes Balears","25 years or over","Males","Percentage","8.9"
"2019","ES53","Illes Balears","25 years or over","Females","Percentage","11.9"
"2019","ES6","Sur (ES)","25 years or over","Total","Percentage","18.7"
"2019","ES6","Sur (ES)","25 years or over","Males","Percentage","15.4"
"2019","ES6","Sur (ES)","25 years or over","Females","Percentage","22.7"
"2019","ES61","Andalucía","25 years or over","Total","Percentage","19.6"
"2019","ES61","Andalucía","25 years or over","Males","Percentage","16.3"
"2019","ES61","Andalucía","25 years or over","Females","Percentage","23.6"
"2019","ES62","Región de Murcia","25 years or over","Total","Percentage","13.0"
"2019","ES62","Región de Murcia","25 years or over","Males","Percentage","10.4"
"2019","ES62","Región de Murcia","25 years or over","Females","Percentage","16.3"
"2019","ES63","Ciudad de Ceuta","25 years or over","Total","Percentage","23.3"
"2019","ES63","Ciudad de Ceuta","25 years or over","Males","Percentage","19.8"
"2019","ES63","Ciudad de Ceuta","25 years or over","Females","Percentage","28.3"
"2019","ES64","Ciudad de Melilla","25 years or over","Total","Percentage","23.4"
"2019","ES64","Ciudad de Melilla","25 years or over","Males","Percentage","18.5"
"2019","ES64","Ciudad de Melilla","25 years or over","Females","Percentage","29.8"
"2019","ES7","Canarias","25 years or over","Total","Percentage","18.9"
"2019","ES7","Canarias","25 years or over","Males","Percentage","17.6"
"2019","ES7","Canarias","25 years or over","Females","Percentage","20.3"
"2019","ES70","Canarias","25 years or over","Total","Percentage","18.9"
"2019","ES70","Canarias","25 years or over","Males","Percentage","17.6"
"2019","ES70","Canarias","25 years or over","Females","Percentage","20.3"
"2019","FR","France","25 years or over","Total","Percentage","7.3"
"2019","FR","France","25 years or over","Males","Percentage","7.2"
"2019","FR","France","25 years or over","Females","Percentage","7.5"
"2019","FR1","Île de France","25 years or over","Total","Percentage","7.1"
"2019","FR1","Île de France","25 years or over","Males","Percentage","7.3"
"2019","FR1","Île de France","25 years or over","Females","Percentage","6.9"
"2019","FR10","Île de France","25 years or over","Total","Percentage","7.1"
"2019","FR10","Île de France","25 years or over","Males","Percentage","7.3"
"2019","FR10","Île de France","25 years or over","Females","Percentage","6.9"
"2019","FRB","Centre - Val de Loire","25 years or over","Total","Percentage","6.7"
"2019","FRB","Centre - Val de Loire","25 years or over","Males","Percentage","6.1"
"2019","FRB","Centre - Val de Loire","25 years or over","Females","Percentage","7.4"
"2019","FRB0","Centre - Val de Loire","25 years or over","Total","Percentage","6.7"
"2019","FRB0","Centre - Val de Loire","25 years or over","Males","Percentage","6.1"
"2019","FRB0","Centre - Val de Loire","25 years or over","Females","Percentage","7.4"
"2019","FRC","Bourgogne - Franche-Comté","25 years or over","Total","Percentage","6.7"
"2019","FRC","Bourgogne - Franche-Comté","25 years or over","Males","Percentage","6.2"
"2019","FRC","Bourgogne - Franche-Comté","25 years or over","Females","Percentage","7.2"
"2019","FRC1","Bourgogne","25 years or over","Total","Percentage","6.3"
"2019","FRC1","Bourgogne","25 years or over","Males","Percentage","5.9"
"2019","FRC1","Bourgogne","25 years or over","Females","Percentage","6.7"
"2019","FRC2","Franche-Comté","25 years or over","Total","Percentage","7.2"
"2019","FRC2","Franche-Comté","25 years or over","Males","Percentage","6.5"
"2019","FRC2","Franche-Comté","25 years or over","Females","Percentage","8.0"
"2019","FRD","Normandie","25 years or over","Total","Percentage","7.9"
"2019","FRD","Normandie","25 years or over","Males","Percentage","7.2"
"2019","FRD","Normandie","25 years or over","Females","Percentage","8.6"
"2019","FRD1","Basse-Normandie","25 years or over","Total","Percentage","7.5"
"2019","FRD1","Basse-Normandie","25 years or over","Males","Percentage","8.3"
"2019","FRD1","Basse-Normandie","25 years or over","Females","Percentage","6.6"
"2019","FRD2","Haute-Normandie","25 years or over","Total","Percentage","8.3"
"2019","FRD2","Haute-Normandie","25 years or over","Males","Percentage","6.4"
"2019","FRD2","Haute-Normandie","25 years or over","Females","Percentage","10.2"
"2019","FRE","Hauts-de-France","25 years or over","Total","Percentage","8.7"
"2019","FRE","Hauts-de-France","25 years or over","Males","Percentage","8.9"
"2019","FRE","Hauts-de-France","25 years or over","Females","Percentage","8.5"
"2019","FRE1","Nord-Pas-de-Calais","25 years or over","Total","Percentage","9.1"
"2019","FRE1","Nord-Pas-de-Calais","25 years or over","Males","Percentage","9.6"
"2019","FRE1","Nord-Pas-de-Calais","25 years or over","Females","Percentage","8.5"
"2019","FRE2","Picardie","25 years or over","Total","Percentage","7.9"
"2019","FRE2","Picardie","25 years or over","Males","Percentage","7.5"
"2019","FRE2","Picardie","25 years or over","Females","Percentage","8.3"
"2019","FRF","Grand Est","25 years or over","Total","Percentage","6.8"
"2019","FRF","Grand Est","25 years or over","Males","Percentage","6.7"
"2019","FRF","Grand Est","25 years or over","Females","Percentage","6.9"
"2019","FRF1","Alsace","25 years or over","Total","Percentage","6.1"
"2019","FRF1","Alsace","25 years or over","Males","Percentage","6.7"
"2019","FRF1","Alsace","25 years or over","Females","Percentage","5.6"
"2019","FRF2","Champagne-Ardenne","25 years or over","Total","Percentage","7.5"
"2019","FRF2","Champagne-Ardenne","25 years or over","Males","Percentage","7.4"
"2019","FRF2","Champagne-Ardenne","25 years or over","Females","Percentage","7.5"
"2019","FRF3","Lorraine","25 years or over","Total","Percentage","7.0"
"2019","FRF3","Lorraine","25 years or over","Males","Percentage","6.4"
"2019","FRF3","Lorraine","25 years or over","Females","Percentage","7.7"
"2019","FRG","Pays-de-la-Loire","25 years or over","Total","Percentage","6.5"
"2019","FRG","Pays-de-la-Loire","25 years or over","Males","Percentage","6.3"
"2019","FRG","Pays-de-la-Loire","25 years or over","Females","Percentage","6.9"
"2019","FRG0","Pays-de-la-Loire","25 years or over","Total","Percentage","6.5"
"2019","FRG0","Pays-de-la-Loire","25 years or over","Males","Percentage","6.3"
"2019","FRG0","Pays-de-la-Loire","25 years or over","Females","Percentage","6.9"
"2019","FRH","Bretagne","25 years or over","Total","Percentage","5.7"
"2019","FRH","Bretagne","25 years or over","Males","Percentage","5.8"
"2019","FRH","Bretagne","25 years or over","Females","Percentage","5.7"
"2019","FRH0","Bretagne","25 years or over","Total","Percentage","5.7"
"2019","FRH0","Bretagne","25 years or over","Males","Percentage","5.8"
"2019","FRH0","Bretagne","25 years or over","Females","Percentage","5.7"
"2019","FRI","Nouvelle-Aquitaine","25 years or over","Total","Percentage","7.4"
"2019","FRI","Nouvelle-Aquitaine","25 years or over","Males","Percentage","7.1"
"2019","FRI","Nouvelle-Aquitaine","25 years or over","Females","Percentage","7.7"
"2019","FRI1","Aquitaine","25 years or over","Total","Percentage","8.0"
"2019","FRI1","Aquitaine","25 years or over","Males","Percentage","7.7"
"2019","FRI1","Aquitaine","25 years or over","Females","Percentage","8.2"
"2019","FRI2","Limousin","25 years or over","Total","Percentage","6.1"
"2019","FRI2","Limousin","25 years or over","Males","Percentage","5.3"
"2019","FRI2","Limousin","25 years or over","Females","Percentage","6.8"
"2019","FRI3","Poitou-Charentes","25 years or over","Total","Percentage","6.7"
"2019","FRI3","Poitou-Charentes","25 years or over","Males","Percentage","6.6"
"2019","FRI3","Poitou-Charentes","25 years or over","Females","Percentage","6.9"
"2019","FRJ","Occitanie","25 years or over","Total","Percentage","7.4"
"2019","FRJ","Occitanie","25 years or over","Males","Percentage","6.8"
"2019","FRJ","Occitanie","25 years or over","Females","Percentage","8.1"
"2019","FRJ1","Languedoc-Roussillon","25 years or over","Total","Percentage","9.1"
"2019","FRJ1","Languedoc-Roussillon","25 years or over","Males","Percentage","8.6"
"2019","FRJ1","Languedoc-Roussillon","25 years or over","Females","Percentage","9.5"
"2019","FRJ2","Midi-Pyrénées","25 years or over","Total","Percentage","6.0"
"2019","FRJ2","Midi-Pyrénées","25 years or over","Males","Percentage","5.2"
"2019","FRJ2","Midi-Pyrénées","25 years or over","Females","Percentage","6.9"
"2019","FRK","Auvergne - Rhône-Alpes","25 years or over","Total","Percentage","5.5"
"2019","FRK","Auvergne - Rhône-Alpes","25 years or over","Males","Percentage","5.1"
"2019","FRK","Auvergne - Rhône-Alpes","25 years or over","Females","Percentage","5.9"
"2019","FRK1","Auvergne","25 years or over","Total","Percentage","4.7"
"2019","FRK1","Auvergne","25 years or over","Males","Percentage","4.7"
"2019","FRK1","Auvergne","25 years or over","Females","Percentage","4.7"
"2019","FRK2","Rhône-Alpes","25 years or over","Total","Percentage","5.7"
"2019","FRK2","Rhône-Alpes","25 years or over","Males","Percentage","5.2"
"2019","FRK2","Rhône-Alpes","25 years or over","Females","Percentage","6.2"
"2019","FRL","Provence-Alpes-Côte d'Azur","25 years or over","Total","Percentage","7.7"
"2019","FRL","Provence-Alpes-Côte d'Azur","25 years or over","Males","Percentage","8.3"
"2019","FRL","Provence-Alpes-Côte d'Azur","25 years or over","Females","Percentage","7.1"
"2019","FRL0","Provence-Alpes-Côte d'Azur","25 years or over","Total","Percentage","7.7"
"2019","FRL0","Provence-Alpes-Côte d'Azur","25 years or over","Males","Percentage","8.3"
"2019","FRL0","Provence-Alpes-Côte d'Azur","25 years or over","Females","Percentage","7.1"
"2019","FRM","Corse","25 years or over","Total","Percentage","5.7"
"2019","FRM","Corse","25 years or over","Males","Percentage",":"
"2019","FRM","Corse","25 years or over","Females","Percentage",":"
"2019","FRM0","Corse","25 years or over","Total","Percentage","5.7"
"2019","FRM0","Corse","25 years or over","Males","Percentage",":"
"2019","FRM0","Corse","25 years or over","Females","Percentage",":"
"2019","FRY","RUP FR - Régions ultrapériphériques françaises","25 years or over","Total","Percentage","17.9"
"2019","FRY","RUP FR - Régions ultrapériphériques françaises","25 years or over","Males","Percentage","17.1"
"2019","FRY","RUP FR - Régions ultrapériphériques françaises","25 years or over","Females","Percentage","18.8"
"2019","FRY1","Guadeloupe","25 years or over","Total","Percentage","18.2"
"2019","FRY1","Guadeloupe","25 years or over","Males","Percentage","15.0"
"2019","FRY1","Guadeloupe","25 years or over","Females","Percentage","21.0"
"2019","FRY2","Martinique","25 years or over","Total","Percentage","12.5"
"2019","FRY2","Martinique","25 years or over","Males","Percentage","13.9"
"2019","FRY2","Martinique","25 years or over","Females","Percentage","11.3"
"2019","FRY3","Guyane","25 years or over","Total","Percentage","17.6"
"2019","FRY3","Guyane","25 years or over","Males","Percentage","17.5"
"2019","FRY3","Guyane","25 years or over","Females","Percentage","17.7"
"2019","FRY4","La Réunion","25 years or over","Total","Percentage","18.5"
"2019","FRY4","La Réunion","25 years or over","Males","Percentage","18.0"
"2019","FRY4","La Réunion","25 years or over","Females","Percentage","19.1"
"2019","FRY5","Mayotte","25 years or over","Total","Percentage","27.0"
"2019","FRY5","Mayotte","25 years or over","Males","Percentage","22.7"
"2019","FRY5","Mayotte","25 years or over","Females","Percentage","32.3"
"2019","HR","Croatia","25 years or over","Total","Percentage","5.7"
"2019","HR","Croatia","25 years or over","Males","Percentage","5.3"
"2019","HR","Croatia","25 years or over","Females","Percentage","6.2"
"2019","HR0","Hrvatska","25 years or over","Total","Percentage","5.7"
"2019","HR0","Hrvatska","25 years or over","Males","Percentage","5.3"
"2019","HR0","Hrvatska","25 years or over","Females","Percentage","6.2"
"2019","HR03","Jadranska Hrvatska","25 years or over","Total","Percentage","5.7"
"2019","HR03","Jadranska Hrvatska","25 years or over","Males","Percentage","4.7"
"2019","HR03","Jadranska Hrvatska","25 years or over","Females","Percentage","6.8"
"2019","HR04","Kontinentalna Hrvatska (NUTS 2016)","25 years or over","Total","Percentage","5.7"
"2019","HR04","Kontinentalna Hrvatska (NUTS 2016)","25 years or over","Males","Percentage","5.6"
"2019","HR04","Kontinentalna Hrvatska (NUTS 2016)","25 years or over","Females","Percentage","5.9"
"2019","IT","Italy","25 years or over","Total","Percentage","8.7"
"2019","IT","Italy","25 years or over","Males","Percentage","7.9"
"2019","IT","Italy","25 years or over","Females","Percentage","9.9"
"2019","ITC","Nord-Ovest","25 years or over","Total","Percentage","5.7"
"2019","ITC","Nord-Ovest","25 years or over","Males","Percentage","4.6"
"2019","ITC","Nord-Ovest","25 years or over","Females","Percentage","7.0"
"2019","ITC1","Piemonte","25 years or over","Total","Percentage","6.5"
"2019","ITC1","Piemonte","25 years or over","Males","Percentage","5.4"
"2019","ITC1","Piemonte","25 years or over","Females","Percentage","7.8"
"2019","ITC2","Valle d'Aosta/Vallée d'Aoste","25 years or over","Total","Percentage","5.5"
"2019","ITC2","Valle d'Aosta/Vallée d'Aoste","25 years or over","Males","Percentage",":"
"2019","ITC2","Valle d'Aosta/Vallée d'Aoste","25 years or over","Females","Percentage","6.5"
"2019","ITC3","Liguria","25 years or over","Total","Percentage","9.0"
"2019","ITC3","Liguria","25 years or over","Males","Percentage","6.5"
"2019","ITC3","Liguria","25 years or over","Females","Percentage","11.9"
"2019","ITC4","Lombardia","25 years or over","Total","Percentage","4.8"
"2019","ITC4","Lombardia","25 years or over","Males","Percentage","4.0"
"2019","ITC4","Lombardia","25 years or over","Females","Percentage","5.9"
"2019","ITH","Nord-Est","25 years or over","Total","Percentage","4.7"
"2019","ITH","Nord-Est","25 years or over","Males","Percentage","3.6"
"2019","ITH","Nord-Est","25 years or over","Females","Percentage","6.0"
"2019","ITH1","Provincia Autonoma di Bolzano/Bozen","25 years or over","Total","Percentage","2.3"
"2019","ITH1","Provincia Autonoma di Bolzano/Bozen","25 years or over","Males","Percentage","2.1"
"2019","ITH1","Provincia Autonoma di Bolzano/Bozen","25 years or over","Females","Percentage","2.7"
"2019","ITH2","Provincia Autonoma di Trento","25 years or over","Total","Percentage","4.5"
"2019","ITH2","Provincia Autonoma di Trento","25 years or over","Males","Percentage","3.6"
"2019","ITH2","Provincia Autonoma di Trento","25 years or over","Females","Percentage","5.6"
"2019","ITH3","Veneto","25 years or over","Total","Percentage","4.8"
"2019","ITH3","Veneto","25 years or over","Males","Percentage","3.6"
"2019","ITH3","Veneto","25 years or over","Females","Percentage","6.3"
"2019","ITH4","Friuli-Venezia Giulia","25 years or over","Total","Percentage","5.3"
"2019","ITH4","Friuli-Venezia Giulia","25 years or over","Males","Percentage","3.9"
"2019","ITH4","Friuli-Venezia Giulia","25 years or over","Females","Percentage","7.1"
"2019","ITH5","Emilia-Romagna","25 years or over","Total","Percentage","4.8"
"2019","ITH5","Emilia-Romagna","25 years or over","Males","Percentage","3.8"
"2019","ITH5","Emilia-Romagna","25 years or over","Females","Percentage","5.9"
"2019","ITI","Centro (IT)","25 years or over","Total","Percentage","7.7"
"2019","ITI","Centro (IT)","25 years or over","Males","Percentage","6.9"
"2019","ITI","Centro (IT)","25 years or over","Females","Percentage","8.7"
"2019","ITI1","Toscana","25 years or over","Total","Percentage","5.8"
"2019","ITI1","Toscana","25 years or over","Males","Percentage","4.9"
"2019","ITI1","Toscana","25 years or over","Females","Percentage","7.0"
"2019","ITI2","Umbria","25 years or over","Total","Percentage","7.5"
"2019","ITI2","Umbria","25 years or over","Males","Percentage","6.2"
"2019","ITI2","Umbria","25 years or over","Females","Percentage","9.2"
"2019","ITI3","Marche","25 years or over","Total","Percentage","7.8"
"2019","ITI3","Marche","25 years or over","Males","Percentage","6.2"
"2019","ITI3","Marche","25 years or over","Females","Percentage","9.7"
"2019","ITI4","Lazio","25 years or over","Total","Percentage","9.0"
"2019","ITI4","Lazio","25 years or over","Males","Percentage","8.5"
"2019","ITI4","Lazio","25 years or over","Females","Percentage","9.5"
"2019","ITF","Sud","25 years or over","Total","Percentage","15.2"
"2019","ITF","Sud","25 years or over","Males","Percentage","13.8"
"2019","ITF","Sud","25 years or over","Females","Percentage","17.5"
"2019","ITF1","Abruzzo","25 years or over","Total","Percentage","9.9"
"2019","ITF1","Abruzzo","25 years or over","Males","Percentage","7.9"
"2019","ITF1","Abruzzo","25 years or over","Females","Percentage","12.7"
"2019","ITF2","Molise","25 years or over","Total","Percentage","10.5"
"2019","ITF2","Molise","25 years or over","Males","Percentage","8.6"
"2019","ITF2","Molise","25 years or over","Females","Percentage","13.4"
"2019","ITF3","Campania","25 years or over","Total","Percentage","17.9"
"2019","ITF3","Campania","25 years or over","Males","Percentage","16.5"
"2019","ITF3","Campania","25 years or over","Females","Percentage","20.4"
"2019","ITF4","Puglia","25 years or over","Total","Percentage","13.1"
"2019","ITF4","Puglia","25 years or over","Males","Percentage","11.5"
"2019","ITF4","Puglia","25 years or over","Females","Percentage","15.8"
"2019","ITF5","Basilicata","25 years or over","Total","Percentage","9.6"
"2019","ITF5","Basilicata","25 years or over","Males","Percentage","8.0"
"2019","ITF5","Basilicata","25 years or over","Females","Percentage","12.1"
"2019","ITF6","Calabria","25 years or over","Total","Percentage","18.6"
"2019","ITF6","Calabria","25 years or over","Males","Percentage","18.0"
"2019","ITF6","Calabria","25 years or over","Females","Percentage","19.7"
"2019","ITG","Isole","25 years or over","Total","Percentage","16.4"
"2019","ITG","Isole","25 years or over","Males","Percentage","15.2"
"2019","ITG","Isole","25 years or over","Females","Percentage","18.2"
"2019","ITG1","Sicilia","25 years or over","Total","Percentage","17.8"
"2019","ITG1","Sicilia","25 years or over","Males","Percentage","16.1"
"2019","ITG1","Sicilia","25 years or over","Females","Percentage","20.5"
"2019","ITG2","Sardegna","25 years or over","Total","Percentage","13.1"
"2019","ITG2","Sardegna","25 years or over","Males","Percentage","13.0"
"2019","ITG2","Sardegna","25 years or over","Females","Percentage","13.3"
"2019","CY","Cyprus","25 years or over","Total","Percentage","6.2"
"2019","CY","Cyprus","25 years or over","Males","Percentage","5.3"
"2019","CY","Cyprus","25 years or over","Females","Percentage","7.3"
"2019","CY0","Kypros","25 years or over","Total","Percentage","6.2"
"2019","CY0","Kypros","25 years or over","Males","Percentage","5.3"
"2019","CY0","Kypros","25 years or over","Females","Percentage","7.3"
"2019","CY00","Kypros","25 years or over","Total","Percentage","6.2"
"2019","CY00","Kypros","25 years or over","Males","Percentage","5.3"
"2019","CY00","Kypros","25 years or over","Females","Percentage","7.3"
"2019","LV","Latvia","25 years or over","Total","Percentage","5.9"
"2019","LV","Latvia","25 years or over","Males","Percentage","6.7"
"2019","LV","Latvia","25 years or over","Females","Percentage","5.1"
"2019","LV0","Latvija","25 years or over","Total","Percentage","5.9"
"2019","LV0","Latvija","25 years or over","Males","Percentage","6.7"
"2019","LV0","Latvija","25 years or over","Females","Percentage","5.1"
"2019","LV00","Latvija","25 years or over","Total","Percentage","5.9"
"2019","LV00","Latvija","25 years or over","Males","Percentage","6.7"
"2019","LV00","Latvija","25 years or over","Females","Percentage","5.1"
"2019","LT","Lithuania","25 years or over","Total","Percentage","5.8"
"2019","LT","Lithuania","25 years or over","Males","Percentage","6.4"
"2019","LT","Lithuania","25 years or over","Females","Percentage","5.2"
"2019","LT0","Lietuva","25 years or over","Total","Percentage","5.8"
"2019","LT0","Lietuva","25 years or over","Males","Percentage","6.4"
"2019","LT0","Lietuva","25 years or over","Females","Percentage","5.2"
"2019","LT01","Sostines regionas","25 years or over","Total","Percentage","4.1"
"2019","LT01","Sostines regionas","25 years or over","Males","Percentage","4.7"
"2019","LT01","Sostines regionas","25 years or over","Females","Percentage","3.6"
"2019","LT02","Vidurio ir vakaru Lietuvos regionas","25 years or over","Total","Percentage","6.6"
"2019","LT02","Vidurio ir vakaru Lietuvos regionas","25 years or over","Males","Percentage","7.2"
"2019","LT02","Vidurio ir vakaru Lietuvos regionas","25 years or over","Females","Percentage","6.0"
"2019","LT00","Lietuva (NUTS 2013)","25 years or over","Total","Percentage",":"
"2019","LT00","Lietuva (NUTS 2013)","25 years or over","Males","Percentage",":"
"2019","LT00","Lietuva (NUTS 2013)","25 years or over","Females","Percentage",":"
"2019","LU","Luxembourg","25 years or over","Total","Percentage","4.6"
"2019","LU","Luxembourg","25 years or over","Males","Percentage","4.6"
"2019","LU","Luxembourg","25 years or over","Females","Percentage","4.7"
"2019","LU0","Luxembourg","25 years or over","Total","Percentage","4.6"
"2019","LU0","Luxembourg","25 years or over","Males","Percentage","4.6"
"2019","LU0","Luxembourg","25 years or over","Females","Percentage","4.7"
"2019","LU00","Luxembourg","25 years or over","Total","Percentage","4.6"
"2019","LU00","Luxembourg","25 years or over","Males","Percentage","4.6"
"2019","LU00","Luxembourg","25 years or over","Females","Percentage","4.7"
"2019","HU","Hungary","25 years or over","Total","Percentage","2.8"
"2019","HU","Hungary","25 years or over","Males","Percentage","2.7"
"2019","HU","Hungary","25 years or over","Females","Percentage","3.0"
"2019","HU1","Közép-Magyarország","25 years or over","Total","Percentage","2.1"
"2019","HU1","Közép-Magyarország","25 years or over","Males","Percentage","1.7"
"2019","HU1","Közép-Magyarország","25 years or over","Females","Percentage","2.4"
"2019","HU11","Budapest","25 years or over","Total","Percentage","2.0"
"2019","HU11","Budapest","25 years or over","Males","Percentage","1.6"
"2019","HU11","Budapest","25 years or over","Females","Percentage","2.5"
"2019","HU12","Pest","25 years or over","Total","Percentage","2.1"
"2019","HU12","Pest","25 years or over","Males","Percentage","2.0"
"2019","HU12","Pest","25 years or over","Females","Percentage","2.2"
"2019","HU10","Közép-Magyarország (NUTS 2013)","25 years or over","Total","Percentage",":"
"2019","HU10","Közép-Magyarország (NUTS 2013)","25 years or over","Males","Percentage",":"
"2019","HU10","Közép-Magyarország (NUTS 2013)","25 years or over","Females","Percentage",":"
"2019","HU2","Dunántúl","25 years or over","Total","Percentage","2.2"
"2019","HU2","Dunántúl","25 years or over","Males","Percentage","2.0"
"2019","HU2","Dunántúl","25 years or over","Females","Percentage","2.4"
"2019","HU21","Közép-Dunántúl","25 years or over","Total","Percentage","1.7"
"2019","HU21","Közép-Dunántúl","25 years or over","Males","Percentage","1.6"
"2019","HU21","Közép-Dunántúl","25 years or over","Females","Percentage","1.8"
"2019","HU22","Nyugat-Dunántúl","25 years or over","Total","Percentage","1.5"
"2019","HU22","Nyugat-Dunántúl","25 years or over","Males","Percentage","1.2"
"2019","HU22","Nyugat-Dunántúl","25 years or over","Females","Percentage","1.9"
"2019","HU23","Dél-Dunántúl","25 years or over","Total","Percentage","3.7"
"2019","HU23","Dél-Dunántúl","25 years or over","Males","Percentage","3.6"
"2019","HU23","Dél-Dunántúl","25 years or over","Females","Percentage","3.9"
"2019","HU3","Alföld és Észak","25 years or over","Total","Percentage","4.0"
"2019","HU3","Alföld és Észak","25 years or over","Males","Percentage","4.0"
"2019","HU3","Alföld és Észak","25 years or over","Females","Percentage","4.1"
"2019","HU31","Észak-Magyarország","25 years or over","Total","Percentage","3.7"
"2019","HU31","Észak-Magyarország","25 years or over","Males","Percentage","3.6"
"2019","HU31","Észak-Magyarország","25 years or over","Females","Percentage","3.9"
"2019","HU32","Észak-Alföld","25 years or over","Total","Percentage","5.4"
"2019","HU32","Észak-Alföld","25 years or over","Males","Percentage","5.5"
"2019","HU32","Észak-Alföld","25 years or over","Females","Percentage","5.2"
"2019","HU33","Dél-Alföld","25 years or over","Total","Percentage","2.7"
"2019","HU33","Dél-Alföld","25 years or over","Males","Percentage","2.5"
"2019","HU33","Dél-Alföld","25 years or over","Females","Percentage","2.9"
"2019","MT","Malta","25 years or over","Total","Percentage","2.9"
"2019","MT","Malta","25 years or over","Males","Percentage","2.5"
"2019","MT","Malta","25 years or over","Females","Percentage","3.4"
"2019","MT0","Malta","25 years or over","Total","Percentage","2.9"
"2019","MT0","Malta","25 years or over","Males","Percentage","2.5"
"2019","MT0","Malta","25 years or over","Females","Percentage","3.4"
"2019","MT00","Malta","25 years or over","Total","Percentage","2.9"
"2019","MT00","Malta","25 years or over","Males","Percentage","2.5"
"2019","MT00","Malta","25 years or over","Females","Percentage","3.4"
"2019","NL","Netherlands","25 years or over","Total","Percentage","2.7"
"2019","NL","Netherlands","25 years or over","Males","Percentage","2.7"
"2019","NL","Netherlands","25 years or over","Females","Percentage","2.8"
"2019","NL1","Noord-Nederland","25 years or over","Total","Percentage","2.8"
"2019","NL1","Noord-Nederland","25 years or over","Males","Percentage","2.8"
