"TIME","GEO","AGE","SEX","UNIT","Value"
"2019","EL62","From 15 to 24 years","Males","Percentage",":"
"2019","EL62","From 15 to 24 years","Females","Percentage",":"
"2019","EL62","25 years or over","Total","Percentage","11.9"
"2019","EL62","25 years or over","Males","Percentage","8.5"
"2019","EL62","25 years or over","Females","Percentage","16.3"
"2019","EL63","From 15 to 24 years","Total","Percentage","46.8"
"2019","EL63","From 15 to 24 years","Males","Percentage","46.2"
"2019","EL63","From 15 to 24 years","Females","Percentage","47.4"
"2019","EL63","25 years or over","Total","Percentage","23.0"
"2019","EL63","25 years or over","Males","Percentage","18.3"
"2019","EL63","25 years or over","Females","Percentage","29.6"
"2019","EL64","From 15 to 24 years","Total","Percentage","47.9"
"2019","EL64","From 15 to 24 years","Males","Percentage","40.3"
"2019","EL64","From 15 to 24 years","Females","Percentage","58.7"
"2019","EL64","25 years or over","Total","Percentage","15.3"
"2019","EL64","25 years or over","Males","Percentage","10.1"
"2019","EL64","25 years or over","Females","Percentage","23.4"
"2019","EL65","From 15 to 24 years","Total","Percentage","34.5"
"2019","EL65","From 15 to 24 years","Males","Percentage",":"
"2019","EL65","From 15 to 24 years","Females","Percentage","41.6"
"2019","EL65","25 years or over","Total","Percentage","11.3"
"2019","EL65","25 years or over","Males","Percentage","8.8"
"2019","EL65","25 years or over","Females","Percentage","14.5"
"2019","ES","From 15 to 24 years","Total","Percentage","32.5"
"2019","ES","From 15 to 24 years","Males","Percentage","30.9"
"2019","ES","From 15 to 24 years","Females","Percentage","34.5"
"2019","ES","25 years or over","Total","Percentage","12.8"
"2019","ES","25 years or over","Males","Percentage","11.1"
"2019","ES","25 years or over","Females","Percentage","14.7"
"2019","ES1","From 15 to 24 years","Total","Percentage","28.4"
"2019","ES1","From 15 to 24 years","Males","Percentage","28.0"
"2019","ES1","From 15 to 24 years","Females","Percentage","29.0"
"2019","ES1","25 years or over","Total","Percentage","11.4"
"2019","ES1","25 years or over","Males","Percentage","10.3"
"2019","ES1","25 years or over","Females","Percentage","12.5"
"2019","ES11","From 15 to 24 years","Total","Percentage","27.8"
"2019","ES11","From 15 to 24 years","Males","Percentage","28.3"
"2019","ES11","From 15 to 24 years","Females","Percentage","27.3"
"2019","ES11","25 years or over","Total","Percentage","11.0"
"2019","ES11","25 years or over","Males","Percentage","9.8"
"2019","ES11","25 years or over","Females","Percentage","12.2"
"2019","ES12","From 15 to 24 years","Total","Percentage","28.7"
"2019","ES12","From 15 to 24 years","Males","Percentage","27.6"
"2019","ES12","From 15 to 24 years","Females","Percentage","30.2"
"2019","ES12","25 years or over","Total","Percentage","13.6"
"2019","ES12","25 years or over","Males","Percentage","12.6"
"2019","ES12","25 years or over","Females","Percentage","14.5"
"2019","ES13","From 15 to 24 years","Total","Percentage","30.9"
"2019","ES13","From 15 to 24 years","Males","Percentage","27.2"
"2019","ES13","From 15 to 24 years","Females","Percentage","34.9"
"2019","ES13","25 years or over","Total","Percentage","9.4"
"2019","ES13","25 years or over","Males","Percentage","8.9"
"2019","ES13","25 years or over","Females","Percentage","9.9"
"2019","ES2","From 15 to 24 years","Total","Percentage","26.5"
"2019","ES2","From 15 to 24 years","Males","Percentage","25.8"
"2019","ES2","From 15 to 24 years","Females","Percentage","27.4"
"2019","ES2","25 years or over","Total","Percentage","8.3"
"2019","ES2","25 years or over","Males","Percentage","7.6"
"2019","ES2","25 years or over","Females","Percentage","9.0"
"2019","ES21","From 15 to 24 years","Total","Percentage","27.4"
"2019","ES21","From 15 to 24 years","Males","Percentage","27.1"
"2019","ES21","From 15 to 24 years","Females","Percentage","27.7"
"2019","ES21","25 years or over","Total","Percentage","8.1"
"2019","ES21","25 years or over","Males","Percentage","7.8"
"2019","ES21","25 years or over","Females","Percentage","8.4"
"2019","ES22","From 15 to 24 years","Total","Percentage","22.9"
"2019","ES22","From 15 to 24 years","Males","Percentage","23.7"
"2019","ES22","From 15 to 24 years","Females","Percentage","21.9"
"2019","ES22","25 years or over","Total","Percentage","7.3"
"2019","ES22","25 years or over","Males","Percentage","6.4"
"2019","ES22","25 years or over","Females","Percentage","8.4"
"2019","ES23","From 15 to 24 years","Total","Percentage","25.0"
"2019","ES23","From 15 to 24 years","Males","Percentage","27.0"
"2019","ES23","From 15 to 24 years","Females","Percentage",":"
"2019","ES23","25 years or over","Total","Percentage","8.9"
"2019","ES23","25 years or over","Males","Percentage","8.9"
"2019","ES23","25 years or over","Females","Percentage","9.0"
"2019","ES24","From 15 to 24 years","Total","Percentage","27.4"
"2019","ES24","From 15 to 24 years","Males","Percentage","24.8"
"2019","ES24","From 15 to 24 years","Females","Percentage","31.4"
"2019","ES24","25 years or over","Total","Percentage","8.9"
"2019","ES24","25 years or over","Males","Percentage","7.6"
"2019","ES24","25 years or over","Females","Percentage","10.4"
"2019","ES3","From 15 to 24 years","Total","Percentage","29.0"
"2019","ES3","From 15 to 24 years","Males","Percentage","28.3"
"2019","ES3","From 15 to 24 years","Females","Percentage","29.7"
"2019","ES3","25 years or over","Total","Percentage","9.4"
"2019","ES3","25 years or over","Males","Percentage","8.6"
"2019","ES3","25 years or over","Females","Percentage","10.3"
"2019","ES30","From 15 to 24 years","Total","Percentage","29.0"
"2019","ES30","From 15 to 24 years","Males","Percentage","28.3"
"2019","ES30","From 15 to 24 years","Females","Percentage","29.7"
"2019","ES30","25 years or over","Total","Percentage","9.4"
"2019","ES30","25 years or over","Males","Percentage","8.6"
"2019","ES30","25 years or over","Females","Percentage","10.3"
"2019","ES4","From 15 to 24 years","Total","Percentage","36.7"
"2019","ES4","From 15 to 24 years","Males","Percentage","32.4"
"2019","ES4","From 15 to 24 years","Females","Percentage","42.3"
"2019","ES4","25 years or over","Total","Percentage","13.8"
"2019","ES4","25 years or over","Males","Percentage","10.7"
"2019","ES4","25 years or over","Females","Percentage","17.6"
"2019","ES41","From 15 to 24 years","Total","Percentage","29.5"
"2019","ES41","From 15 to 24 years","Males","Percentage","26.9"
"2019","ES41","From 15 to 24 years","Females","Percentage","33.0"
"2019","ES41","25 years or over","Total","Percentage","10.6"
"2019","ES41","25 years or over","Males","Percentage","9.0"
"2019","ES41","25 years or over","Females","Percentage","12.5"
"2019","ES42","From 15 to 24 years","Total","Percentage","39.1"
"2019","ES42","From 15 to 24 years","Males","Percentage","34.8"
"2019","ES42","From 15 to 24 years","Females","Percentage","44.7"
"2019","ES42","25 years or over","Total","Percentage","14.4"
"2019","ES42","25 years or over","Males","Percentage","10.5"
"2019","ES42","25 years or over","Females","Percentage","19.5"
"2019","ES43","From 15 to 24 years","Total","Percentage","44.6"
"2019","ES43","From 15 to 24 years","Males","Percentage","37.3"
"2019","ES43","From 15 to 24 years","Females","Percentage","54.3"
"2019","ES43","25 years or over","Total","Percentage","19.8"
"2019","ES43","25 years or over","Males","Percentage","15.0"
"2019","ES43","25 years or over","Females","Percentage","25.8"
"2019","ES5","From 15 to 24 years","Total","Percentage","28.0"
"2019","ES5","From 15 to 24 years","Males","Percentage","27.7"
"2019","ES5","From 15 to 24 years","Females","Percentage","28.3"
"2019","ES5","25 years or over","Total","Percentage","10.9"
"2019","ES5","25 years or over","Males","Percentage","9.6"
"2019","ES5","25 years or over","Females","Percentage","12.3"
"2019","ES51","From 15 to 24 years","Total","Percentage","26.2"
"2019","ES51","From 15 to 24 years","Males","Percentage","28.3"
"2019","ES51","From 15 to 24 years","Females","Percentage","23.8"
"2019","ES51","25 years or over","Total","Percentage","9.7"
"2019","ES51","25 years or over","Males","Percentage","9.0"
"2019","ES51","25 years or over","Females","Percentage","10.4"
"2019","ES52","From 15 to 24 years","Total","Percentage","31.1"
"2019","ES52","From 15 to 24 years","Males","Percentage","26.9"
"2019","ES52","From 15 to 24 years","Females","Percentage","36.4"
"2019","ES52","25 years or over","Total","Percentage","12.9"
"2019","ES52","25 years or over","Males","Percentage","10.7"
"2019","ES52","25 years or over","Females","Percentage","15.5"
"2019","ES53","From 15 to 24 years","Total","Percentage","29.2"
"2019","ES53","From 15 to 24 years","Males","Percentage","26.9"
"2019","ES53","From 15 to 24 years","Females","Percentage","31.8"
"2019","ES53","25 years or over","Total","Percentage","10.3"
"2019","ES53","25 years or over","Males","Percentage","8.9"
"2019","ES53","25 years or over","Females","Percentage","11.9"
"2019","ES6","From 15 to 24 years","Total","Percentage","40.6"
"2019","ES6","From 15 to 24 years","Males","Percentage","36.8"
"2019","ES6","From 15 to 24 years","Females","Percentage","45.4"
"2019","ES6","25 years or over","Total","Percentage","18.7"
"2019","ES6","25 years or over","Males","Percentage","15.4"
"2019","ES6","25 years or over","Females","Percentage","22.7"
"2019","ES61","From 15 to 24 years","Total","Percentage","41.7"
"2019","ES61","From 15 to 24 years","Males","Percentage","38.0"
"2019","ES61","From 15 to 24 years","Females","Percentage","46.3"
"2019","ES61","25 years or over","Total","Percentage","19.6"
"2019","ES61","25 years or over","Males","Percentage","16.3"
"2019","ES61","25 years or over","Females","Percentage","23.6"
"2019","ES62","From 15 to 24 years","Total","Percentage","33.4"
"2019","ES62","From 15 to 24 years","Males","Percentage","28.1"
"2019","ES62","From 15 to 24 years","Females","Percentage","40.6"
"2019","ES62","25 years or over","Total","Percentage","13.0"
"2019","ES62","25 years or over","Males","Percentage","10.4"
"2019","ES62","25 years or over","Females","Percentage","16.3"
"2019","ES63","From 15 to 24 years","Total","Percentage","52.7"
"2019","ES63","From 15 to 24 years","Males","Percentage","67.2"
"2019","ES63","From 15 to 24 years","Females","Percentage",":"
"2019","ES63","25 years or over","Total","Percentage","23.3"
"2019","ES63","25 years or over","Males","Percentage","19.8"
"2019","ES63","25 years or over","Females","Percentage","28.3"
"2019","ES64","From 15 to 24 years","Total","Percentage","64.0"
"2019","ES64","From 15 to 24 years","Males","Percentage","68.6"
"2019","ES64","From 15 to 24 years","Females","Percentage",":"
"2019","ES64","25 years or over","Total","Percentage","23.4"
"2019","ES64","25 years or over","Males","Percentage","18.5"
"2019","ES64","25 years or over","Females","Percentage","29.8"
"2019","ES7","From 15 to 24 years","Total","Percentage","42.2"
"2019","ES7","From 15 to 24 years","Males","Percentage","40.4"
"2019","ES7","From 15 to 24 years","Females","Percentage","44.5"
"2019","ES7","25 years or over","Total","Percentage","18.9"
"2019","ES7","25 years or over","Males","Percentage","17.6"
"2019","ES7","25 years or over","Females","Percentage","20.3"
"2019","ES70","From 15 to 24 years","Total","Percentage","42.2"
"2019","ES70","From 15 to 24 years","Males","Percentage","40.4"
"2019","ES70","From 15 to 24 years","Females","Percentage","44.5"
"2019","ES70","25 years or over","Total","Percentage","18.9"
"2019","ES70","25 years or over","Males","Percentage","17.6"
"2019","ES70","25 years or over","Females","Percentage","20.3"
"2019","FR","From 15 to 24 years","Total","Percentage","19.7"
"2019","FR","From 15 to 24 years","Males","Percentage","20.9"
"2019","FR","From 15 to 24 years","Females","Percentage","18.3"
"2019","FR","25 years or over","Total","Percentage","7.3"
"2019","FR","25 years or over","Males","Percentage","7.2"
"2019","FR","25 years or over","Females","Percentage","7.5"
"2019","FR1","From 15 to 24 years","Total","Percentage","18.6"
"2019","FR1","From 15 to 24 years","Males","Percentage","21.3"
"2019","FR1","From 15 to 24 years","Females","Percentage","15.6"
"2019","FR1","25 years or over","Total","Percentage","7.1"
"2019","FR1","25 years or over","Males","Percentage","7.3"
"2019","FR1","25 years or over","Females","Percentage","6.9"
"2019","FR10","From 15 to 24 years","Total","Percentage","18.6"
"2019","FR10","From 15 to 24 years","Males","Percentage","21.3"
"2019","FR10","From 15 to 24 years","Females","Percentage","15.6"
"2019","FR10","25 years or over","Total","Percentage","7.1"
"2019","FR10","25 years or over","Males","Percentage","7.3"
"2019","FR10","25 years or over","Females","Percentage","6.9"
"2019","FRB","From 15 to 24 years","Total","Percentage","21.3"
"2019","FRB","From 15 to 24 years","Males","Percentage","21.6"
"2019","FRB","From 15 to 24 years","Females","Percentage","20.9"
"2019","FRB","25 years or over","Total","Percentage","6.7"
"2019","FRB","25 years or over","Males","Percentage","6.1"
"2019","FRB","25 years or over","Females","Percentage","7.4"
"2019","FRB0","From 15 to 24 years","Total","Percentage","21.3"
"2019","FRB0","From 15 to 24 years","Males","Percentage","21.6"
"2019","FRB0","From 15 to 24 years","Females","Percentage","20.9"
"2019","FRB0","25 years or over","Total","Percentage","6.7"
"2019","FRB0","25 years or over","Males","Percentage","6.1"
"2019","FRB0","25 years or over","Females","Percentage","7.4"
"2019","FRC","From 15 to 24 years","Total","Percentage","18.5"
"2019","FRC","From 15 to 24 years","Males","Percentage","19.3"
"2019","FRC","From 15 to 24 years","Females","Percentage","17.4"
"2019","FRC","25 years or over","Total","Percentage","6.7"
"2019","FRC","25 years or over","Males","Percentage","6.2"
"2019","FRC","25 years or over","Females","Percentage","7.2"
"2019","FRC1","From 15 to 24 years","Total","Percentage","18.7"
"2019","FRC1","From 15 to 24 years","Males","Percentage","23.0"
"2019","FRC1","From 15 to 24 years","Females","Percentage",":"
"2019","FRC1","25 years or over","Total","Percentage","6.3"
"2019","FRC1","25 years or over","Males","Percentage","5.9"
"2019","FRC1","25 years or over","Females","Percentage","6.7"
"2019","FRC2","From 15 to 24 years","Total","Percentage","18.1"
"2019","FRC2","From 15 to 24 years","Males","Percentage",":"
"2019","FRC2","From 15 to 24 years","Females","Percentage",":"
"2019","FRC2","25 years or over","Total","Percentage","7.2"
"2019","FRC2","25 years or over","Males","Percentage","6.5"
"2019","FRC2","25 years or over","Females","Percentage","8.0"
"2019","FRD","From 15 to 24 years","Total","Percentage","19.6"
"2019","FRD","From 15 to 24 years","Males","Percentage","19.8"
"2019","FRD","From 15 to 24 years","Females","Percentage","19.2"
"2019","FRD","25 years or over","Total","Percentage","7.9"
"2019","FRD","25 years or over","Males","Percentage","7.2"
"2019","FRD","25 years or over","Females","Percentage","8.6"
"2019","FRD1","From 15 to 24 years","Total","Percentage","15.1"
"2019","FRD1","From 15 to 24 years","Males","Percentage","15.4"
"2019","FRD1","From 15 to 24 years","Females","Percentage",":"
"2019","FRD1","25 years or over","Total","Percentage","7.5"
"2019","FRD1","25 years or over","Males","Percentage","8.3"
"2019","FRD1","25 years or over","Females","Percentage","6.6"
"2019","FRD2","From 15 to 24 years","Total","Percentage","23.2"
"2019","FRD2","From 15 to 24 years","Males","Percentage","23.4"
"2019","FRD2","From 15 to 24 years","Females","Percentage","22.9"
"2019","FRD2","25 years or over","Total","Percentage","8.3"
"2019","FRD2","25 years or over","Males","Percentage","6.4"
"2019","FRD2","25 years or over","Females","Percentage","10.2"
"2019","FRE","From 15 to 24 years","Total","Percentage","24.1"
"2019","FRE","From 15 to 24 years","Males","Percentage","25.0"
"2019","FRE","From 15 to 24 years","Females","Percentage","22.9"
"2019","FRE","25 years or over","Total","Percentage","8.7"
"2019","FRE","25 years or over","Males","Percentage","8.9"
"2019","FRE","25 years or over","Females","Percentage","8.5"
"2019","FRE1","From 15 to 24 years","Total","Percentage","27.0"
"2019","FRE1","From 15 to 24 years","Males","Percentage","28.4"
"2019","FRE1","From 15 to 24 years","Females","Percentage","25.2"
"2019","FRE1","25 years or over","Total","Percentage","9.1"
"2019","FRE1","25 years or over","Males","Percentage","9.6"
"2019","FRE1","25 years or over","Females","Percentage","8.5"
"2019","FRE2","From 15 to 24 years","Total","Percentage","18.2"
"2019","FRE2","From 15 to 24 years","Males","Percentage","18.2"
"2019","FRE2","From 15 to 24 years","Females","Percentage","18.3"
"2019","FRE2","25 years or over","Total","Percentage","7.9"
"2019","FRE2","25 years or over","Males","Percentage","7.5"
"2019","FRE2","25 years or over","Females","Percentage","8.3"
"2019","FRF","From 15 to 24 years","Total","Percentage","17.6"
"2019","FRF","From 15 to 24 years","Males","Percentage","18.8"
"2019","FRF","From 15 to 24 years","Females","Percentage","16.4"
"2019","FRF","25 years or over","Total","Percentage","6.8"
"2019","FRF","25 years or over","Males","Percentage","6.7"
"2019","FRF","25 years or over","Females","Percentage","6.9"
"2019","FRF1","From 15 to 24 years","Total","Percentage","14.8"
"2019","FRF1","From 15 to 24 years","Males","Percentage","16.3"
"2019","FRF1","From 15 to 24 years","Females","Percentage","13.2"
"2019","FRF1","25 years or over","Total","Percentage","6.1"
"2019","FRF1","25 years or over","Males","Percentage","6.7"
"2019","FRF1","25 years or over","Females","Percentage","5.6"
"2019","FRF2","From 15 to 24 years","Total","Percentage","21.8"
"2019","FRF2","From 15 to 24 years","Males","Percentage","21.7"
"2019","FRF2","From 15 to 24 years","Females","Percentage","21.8"
"2019","FRF2","25 years or over","Total","Percentage","7.5"
"2019","FRF2","25 years or over","Males","Percentage","7.4"
"2019","FRF2","25 years or over","Females","Percentage","7.5"
"2019","FRF3","From 15 to 24 years","Total","Percentage","18.3"
"2019","FRF3","From 15 to 24 years","Males","Percentage","19.9"
"2019","FRF3","From 15 to 24 years","Females","Percentage","16.5"
"2019","FRF3","25 years or over","Total","Percentage","7.0"
"2019","FRF3","25 years or over","Males","Percentage","6.4"
"2019","FRF3","25 years or over","Females","Percentage","7.7"
"2019","FRG","From 15 to 24 years","Total","Percentage","15.9"
"2019","FRG","From 15 to 24 years","Males","Percentage","13.8"
"2019","FRG","From 15 to 24 years","Females","Percentage","18.7"
"2019","FRG","25 years or over","Total","Percentage","6.5"
"2019","FRG","25 years or over","Males","Percentage","6.3"
"2019","FRG","25 years or over","Females","Percentage","6.9"
"2019","FRG0","From 15 to 24 years","Total","Percentage","15.9"
"2019","FRG0","From 15 to 24 years","Males","Percentage","13.8"
"2019","FRG0","From 15 to 24 years","Females","Percentage","18.7"
"2019","FRG0","25 years or over","Total","Percentage","6.5"
"2019","FRG0","25 years or over","Males","Percentage","6.3"
"2019","FRG0","25 years or over","Females","Percentage","6.9"
"2019","FRH","From 15 to 24 years","Total","Percentage","15.8"
"2019","FRH","From 15 to 24 years","Males","Percentage","18.1"
"2019","FRH","From 15 to 24 years","Females","Percentage","12.9"
"2019","FRH","25 years or over","Total","Percentage","5.7"
"2019","FRH","25 years or over","Males","Percentage","5.8"
"2019","FRH","25 years or over","Females","Percentage","5.7"
"2019","FRH0","From 15 to 24 years","Total","Percentage","15.8"
"2019","FRH0","From 15 to 24 years","Males","Percentage","18.1"
"2019","FRH0","From 15 to 24 years","Females","Percentage","12.9"
"2019","FRH0","25 years or over","Total","Percentage","5.7"
"2019","FRH0","25 years or over","Males","Percentage","5.8"
"2019","FRH0","25 years or over","Females","Percentage","5.7"
"2019","FRI","From 15 to 24 years","Total","Percentage","19.8"
"2019","FRI","From 15 to 24 years","Males","Percentage","19.7"
"2019","FRI","From 15 to 24 years","Females","Percentage","19.8"
"2019","FRI","25 years or over","Total","Percentage","7.4"
"2019","FRI","25 years or over","Males","Percentage","7.1"
"2019","FRI","25 years or over","Females","Percentage","7.7"
"2019","FRI1","From 15 to 24 years","Total","Percentage","19.3"
"2019","FRI1","From 15 to 24 years","Males","Percentage","22.5"
"2019","FRI1","From 15 to 24 years","Females","Percentage","16.2"
"2019","FRI1","25 years or over","Total","Percentage","8.0"
"2019","FRI1","25 years or over","Males","Percentage","7.7"
"2019","FRI1","25 years or over","Females","Percentage","8.2"
"2019","FRI2","From 15 to 24 years","Total","Percentage",":"
"2019","FRI2","From 15 to 24 years","Males","Percentage",":"
"2019","FRI2","From 15 to 24 years","Females","Percentage",":"
"2019","FRI2","25 years or over","Total","Percentage","6.1"
"2019","FRI2","25 years or over","Males","Percentage","5.3"
"2019","FRI2","25 years or over","Females","Percentage","6.8"
"2019","FRI3","From 15 to 24 years","Total","Percentage","21.8"
"2019","FRI3","From 15 to 24 years","Males","Percentage","15.7"
"2019","FRI3","From 15 to 24 years","Females","Percentage","28.8"
"2019","FRI3","25 years or over","Total","Percentage","6.7"
"2019","FRI3","25 years or over","Males","Percentage","6.6"
"2019","FRI3","25 years or over","Females","Percentage","6.9"
"2019","FRJ","From 15 to 24 years","Total","Percentage","19.1"
"2019","FRJ","From 15 to 24 years","Males","Percentage","22.2"
"2019","FRJ","From 15 to 24 years","Females","Percentage","15.9"
"2019","FRJ","25 years or over","Total","Percentage","7.4"
"2019","FRJ","25 years or over","Males","Percentage","6.8"
"2019","FRJ","25 years or over","Females","Percentage","8.1"
"2019","FRJ1","From 15 to 24 years","Total","Percentage","25.4"
"2019","FRJ1","From 15 to 24 years","Males","Percentage","28.4"
"2019","FRJ1","From 15 to 24 years","Females","Percentage","21.8"
"2019","FRJ1","25 years or over","Total","Percentage","9.1"
"2019","FRJ1","25 years or over","Males","Percentage","8.6"
"2019","FRJ1","25 years or over","Females","Percentage","9.5"
"2019","FRJ2","From 15 to 24 years","Total","Percentage","14.4"
"2019","FRJ2","From 15 to 24 years","Males","Percentage","17.0"
"2019","FRJ2","From 15 to 24 years","Females","Percentage","12.2"
"2019","FRJ2","25 years or over","Total","Percentage","6.0"
"2019","FRJ2","25 years or over","Males","Percentage","5.2"
"2019","FRJ2","25 years or over","Females","Percentage","6.9"
"2019","FRK","From 15 to 24 years","Total","Percentage","17.5"
"2019","FRK","From 15 to 24 years","Males","Percentage","17.4"
"2019","FRK","From 15 to 24 years","Females","Percentage","17.7"
"2019","FRK","25 years or over","Total","Percentage","5.5"
"2019","FRK","25 years or over","Males","Percentage","5.1"
"2019","FRK","25 years or over","Females","Percentage","5.9"
"2019","FRK1","From 15 to 24 years","Total","Percentage","14.1"
"2019","FRK1","From 15 to 24 years","Males","Percentage",":"
"2019","FRK1","From 15 to 24 years","Females","Percentage",":"
"2019","FRK1","25 years or over","Total","Percentage","4.7"
"2019","FRK1","25 years or over","Males","Percentage","4.7"
"2019","FRK1","25 years or over","Females","Percentage","4.7"
"2019","FRK2","From 15 to 24 years","Total","Percentage","18.1"
"2019","FRK2","From 15 to 24 years","Males","Percentage","18.7"
"2019","FRK2","From 15 to 24 years","Females","Percentage","17.4"
"2019","FRK2","25 years or over","Total","Percentage","5.7"
"2019","FRK2","25 years or over","Males","Percentage","5.2"
"2019","FRK2","25 years or over","Females","Percentage","6.2"
"2019","FRL","From 15 to 24 years","Total","Percentage","20.2"
"2019","FRL","From 15 to 24 years","Males","Percentage","23.7"
"2019","FRL","From 15 to 24 years","Females","Percentage","15.9"
"2019","FRL","25 years or over","Total","Percentage","7.7"
"2019","FRL","25 years or over","Males","Percentage","8.3"
"2019","FRL","25 years or over","Females","Percentage","7.1"
"2019","FRL0","From 15 to 24 years","Total","Percentage","20.2"
"2019","FRL0","From 15 to 24 years","Males","Percentage","23.7"
"2019","FRL0","From 15 to 24 years","Females","Percentage","15.9"
"2019","FRL0","25 years or over","Total","Percentage","7.7"
"2019","FRL0","25 years or over","Males","Percentage","8.3"
"2019","FRL0","25 years or over","Females","Percentage","7.1"
"2019","FRM","From 15 to 24 years","Total","Percentage",":"
"2019","FRM","From 15 to 24 years","Males","Percentage",":"
"2019","FRM","From 15 to 24 years","Females","Percentage",":"
"2019","FRM","25 years or over","Total","Percentage","5.7"
"2019","FRM","25 years or over","Males","Percentage",":"
"2019","FRM","25 years or over","Females","Percentage",":"
"2019","FRM0","From 15 to 24 years","Total","Percentage",":"
"2019","FRM0","From 15 to 24 years","Males","Percentage",":"
"2019","FRM0","From 15 to 24 years","Females","Percentage",":"
"2019","FRM0","25 years or over","Total","Percentage","5.7"
"2019","FRM0","25 years or over","Males","Percentage",":"
"2019","FRM0","25 years or over","Females","Percentage",":"
"2019","FRY","From 15 to 24 years","Total","Percentage","47.3"
"2019","FRY","From 15 to 24 years","Males","Percentage","48.0"
"2019","FRY","From 15 to 24 years","Females","Percentage","46.5"
"2019","FRY","25 years or over","Total","Percentage","17.9"
"2019","FRY","25 years or over","Males","Percentage","17.1"
"2019","FRY","25 years or over","Females","Percentage","18.8"
"2019","FRY1","From 15 to 24 years","Total","Percentage","52.7"
"2019","FRY1","From 15 to 24 years","Males","Percentage","58.5"
"2019","FRY1","From 15 to 24 years","Females","Percentage",":"
"2019","FRY1","25 years or over","Total","Percentage","18.2"
"2019","FRY1","25 years or over","Males","Percentage","15.0"
"2019","FRY1","25 years or over","Females","Percentage","21.0"
"2019","FRY2","From 15 to 24 years","Total","Percentage","48.0"
"2019","FRY2","From 15 to 24 years","Males","Percentage","53.5"
"2019","FRY2","From 15 to 24 years","Females","Percentage",":"
"2019","FRY2","25 years or over","Total","Percentage","12.5"
"2019","FRY2","25 years or over","Males","Percentage","13.9"
"2019","FRY2","25 years or over","Females","Percentage","11.3"
"2019","FRY3","From 15 to 24 years","Total","Percentage","39.6"
"2019","FRY3","From 15 to 24 years","Males","Percentage",":"
"2019","FRY3","From 15 to 24 years","Females","Percentage",":"
"2019","FRY3","25 years or over","Total","Percentage","17.6"
"2019","FRY3","25 years or over","Males","Percentage","17.5"
"2019","FRY3","25 years or over","Females","Percentage","17.7"
"2019","FRY4","From 15 to 24 years","Total","Percentage","45.9"
"2019","FRY4","From 15 to 24 years","Males","Percentage","44.5"
"2019","FRY4","From 15 to 24 years","Females","Percentage","47.9"
"2019","FRY4","25 years or over","Total","Percentage","18.5"
"2019","FRY4","25 years or over","Males","Percentage","18.0"
"2019","FRY4","25 years or over","Females","Percentage","19.1"
"2019","FRY5","From 15 to 24 years","Total","Percentage","54.1"
"2019","FRY5","From 15 to 24 years","Males","Percentage",":"
"2019","FRY5","From 15 to 24 years","Females","Percentage",":"
"2019","FRY5","25 years or over","Total","Percentage","27.0"
"2019","FRY5","25 years or over","Males","Percentage","22.7"
"2019","FRY5","25 years or over","Females","Percentage","32.3"
"2019","HR","From 15 to 24 years","Total","Percentage","16.6"
"2019","HR","From 15 to 24 years","Males","Percentage","14.5"
"2019","HR","From 15 to 24 years","Females","Percentage","19.8"
"2019","HR","25 years or over","Total","Percentage","5.7"
"2019","HR","25 years or over","Males","Percentage","5.3"
"2019","HR","25 years or over","Females","Percentage","6.2"
"2019","HR0","From 15 to 24 years","Total","Percentage","16.6"
"2019","HR0","From 15 to 24 years","Males","Percentage","14.5"
"2019","HR0","From 15 to 24 years","Females","Percentage","19.8"
"2019","HR0","25 years or over","Total","Percentage","5.7"
"2019","HR0","25 years or over","Males","Percentage","5.3"
"2019","HR0","25 years or over","Females","Percentage","6.2"
"2019","HR03","From 15 to 24 years","Total","Percentage","14.7"
"2019","HR03","From 15 to 24 years","Males","Percentage","12.5"
"2019","HR03","From 15 to 24 years","Females","Percentage","18.0"
"2019","HR03","25 years or over","Total","Percentage","5.7"
"2019","HR03","25 years or over","Males","Percentage","4.7"
"2019","HR03","25 years or over","Females","Percentage","6.8"
"2019","HR04","From 15 to 24 years","Total","Percentage","17.4"
"2019","HR04","From 15 to 24 years","Males","Percentage","15.4"
"2019","HR04","From 15 to 24 years","Females","Percentage","20.5"
"2019","HR04","25 years or over","Total","Percentage","5.7"
"2019","HR04","25 years or over","Males","Percentage","5.6"
"2019","HR04","25 years or over","Females","Percentage","5.9"
"2019","IT","From 15 to 24 years","Total","Percentage","29.2"
"2019","IT","From 15 to 24 years","Males","Percentage","27.8"
"2019","IT","From 15 to 24 years","Females","Percentage","31.2"
"2019","IT","25 years or over","Total","Percentage","8.7"
"2019","IT","25 years or over","Males","Percentage","7.9"
"2019","IT","25 years or over","Females","Percentage","9.9"
"2019","ITC","From 15 to 24 years","Total","Percentage","20.9"
"2019","ITC","From 15 to 24 years","Males","Percentage","18.3"
"2019","ITC","From 15 to 24 years","Females","Percentage","24.6"
"2019","ITC","25 years or over","Total","Percentage","5.7"
"2019","ITC","25 years or over","Males","Percentage","4.6"
"2019","ITC","25 years or over","Females","Percentage","7.0"
"2019","ITC1","From 15 to 24 years","Total","Percentage","26.8"
"2019","ITC1","From 15 to 24 years","Males","Percentage","21.5"
"2019","ITC1","From 15 to 24 years","Females","Percentage","33.5"
"2019","ITC1","25 years or over","Total","Percentage","6.5"
"2019","ITC1","25 years or over","Males","Percentage","5.4"
