"TIME","GEO","CITIZEN","ISCED11","AGE","UNIT","SEX","Value"
"2019","EE00","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 20 to 64 years","Percentage","Total","78.8"
"2019","EE00","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 20 to 64 years","Percentage","Males","83.5"
"2019","EE00","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 20 to 64 years","Percentage","Females","72.7"
"2019","EE00","Total","Tertiary education (levels 5-8)","From 20 to 64 years","Percentage","Total","86.4"
"2019","EE00","Total","Tertiary education (levels 5-8)","From 20 to 64 years","Percentage","Males","92.0"
"2019","EE00","Total","Tertiary education (levels 5-8)","From 20 to 64 years","Percentage","Females","83.0"
"2019","IE","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 20 to 64 years","Percentage","Total","52.4"
"2019","IE","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 20 to 64 years","Percentage","Males","63.7"
"2019","IE","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 20 to 64 years","Percentage","Females","37.3"
"2019","IE","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 20 to 64 years","Percentage","Total","72.5"
"2019","IE","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 20 to 64 years","Percentage","Males","80.6"
"2019","IE","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 20 to 64 years","Percentage","Females","64.0"
"2019","IE","Total","Tertiary education (levels 5-8)","From 20 to 64 years","Percentage","Total","85.3"
"2019","IE","Total","Tertiary education (levels 5-8)","From 20 to 64 years","Percentage","Males","89.8"
"2019","IE","Total","Tertiary education (levels 5-8)","From 20 to 64 years","Percentage","Females","81.5"
"2019","IE0","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 20 to 64 years","Percentage","Total","52.4"
"2019","IE0","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 20 to 64 years","Percentage","Males","63.7"
"2019","IE0","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 20 to 64 years","Percentage","Females","37.3"
"2019","IE0","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 20 to 64 years","Percentage","Total","72.5"
"2019","IE0","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 20 to 64 years","Percentage","Males","80.6"
"2019","IE0","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 20 to 64 years","Percentage","Females","64.0"
"2019","IE0","Total","Tertiary education (levels 5-8)","From 20 to 64 years","Percentage","Total","85.3"
"2019","IE0","Total","Tertiary education (levels 5-8)","From 20 to 64 years","Percentage","Males","89.8"
"2019","IE0","Total","Tertiary education (levels 5-8)","From 20 to 64 years","Percentage","Females","81.5"
"2019","IE04","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 20 to 64 years","Percentage","Total","55.0"
"2019","IE04","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 20 to 64 years","Percentage","Males","66.4"
"2019","IE04","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 20 to 64 years","Percentage","Females","35.5"
"2019","IE04","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 20 to 64 years","Percentage","Total","73.1"
"2019","IE04","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 20 to 64 years","Percentage","Males","80.8"
"2019","IE04","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 20 to 64 years","Percentage","Females","65.1"
"2019","IE04","Total","Tertiary education (levels 5-8)","From 20 to 64 years","Percentage","Total","83.2"
"2019","IE04","Total","Tertiary education (levels 5-8)","From 20 to 64 years","Percentage","Males","88.5"
"2019","IE04","Total","Tertiary education (levels 5-8)","From 20 to 64 years","Percentage","Females","79.4"
"2019","IE05","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 20 to 64 years","Percentage","Total","49.1"
"2019","IE05","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 20 to 64 years","Percentage","Males","60.3"
"2019","IE05","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 20 to 64 years","Percentage","Females","33.6"
"2019","IE05","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 20 to 64 years","Percentage","Total","71.8"
"2019","IE05","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 20 to 64 years","Percentage","Males","80.5"
"2019","IE05","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 20 to 64 years","Percentage","Females","62.4"
"2019","IE05","Total","Tertiary education (levels 5-8)","From 20 to 64 years","Percentage","Total","83.9"
"2019","IE05","Total","Tertiary education (levels 5-8)","From 20 to 64 years","Percentage","Males","88.0"
"2019","IE05","Total","Tertiary education (levels 5-8)","From 20 to 64 years","Percentage","Females","80.7"
"2019","IE06","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 20 to 64 years","Percentage","Total","53.7"
"2019","IE06","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 20 to 64 years","Percentage","Males","65.1"
"2019","IE06","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 20 to 64 years","Percentage","Females","40.4"
"2019","IE06","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 20 to 64 years","Percentage","Total","72.7"
"2019","IE06","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 20 to 64 years","Percentage","Males","80.6"
"2019","IE06","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 20 to 64 years","Percentage","Females","64.7"
"2019","IE06","Total","Tertiary education (levels 5-8)","From 20 to 64 years","Percentage","Total","86.5"
"2019","IE06","Total","Tertiary education (levels 5-8)","From 20 to 64 years","Percentage","Males","91.0"
"2019","IE06","Total","Tertiary education (levels 5-8)","From 20 to 64 years","Percentage","Females","82.6"
"2019","IE01","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 20 to 64 years","Percentage","Total",":"
"2019","IE01","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 20 to 64 years","Percentage","Males",":"
"2019","IE01","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 20 to 64 years","Percentage","Females",":"
"2019","IE01","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 20 to 64 years","Percentage","Total",":"
"2019","IE01","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 20 to 64 years","Percentage","Males",":"
"2019","IE01","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 20 to 64 years","Percentage","Females",":"
"2019","IE01","Total","Tertiary education (levels 5-8)","From 20 to 64 years","Percentage","Total",":"
"2019","IE01","Total","Tertiary education (levels 5-8)","From 20 to 64 years","Percentage","Males",":"
"2019","IE01","Total","Tertiary education (levels 5-8)","From 20 to 64 years","Percentage","Females",":"
"2019","IE02","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 20 to 64 years","Percentage","Total",":"
"2019","IE02","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 20 to 64 years","Percentage","Males",":"
"2019","IE02","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 20 to 64 years","Percentage","Females",":"
"2019","IE02","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 20 to 64 years","Percentage","Total",":"
"2019","IE02","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 20 to 64 years","Percentage","Males",":"
"2019","IE02","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 20 to 64 years","Percentage","Females",":"
"2019","IE02","Total","Tertiary education (levels 5-8)","From 20 to 64 years","Percentage","Total",":"
"2019","IE02","Total","Tertiary education (levels 5-8)","From 20 to 64 years","Percentage","Males",":"
"2019","IE02","Total","Tertiary education (levels 5-8)","From 20 to 64 years","Percentage","Females",":"
"2019","EL","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 20 to 64 years","Percentage","Total","50.2"
"2019","EL","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 20 to 64 years","Percentage","Males","64.5"
"2019","EL","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 20 to 64 years","Percentage","Females","36.3"
"2019","EL","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 20 to 64 years","Percentage","Total","57.4"
"2019","EL","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 20 to 64 years","Percentage","Males","68.3"
"2019","EL","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 20 to 64 years","Percentage","Females","45.8"
"2019","EL","Total","Tertiary education (levels 5-8)","From 20 to 64 years","Percentage","Total","75.2"
"2019","EL","Total","Tertiary education (levels 5-8)","From 20 to 64 years","Percentage","Males","82.0"
"2019","EL","Total","Tertiary education (levels 5-8)","From 20 to 64 years","Percentage","Females","69.3"
"2019","EL3","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 20 to 64 years","Percentage","Total","41.6"
"2019","EL3","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 20 to 64 years","Percentage","Males","57.1"
"2019","EL3","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 20 to 64 years","Percentage","Females","27.4"
"2019","EL3","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 20 to 64 years","Percentage","Total","56.2"
"2019","EL3","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 20 to 64 years","Percentage","Males","66.4"
"2019","EL3","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 20 to 64 years","Percentage","Females","46.1"
"2019","EL3","Total","Tertiary education (levels 5-8)","From 20 to 64 years","Percentage","Total","76.8"
"2019","EL3","Total","Tertiary education (levels 5-8)","From 20 to 64 years","Percentage","Males","82.7"
"2019","EL3","Total","Tertiary education (levels 5-8)","From 20 to 64 years","Percentage","Females","71.5"
"2019","EL30","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 20 to 64 years","Percentage","Total","41.6"
"2019","EL30","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 20 to 64 years","Percentage","Males","57.1"
"2019","EL30","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 20 to 64 years","Percentage","Females","27.4"
"2019","EL30","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 20 to 64 years","Percentage","Total","56.2"
"2019","EL30","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 20 to 64 years","Percentage","Males","66.4"
"2019","EL30","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 20 to 64 years","Percentage","Females","46.1"
"2019","EL30","Total","Tertiary education (levels 5-8)","From 20 to 64 years","Percentage","Total","76.8"
"2019","EL30","Total","Tertiary education (levels 5-8)","From 20 to 64 years","Percentage","Males","82.7"
"2019","EL30","Total","Tertiary education (levels 5-8)","From 20 to 64 years","Percentage","Females","71.5"
"2019","EL4","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 20 to 64 years","Percentage","Total","61.6"
"2019","EL4","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 20 to 64 years","Percentage","Males","74.9"
"2019","EL4","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 20 to 64 years","Percentage","Females","47.7"
"2019","EL4","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 20 to 64 years","Percentage","Total","63.8"
"2019","EL4","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 20 to 64 years","Percentage","Males","74.2"
"2019","EL4","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 20 to 64 years","Percentage","Females","53.0"
"2019","EL4","Total","Tertiary education (levels 5-8)","From 20 to 64 years","Percentage","Total","76.9"
"2019","EL4","Total","Tertiary education (levels 5-8)","From 20 to 64 years","Percentage","Males","81.0"
"2019","EL4","Total","Tertiary education (levels 5-8)","From 20 to 64 years","Percentage","Females","73.1"
"2019","EL41","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 20 to 64 years","Percentage","Total","54.6"
"2019","EL41","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 20 to 64 years","Percentage","Males","68.6"
"2019","EL41","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 20 to 64 years","Percentage","Females","41.0"
"2019","EL41","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 20 to 64 years","Percentage","Total","63.6"
"2019","EL41","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 20 to 64 years","Percentage","Males","74.6"
"2019","EL41","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 20 to 64 years","Percentage","Females","50.4"
"2019","EL41","Total","Tertiary education (levels 5-8)","From 20 to 64 years","Percentage","Total","76.6"
"2019","EL41","Total","Tertiary education (levels 5-8)","From 20 to 64 years","Percentage","Males","82.5"
"2019","EL41","Total","Tertiary education (levels 5-8)","From 20 to 64 years","Percentage","Females","71.0"
"2019","EL42","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 20 to 64 years","Percentage","Total","57.4"
"2019","EL42","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 20 to 64 years","Percentage","Males","71.7"
"2019","EL42","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 20 to 64 years","Percentage","Females","44.9"
"2019","EL42","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 20 to 64 years","Percentage","Total","66.5"
"2019","EL42","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 20 to 64 years","Percentage","Males","78.1"
"2019","EL42","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 20 to 64 years","Percentage","Females","54.8"
"2019","EL42","Total","Tertiary education (levels 5-8)","From 20 to 64 years","Percentage","Total","75.3"
"2019","EL42","Total","Tertiary education (levels 5-8)","From 20 to 64 years","Percentage","Males","79.8"
"2019","EL42","Total","Tertiary education (levels 5-8)","From 20 to 64 years","Percentage","Females","70.3"
"2019","EL43","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 20 to 64 years","Percentage","Total","65.7"
"2019","EL43","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 20 to 64 years","Percentage","Males","78.0"
"2019","EL43","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 20 to 64 years","Percentage","Females","51.4"
"2019","EL43","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 20 to 64 years","Percentage","Total","62.3"
"2019","EL43","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 20 to 64 years","Percentage","Males","71.9"
"2019","EL43","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 20 to 64 years","Percentage","Females","52.8"
"2019","EL43","Total","Tertiary education (levels 5-8)","From 20 to 64 years","Percentage","Total","77.7"
"2019","EL43","Total","Tertiary education (levels 5-8)","From 20 to 64 years","Percentage","Males","81.1"
"2019","EL43","Total","Tertiary education (levels 5-8)","From 20 to 64 years","Percentage","Females","74.9"
"2019","EL5","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 20 to 64 years","Percentage","Total","49.1"
"2019","EL5","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 20 to 64 years","Percentage","Males","61.6"
"2019","EL5","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 20 to 64 years","Percentage","Females","37.5"
"2019","EL5","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 20 to 64 years","Percentage","Total","56.3"
"2019","EL5","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 20 to 64 years","Percentage","Males","66.8"
"2019","EL5","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 20 to 64 years","Percentage","Females","44.4"
"2019","EL5","Total","Tertiary education (levels 5-8)","From 20 to 64 years","Percentage","Total","72.6"
"2019","EL5","Total","Tertiary education (levels 5-8)","From 20 to 64 years","Percentage","Males","81.6"
"2019","EL5","Total","Tertiary education (levels 5-8)","From 20 to 64 years","Percentage","Females","65.3"
"2019","EL51","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 20 to 64 years","Percentage","Total","54.1"
"2019","EL51","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 20 to 64 years","Percentage","Males","64.7"
"2019","EL51","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 20 to 64 years","Percentage","Females","43.8"
"2019","EL51","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 20 to 64 years","Percentage","Total","61.4"
"2019","EL51","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 20 to 64 years","Percentage","Males","73.8"
"2019","EL51","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 20 to 64 years","Percentage","Females","47.3"
"2019","EL51","Total","Tertiary education (levels 5-8)","From 20 to 64 years","Percentage","Total","74.9"
"2019","EL51","Total","Tertiary education (levels 5-8)","From 20 to 64 years","Percentage","Males","81.9"
"2019","EL51","Total","Tertiary education (levels 5-8)","From 20 to 64 years","Percentage","Females","68.6"
"2019","EL52","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 20 to 64 years","Percentage","Total","46.7"
"2019","EL52","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 20 to 64 years","Percentage","Males","60.6"
"2019","EL52","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 20 to 64 years","Percentage","Females","34.2"
"2019","EL52","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 20 to 64 years","Percentage","Total","55.0"
"2019","EL52","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 20 to 64 years","Percentage","Males","65.0"
"2019","EL52","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 20 to 64 years","Percentage","Females","43.8"
"2019","EL52","Total","Tertiary education (levels 5-8)","From 20 to 64 years","Percentage","Total","72.4"
"2019","EL52","Total","Tertiary education (levels 5-8)","From 20 to 64 years","Percentage","Males","81.7"
"2019","EL52","Total","Tertiary education (levels 5-8)","From 20 to 64 years","Percentage","Females","65.0"
"2019","EL53","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 20 to 64 years","Percentage","Total","47.7"
"2019","EL53","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 20 to 64 years","Percentage","Males","59.7"
"2019","EL53","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 20 to 64 years","Percentage","Females","37.3"
"2019","EL53","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 20 to 64 years","Percentage","Total","55.0"
"2019","EL53","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 20 to 64 years","Percentage","Males","65.3"
"2019","EL53","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 20 to 64 years","Percentage","Females","42.1"
"2019","EL53","Total","Tertiary education (levels 5-8)","From 20 to 64 years","Percentage","Total","65.8"
"2019","EL53","Total","Tertiary education (levels 5-8)","From 20 to 64 years","Percentage","Males","82.6"
"2019","EL53","Total","Tertiary education (levels 5-8)","From 20 to 64 years","Percentage","Females","52.5"
"2019","EL54","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 20 to 64 years","Percentage","Total","50.3"
"2019","EL54","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 20 to 64 years","Percentage","Males","60.9"
"2019","EL54","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 20 to 64 years","Percentage","Females","39.4"
"2019","EL54","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 20 to 64 years","Percentage","Total","57.2"
"2019","EL54","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 20 to 64 years","Percentage","Males","67.6"
"2019","EL54","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 20 to 64 years","Percentage","Females","45.2"
"2019","EL54","Total","Tertiary education (levels 5-8)","From 20 to 64 years","Percentage","Total","75.1"
"2019","EL54","Total","Tertiary education (levels 5-8)","From 20 to 64 years","Percentage","Males","79.2"
"2019","EL54","Total","Tertiary education (levels 5-8)","From 20 to 64 years","Percentage","Females","71.6"
"2019","EL6","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 20 to 64 years","Percentage","Total","53.0"
"2019","EL6","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 20 to 64 years","Percentage","Males","68.1"
"2019","EL6","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 20 to 64 years","Percentage","Females","37.7"
"2019","EL6","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 20 to 64 years","Percentage","Total","57.5"
"2019","EL6","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 20 to 64 years","Percentage","Males","70.0"
"2019","EL6","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 20 to 64 years","Percentage","Females","43.1"
"2019","EL6","Total","Tertiary education (levels 5-8)","From 20 to 64 years","Percentage","Total","74.2"
"2019","EL6","Total","Tertiary education (levels 5-8)","From 20 to 64 years","Percentage","Males","81.4"
"2019","EL6","Total","Tertiary education (levels 5-8)","From 20 to 64 years","Percentage","Females","68.2"
"2019","EL61","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 20 to 64 years","Percentage","Total","49.6"
"2019","EL61","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 20 to 64 years","Percentage","Males","60.8"
"2019","EL61","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 20 to 64 years","Percentage","Females","38.9"
"2019","EL61","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 20 to 64 years","Percentage","Total","56.1"
"2019","EL61","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 20 to 64 years","Percentage","Males","70.1"
"2019","EL61","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 20 to 64 years","Percentage","Females","38.8"
"2019","EL61","Total","Tertiary education (levels 5-8)","From 20 to 64 years","Percentage","Total","73.1"
"2019","EL61","Total","Tertiary education (levels 5-8)","From 20 to 64 years","Percentage","Males","80.2"
"2019","EL61","Total","Tertiary education (levels 5-8)","From 20 to 64 years","Percentage","Females","67.8"
"2019","EL62","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 20 to 64 years","Percentage","Total","55.5"
"2019","EL62","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 20 to 64 years","Percentage","Males","71.7"
"2019","EL62","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 20 to 64 years","Percentage","Females","39.0"
"2019","EL62","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 20 to 64 years","Percentage","Total","64.1"
"2019","EL62","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 20 to 64 years","Percentage","Males","74.3"
"2019","EL62","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 20 to 64 years","Percentage","Females","53.4"
"2019","EL62","Total","Tertiary education (levels 5-8)","From 20 to 64 years","Percentage","Total","77.6"
"2019","EL62","Total","Tertiary education (levels 5-8)","From 20 to 64 years","Percentage","Males","81.1"
"2019","EL62","Total","Tertiary education (levels 5-8)","From 20 to 64 years","Percentage","Females","74.4"
"2019","EL63","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 20 to 64 years","Percentage","Total","50.4"
"2019","EL63","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 20 to 64 years","Percentage","Males","65.6"
"2019","EL63","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 20 to 64 years","Percentage","Females","32.9"
"2019","EL63","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 20 to 64 years","Percentage","Total","47.8"
"2019","EL63","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 20 to 64 years","Percentage","Males","56.7"
"2019","EL63","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 20 to 64 years","Percentage","Females","37.7"
"2019","EL63","Total","Tertiary education (levels 5-8)","From 20 to 64 years","Percentage","Total","72.2"
"2019","EL63","Total","Tertiary education (levels 5-8)","From 20 to 64 years","Percentage","Males","82.5"
"2019","EL63","Total","Tertiary education (levels 5-8)","From 20 to 64 years","Percentage","Females","64.2"
"2019","EL64","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 20 to 64 years","Percentage","Total","51.3"
"2019","EL64","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 20 to 64 years","Percentage","Males","72.9"
"2019","EL64","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 20 to 64 years","Percentage","Females","30.6"
"2019","EL64","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 20 to 64 years","Percentage","Total","61.4"
"2019","EL64","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 20 to 64 years","Percentage","Males","75.5"
"2019","EL64","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 20 to 64 years","Percentage","Females","44.0"
"2019","EL64","Total","Tertiary education (levels 5-8)","From 20 to 64 years","Percentage","Total","73.8"
"2019","EL64","Total","Tertiary education (levels 5-8)","From 20 to 64 years","Percentage","Males","81.8"
"2019","EL64","Total","Tertiary education (levels 5-8)","From 20 to 64 years","Percentage","Females","66.4"
"2019","EL65","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 20 to 64 years","Percentage","Total","61.4"
"2019","EL65","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 20 to 64 years","Percentage","Males","73.9"
"2019","EL65","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 20 to 64 years","Percentage","Females","49.6"
"2019","EL65","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 20 to 64 years","Percentage","Total","65.4"
"2019","EL65","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 20 to 64 years","Percentage","Males","80.2"
"2019","EL65","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 20 to 64 years","Percentage","Females","50.1"
"2019","EL65","Total","Tertiary education (levels 5-8)","From 20 to 64 years","Percentage","Total","77.1"
"2019","EL65","Total","Tertiary education (levels 5-8)","From 20 to 64 years","Percentage","Males","81.8"
"2019","EL65","Total","Tertiary education (levels 5-8)","From 20 to 64 years","Percentage","Females","72.9"
"2019","ES","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 20 to 64 years","Percentage","Total","57.8"
"2019","ES","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 20 to 64 years","Percentage","Males","67.1"
"2019","ES","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 20 to 64 years","Percentage","Females","46.8"
"2019","ES","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 20 to 64 years","Percentage","Total","65.0"
"2019","ES","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 20 to 64 years","Percentage","Males","71.4"
"2019","ES","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 20 to 64 years","Percentage","Females","58.8"
"2019","ES","Total","Tertiary education (levels 5-8)","From 20 to 64 years","Percentage","Total","80.3"
"2019","ES","Total","Tertiary education (levels 5-8)","From 20 to 64 years","Percentage","Males","83.9"
"2019","ES","Total","Tertiary education (levels 5-8)","From 20 to 64 years","Percentage","Females","77.3"
"2019","ES1","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 20 to 64 years","Percentage","Total","55.8"
"2019","ES1","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 20 to 64 years","Percentage","Males","62.2"
"2019","ES1","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 20 to 64 years","Percentage","Females","48.2"
"2019","ES1","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 20 to 64 years","Percentage","Total","63.3"
"2019","ES1","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 20 to 64 years","Percentage","Males","68.4"
