"TIME","GEO","SEX","WORKTIME","WSTATUS","NACE_R2","UNIT","Value"
"2010","Switzerland","Males","Total","Employed persons","Total - all NACE activities","Hour","40.5"
"2010","Switzerland","Females","Total","Employed persons","Total - all NACE activities","Hour","28.9"
"2010","United Kingdom","Total","Total","Employed persons","Total - all NACE activities","Hour","36.4"
"2010","United Kingdom","Males","Total","Employed persons","Total - all NACE activities","Hour","41.0"
"2010","United Kingdom","Females","Total","Employed persons","Total - all NACE activities","Hour","31.2"
"2010","Montenegro","Total","Total","Employed persons","Total - all NACE activities","Hour",":"
"2010","Montenegro","Males","Total","Employed persons","Total - all NACE activities","Hour",":"
"2010","Montenegro","Females","Total","Employed persons","Total - all NACE activities","Hour",":"
"2010","North Macedonia","Total","Total","Employed persons","Total - all NACE activities","Hour","43.2"
"2010","North Macedonia","Males","Total","Employed persons","Total - all NACE activities","Hour","44.0"
"2010","North Macedonia","Females","Total","Employed persons","Total - all NACE activities","Hour","41.9"
"2010","Serbia","Total","Total","Employed persons","Total - all NACE activities","Hour","42.7"
"2010","Serbia","Males","Total","Employed persons","Total - all NACE activities","Hour","43.7"
"2010","Serbia","Females","Total","Employed persons","Total - all NACE activities","Hour","41.2"
"2010","Turkey","Total","Total","Employed persons","Total - all NACE activities","Hour","49.3"
"2010","Turkey","Males","Total","Employed persons","Total - all NACE activities","Hour","52.2"
"2010","Turkey","Females","Total","Employed persons","Total - all NACE activities","Hour","41.8"
"2011","European Union - 27 countries (from 2020)","Total","Total","Employed persons","Total - all NACE activities","Hour","37.6"
"2011","European Union - 27 countries (from 2020)","Males","Total","Employed persons","Total - all NACE activities","Hour","40.5"
"2011","European Union - 27 countries (from 2020)","Females","Total","Employed persons","Total - all NACE activities","Hour","34.1"
"2011","European Union - 28 countries (2013-2020)","Total","Total","Employed persons","Total - all NACE activities","Hour","37.4"
"2011","European Union - 28 countries (2013-2020)","Males","Total","Employed persons","Total - all NACE activities","Hour","40.6"
"2011","European Union - 28 countries (2013-2020)","Females","Total","Employed persons","Total - all NACE activities","Hour","33.7"
"2011","European Union - 15 countries (1995-2004)","Total","Total","Employed persons","Total - all NACE activities","Hour","36.7"
"2011","European Union - 15 countries (1995-2004)","Males","Total","Employed persons","Total - all NACE activities","Hour","40.3"
"2011","European Union - 15 countries (1995-2004)","Females","Total","Employed persons","Total - all NACE activities","Hour","32.4"
"2011","Euro area - 19 countries  (from 2015)","Total","Total","Employed persons","Total - all NACE activities","Hour","37.0"
"2011","Euro area - 19 countries  (from 2015)","Males","Total","Employed persons","Total - all NACE activities","Hour","40.4"
"2011","Euro area - 19 countries  (from 2015)","Females","Total","Employed persons","Total - all NACE activities","Hour","32.9"
"2011","Belgium","Total","Total","Employed persons","Total - all NACE activities","Hour","36.8"
"2011","Belgium","Males","Total","Employed persons","Total - all NACE activities","Hour","40.5"
"2011","Belgium","Females","Total","Employed persons","Total - all NACE activities","Hour","32.6"
"2011","Bulgaria","Total","Total","Employed persons","Total - all NACE activities","Hour","40.9"
"2011","Bulgaria","Males","Total","Employed persons","Total - all NACE activities","Hour","41.2"
"2011","Bulgaria","Females","Total","Employed persons","Total - all NACE activities","Hour","40.5"
"2011","Czechia","Total","Total","Employed persons","Total - all NACE activities","Hour","41.1"
"2011","Czechia","Males","Total","Employed persons","Total - all NACE activities","Hour","42.7"
"2011","Czechia","Females","Total","Employed persons","Total - all NACE activities","Hour","39.0"
"2011","Denmark","Total","Total","Employed persons","Total - all NACE activities","Hour","33.9"
"2011","Denmark","Males","Total","Employed persons","Total - all NACE activities","Hour","36.1"
"2011","Denmark","Females","Total","Employed persons","Total - all NACE activities","Hour","31.4"
"2011","Germany (until 1990 former territory of the FRG)","Total","Total","Employed persons","Total - all NACE activities","Hour","35.5"
"2011","Germany (until 1990 former territory of the FRG)","Males","Total","Employed persons","Total - all NACE activities","Hour","39.9"
"2011","Germany (until 1990 former territory of the FRG)","Females","Total","Employed persons","Total - all NACE activities","Hour","30.4"
"2011","Estonia","Total","Total","Employed persons","Total - all NACE activities","Hour","38.7"
"2011","Estonia","Males","Total","Employed persons","Total - all NACE activities","Hour","40.1"
"2011","Estonia","Females","Total","Employed persons","Total - all NACE activities","Hour","37.3"
"2011","Ireland","Total","Total","Employed persons","Total - all NACE activities","Hour","34.9"
"2011","Ireland","Males","Total","Employed persons","Total - all NACE activities","Hour","39.1"
"2011","Ireland","Females","Total","Employed persons","Total - all NACE activities","Hour","30.6"
"2011","Greece","Total","Total","Employed persons","Total - all NACE activities","Hour","42.1"
"2011","Greece","Males","Total","Employed persons","Total - all NACE activities","Hour","43.9"
"2011","Greece","Females","Total","Employed persons","Total - all NACE activities","Hour","39.4"
"2011","Spain","Total","Total","Employed persons","Total - all NACE activities","Hour","38.5"
"2011","Spain","Males","Total","Employed persons","Total - all NACE activities","Hour","41.1"
"2011","Spain","Females","Total","Employed persons","Total - all NACE activities","Hour","35.3"
"2011","France","Total","Total","Employed persons","Total - all NACE activities","Hour","38.0"
"2011","France","Males","Total","Employed persons","Total - all NACE activities","Hour","41.0"
"2011","France","Females","Total","Employed persons","Total - all NACE activities","Hour","34.7"
"2011","Croatia","Total","Total","Employed persons","Total - all NACE activities","Hour","39.9"
"2011","Croatia","Males","Total","Employed persons","Total - all NACE activities","Hour","40.7"
"2011","Croatia","Females","Total","Employed persons","Total - all NACE activities","Hour","38.8"
"2011","Italy","Total","Total","Employed persons","Total - all NACE activities","Hour","37.5"
"2011","Italy","Males","Total","Employed persons","Total - all NACE activities","Hour","40.5"
"2011","Italy","Females","Total","Employed persons","Total - all NACE activities","Hour","33.1"
"2011","Cyprus","Total","Total","Employed persons","Total - all NACE activities","Hour","39.8"
"2011","Cyprus","Males","Total","Employed persons","Total - all NACE activities","Hour","41.5"
"2011","Cyprus","Females","Total","Employed persons","Total - all NACE activities","Hour","38.0"
"2011","Latvia","Total","Total","Employed persons","Total - all NACE activities","Hour","38.8"
"2011","Latvia","Males","Total","Employed persons","Total - all NACE activities","Hour","39.7"
"2011","Latvia","Females","Total","Employed persons","Total - all NACE activities","Hour","38.1"
"2011","Lithuania","Total","Total","Employed persons","Total - all NACE activities","Hour","38.1"
"2011","Lithuania","Males","Total","Employed persons","Total - all NACE activities","Hour","38.8"
"2011","Lithuania","Females","Total","Employed persons","Total - all NACE activities","Hour","37.5"
"2011","Luxembourg","Total","Total","Employed persons","Total - all NACE activities","Hour","37.0"
"2011","Luxembourg","Males","Total","Employed persons","Total - all NACE activities","Hour","40.1"
"2011","Luxembourg","Females","Total","Employed persons","Total - all NACE activities","Hour","33.0"
"2011","Hungary","Total","Total","Employed persons","Total - all NACE activities","Hour","39.4"
"2011","Hungary","Males","Total","Employed persons","Total - all NACE activities","Hour","40.1"
"2011","Hungary","Females","Total","Employed persons","Total - all NACE activities","Hour","38.7"
"2011","Malta","Total","Total","Employed persons","Total - all NACE activities","Hour","38.7"
"2011","Malta","Males","Total","Employed persons","Total - all NACE activities","Hour","40.9"
"2011","Malta","Females","Total","Employed persons","Total - all NACE activities","Hour","34.6"
"2011","Netherlands","Total","Total","Employed persons","Total - all NACE activities","Hour","30.6"
"2011","Netherlands","Males","Total","Employed persons","Total - all NACE activities","Hour","35.7"
"2011","Netherlands","Females","Total","Employed persons","Total - all NACE activities","Hour","24.5"
"2011","Austria","Total","Total","Employed persons","Total - all NACE activities","Hour","37.7"
"2011","Austria","Males","Total","Employed persons","Total - all NACE activities","Hour","42.0"
"2011","Austria","Females","Total","Employed persons","Total - all NACE activities","Hour","32.7"
"2011","Poland","Total","Total","Employed persons","Total - all NACE activities","Hour","40.5"
"2011","Poland","Males","Total","Employed persons","Total - all NACE activities","Hour","42.4"
"2011","Poland","Females","Total","Employed persons","Total - all NACE activities","Hour","38.2"
"2011","Portugal","Total","Total","Employed persons","Total - all NACE activities","Hour","39.1"
"2011","Portugal","Males","Total","Employed persons","Total - all NACE activities","Hour","40.8"
"2011","Portugal","Females","Total","Employed persons","Total - all NACE activities","Hour","37.3"
"2011","Romania","Total","Total","Employed persons","Total - all NACE activities","Hour","40.2"
"2011","Romania","Males","Total","Employed persons","Total - all NACE activities","Hour","40.8"
"2011","Romania","Females","Total","Employed persons","Total - all NACE activities","Hour","39.6"
"2011","Slovenia","Total","Total","Employed persons","Total - all NACE activities","Hour","39.5"
"2011","Slovenia","Males","Total","Employed persons","Total - all NACE activities","Hour","40.5"
"2011","Slovenia","Females","Total","Employed persons","Total - all NACE activities","Hour","38.3"
"2011","Slovakia","Total","Total","Employed persons","Total - all NACE activities","Hour","40.6"
"2011","Slovakia","Males","Total","Employed persons","Total - all NACE activities","Hour","41.6"
"2011","Slovakia","Females","Total","Employed persons","Total - all NACE activities","Hour","39.3"
"2011","Finland","Total","Total","Employed persons","Total - all NACE activities","Hour","37.2"
"2011","Finland","Males","Total","Employed persons","Total - all NACE activities","Hour","39.2"
"2011","Finland","Females","Total","Employed persons","Total - all NACE activities","Hour","35.1"
"2011","Sweden","Total","Total","Employed persons","Total - all NACE activities","Hour","36.3"
"2011","Sweden","Males","Total","Employed persons","Total - all NACE activities","Hour","38.3"
"2011","Sweden","Females","Total","Employed persons","Total - all NACE activities","Hour","34.1"
"2011","Iceland","Total","Total","Employed persons","Total - all NACE activities","Hour","39.5"
"2011","Iceland","Males","Total","Employed persons","Total - all NACE activities","Hour","43.8"
"2011","Iceland","Females","Total","Employed persons","Total - all NACE activities","Hour","34.8"
"2011","Norway","Total","Total","Employed persons","Total - all NACE activities","Hour","33.6"
"2011","Norway","Males","Total","Employed persons","Total - all NACE activities","Hour","36.3"
"2011","Norway","Females","Total","Employed persons","Total - all NACE activities","Hour","30.6"
"2011","Switzerland","Total","Total","Employed persons","Total - all NACE activities","Hour","35.2"
"2011","Switzerland","Males","Total","Employed persons","Total - all NACE activities","Hour","40.4"
"2011","Switzerland","Females","Total","Employed persons","Total - all NACE activities","Hour","29.2"
"2011","United Kingdom","Total","Total","Employed persons","Total - all NACE activities","Hour","36.4"
"2011","United Kingdom","Males","Total","Employed persons","Total - all NACE activities","Hour","41.0"
"2011","United Kingdom","Females","Total","Employed persons","Total - all NACE activities","Hour","31.2"
"2011","Montenegro","Total","Total","Employed persons","Total - all NACE activities","Hour","42.5"
"2011","Montenegro","Males","Total","Employed persons","Total - all NACE activities","Hour","43.0"
"2011","Montenegro","Females","Total","Employed persons","Total - all NACE activities","Hour","41.9"
"2011","North Macedonia","Total","Total","Employed persons","Total - all NACE activities","Hour","42.8"
"2011","North Macedonia","Males","Total","Employed persons","Total - all NACE activities","Hour","43.2"
"2011","North Macedonia","Females","Total","Employed persons","Total - all NACE activities","Hour","42.1"
"2011","Serbia","Total","Total","Employed persons","Total - all NACE activities","Hour","42.6"
"2011","Serbia","Males","Total","Employed persons","Total - all NACE activities","Hour","43.7"
"2011","Serbia","Females","Total","Employed persons","Total - all NACE activities","Hour","41.1"
"2011","Turkey","Total","Total","Employed persons","Total - all NACE activities","Hour","48.9"
"2011","Turkey","Males","Total","Employed persons","Total - all NACE activities","Hour","51.9"
"2011","Turkey","Females","Total","Employed persons","Total - all NACE activities","Hour","41.4"
"2012","European Union - 27 countries (from 2020)","Total","Total","Employed persons","Total - all NACE activities","Hour","37.5"
"2012","European Union - 27 countries (from 2020)","Males","Total","Employed persons","Total - all NACE activities","Hour","40.4"
"2012","European Union - 27 countries (from 2020)","Females","Total","Employed persons","Total - all NACE activities","Hour","34.0"
"2012","European Union - 28 countries (2013-2020)","Total","Total","Employed persons","Total - all NACE activities","Hour","37.3"
"2012","European Union - 28 countries (2013-2020)","Males","Total","Employed persons","Total - all NACE activities","Hour","40.4"
"2012","European Union - 28 countries (2013-2020)","Females","Total","Employed persons","Total - all NACE activities","Hour","33.6"
"2012","European Union - 15 countries (1995-2004)","Total","Total","Employed persons","Total - all NACE activities","Hour","36.6"
"2012","European Union - 15 countries (1995-2004)","Males","Total","Employed persons","Total - all NACE activities","Hour","40.2"
"2012","European Union - 15 countries (1995-2004)","Females","Total","Employed persons","Total - all NACE activities","Hour","32.3"
"2012","Euro area - 19 countries  (from 2015)","Total","Total","Employed persons","Total - all NACE activities","Hour","36.8"
"2012","Euro area - 19 countries  (from 2015)","Males","Total","Employed persons","Total - all NACE activities","Hour","40.2"
"2012","Euro area - 19 countries  (from 2015)","Females","Total","Employed persons","Total - all NACE activities","Hour","32.8"
"2012","Belgium","Total","Total","Employed persons","Total - all NACE activities","Hour","36.9"
"2012","Belgium","Males","Total","Employed persons","Total - all NACE activities","Hour","40.6"
"2012","Belgium","Females","Total","Employed persons","Total - all NACE activities","Hour","32.8"
"2012","Bulgaria","Total","Total","Employed persons","Total - all NACE activities","Hour","40.7"
"2012","Bulgaria","Males","Total","Employed persons","Total - all NACE activities","Hour","41.0"
"2012","Bulgaria","Females","Total","Employed persons","Total - all NACE activities","Hour","40.4"
"2012","Czechia","Total","Total","Employed persons","Total - all NACE activities","Hour","40.9"
"2012","Czechia","Males","Total","Employed persons","Total - all NACE activities","Hour","42.4"
"2012","Czechia","Females","Total","Employed persons","Total - all NACE activities","Hour","38.9"
"2012","Denmark","Total","Total","Employed persons","Total - all NACE activities","Hour","33.8"
"2012","Denmark","Males","Total","Employed persons","Total - all NACE activities","Hour","35.9"
"2012","Denmark","Females","Total","Employed persons","Total - all NACE activities","Hour","31.4"
"2012","Germany (until 1990 former territory of the FRG)","Total","Total","Employed persons","Total - all NACE activities","Hour","35.5"
"2012","Germany (until 1990 former territory of the FRG)","Males","Total","Employed persons","Total - all NACE activities","Hour","39.9"
"2012","Germany (until 1990 former territory of the FRG)","Females","Total","Employed persons","Total - all NACE activities","Hour","30.5"
"2012","Estonia","Total","Total","Employed persons","Total - all NACE activities","Hour","38.8"
"2012","Estonia","Males","Total","Employed persons","Total - all NACE activities","Hour","40.2"
"2012","Estonia","Females","Total","Employed persons","Total - all NACE activities","Hour","37.4"
"2012","Ireland","Total","Total","Employed persons","Total - all NACE activities","Hour","35.1"
"2012","Ireland","Males","Total","Employed persons","Total - all NACE activities","Hour","39.0"
"2012","Ireland","Females","Total","Employed persons","Total - all NACE activities","Hour","31.0"
"2012","Greece","Total","Total","Employed persons","Total - all NACE activities","Hour","42.0"
"2012","Greece","Males","Total","Employed persons","Total - all NACE activities","Hour","44.0"
"2012","Greece","Females","Total","Employed persons","Total - all NACE activities","Hour","39.1"
"2012","Spain","Total","Total","Employed persons","Total - all NACE activities","Hour","38.2"
"2012","Spain","Males","Total","Employed persons","Total - all NACE activities","Hour","40.9"
"2012","Spain","Females","Total","Employed persons","Total - all NACE activities","Hour","34.9"
"2012","France","Total","Total","Employed persons","Total - all NACE activities","Hour","37.9"
"2012","France","Males","Total","Employed persons","Total - all NACE activities","Hour","40.9"
"2012","France","Females","Total","Employed persons","Total - all NACE activities","Hour","34.6"
"2012","Croatia","Total","Total","Employed persons","Total - all NACE activities","Hour","40.0"
"2012","Croatia","Males","Total","Employed persons","Total - all NACE activities","Hour","40.7"
"2012","Croatia","Females","Total","Employed persons","Total - all NACE activities","Hour","39.1"
"2012","Italy","Total","Total","Employed persons","Total - all NACE activities","Hour","37.1"
"2012","Italy","Males","Total","Employed persons","Total - all NACE activities","Hour","40.1"
"2012","Italy","Females","Total","Employed persons","Total - all NACE activities","Hour","32.8"
"2012","Cyprus","Total","Total","Employed persons","Total - all NACE activities","Hour","39.8"
"2012","Cyprus","Males","Total","Employed persons","Total - all NACE activities","Hour","41.4"
"2012","Cyprus","Females","Total","Employed persons","Total - all NACE activities","Hour","38.1"
"2012","Latvia","Total","Total","Employed persons","Total - all NACE activities","Hour","38.7"
"2012","Latvia","Males","Total","Employed persons","Total - all NACE activities","Hour","39.5"
"2012","Latvia","Females","Total","Employed persons","Total - all NACE activities","Hour","37.9"
"2012","Lithuania","Total","Total","Employed persons","Total - all NACE activities","Hour","38.0"
"2012","Lithuania","Males","Total","Employed persons","Total - all NACE activities","Hour","38.8"
"2012","Lithuania","Females","Total","Employed persons","Total - all NACE activities","Hour","37.3"
"2012","Luxembourg","Total","Total","Employed persons","Total - all NACE activities","Hour","37.2"
"2012","Luxembourg","Males","Total","Employed persons","Total - all NACE activities","Hour","40.2"
"2012","Luxembourg","Females","Total","Employed persons","Total - all NACE activities","Hour","33.4"
"2012","Hungary","Total","Total","Employed persons","Total - all NACE activities","Hour","39.4"
"2012","Hungary","Males","Total","Employed persons","Total - all NACE activities","Hour","40.2"
"2012","Hungary","Females","Total","Employed persons","Total - all NACE activities","Hour","38.5"
"2012","Malta","Total","Total","Employed persons","Total - all NACE activities","Hour","38.7"
"2012","Malta","Males","Total","Employed persons","Total - all NACE activities","Hour","41.0"
"2012","Malta","Females","Total","Employed persons","Total - all NACE activities","Hour","34.9"
"2012","Netherlands","Total","Total","Employed persons","Total - all NACE activities","Hour","30.4"
"2012","Netherlands","Males","Total","Employed persons","Total - all NACE activities","Hour","35.4"
"2012","Netherlands","Females","Total","Employed persons","Total - all NACE activities","Hour","24.5"
"2012","Austria","Total","Total","Employed persons","Total - all NACE activities","Hour","37.5"
"2012","Austria","Males","Total","Employed persons","Total - all NACE activities","Hour","41.8"
"2012","Austria","Females","Total","Employed persons","Total - all NACE activities","Hour","32.6"
"2012","Poland","Total","Total","Employed persons","Total - all NACE activities","Hour","40.7"
"2012","Poland","Males","Total","Employed persons","Total - all NACE activities","Hour","42.5"
"2012","Poland","Females","Total","Employed persons","Total - all NACE activities","Hour","38.4"
"2012","Portugal","Total","Total","Employed persons","Total - all NACE activities","Hour","39.1"
"2012","Portugal","Males","Total","Employed persons","Total - all NACE activities","Hour","40.7"
"2012","Portugal","Females","Total","Employed persons","Total - all NACE activities","Hour","37.4"
"2012","Romania","Total","Total","Employed persons","Total - all NACE activities","Hour","40.1"
"2012","Romania","Males","Total","Employed persons","Total - all NACE activities","Hour","40.7"
"2012","Romania","Females","Total","Employed persons","Total - all NACE activities","Hour","39.4"
"2012","Slovenia","Total","Total","Employed persons","Total - all NACE activities","Hour","39.8"
"2012","Slovenia","Males","Total","Employed persons","Total - all NACE activities","Hour","40.8"
"2012","Slovenia","Females","Total","Employed persons","Total - all NACE activities","Hour","38.5"
"2012","Slovakia","Total","Total","Employed persons","Total - all NACE activities","Hour","40.8"
"2012","Slovakia","Males","Total","Employed persons","Total - all NACE activities","Hour","41.7"
"2012","Slovakia","Females","Total","Employed persons","Total - all NACE activities","Hour","39.5"
"2012","Finland","Total","Total","Employed persons","Total - all NACE activities","Hour","37.1"
"2012","Finland","Males","Total","Employed persons","Total - all NACE activities","Hour","39.2"
"2012","Finland","Females","Total","Employed persons","Total - all NACE activities","Hour","34.9"
"2012","Sweden","Total","Total","Employed persons","Total - all NACE activities","Hour","36.4"
"2012","Sweden","Males","Total","Employed persons","Total - all NACE activities","Hour","38.3"
"2012","Sweden","Females","Total","Employed persons","Total - all NACE activities","Hour","34.2"
"2012","Iceland","Total","Total","Employed persons","Total - all NACE activities","Hour","39.4"
"2012","Iceland","Males","Total","Employed persons","Total - all NACE activities","Hour","43.5"
"2012","Iceland","Females","Total","Employed persons","Total - all NACE activities","Hour","34.9"
"2012","Norway","Total","Total","Employed persons","Total - all NACE activities","Hour","33.7"
"2012","Norway","Males","Total","Employed persons","Total - all NACE activities","Hour","36.2"
"2012","Norway","Females","Total","Employed persons","Total - all NACE activities","Hour","30.9"
"2012","Switzerland","Total","Total","Employed persons","Total - all NACE activities","Hour","35.1"
"2012","Switzerland","Males","Total","Employed persons","Total - all NACE activities","Hour","40.2"
"2012","Switzerland","Females","Total","Employed persons","Total - all NACE activities","Hour","29.1"
"2012","United Kingdom","Total","Total","Employed persons","Total - all NACE activities","Hour","36.3"
"2012","United Kingdom","Males","Total","Employed persons","Total - all NACE activities","Hour","40.8"
"2012","United Kingdom","Females","Total","Employed persons","Total - all NACE activities","Hour","31.2"
"2012","Montenegro","Total","Total","Employed persons","Total - all NACE activities","Hour","43.3"
"2012","Montenegro","Males","Total","Employed persons","Total - all NACE activities","Hour","43.9"
"2012","Montenegro","Females","Total","Employed persons","Total - all NACE activities","Hour","42.5"
"2012","North Macedonia","Total","Total","Employed persons","Total - all NACE activities","Hour","42.2"
"2012","North Macedonia","Males","Total","Employed persons","Total - all NACE activities","Hour","42.7"
"2012","North Macedonia","Females","Total","Employed persons","Total - all NACE activities","Hour","41.3"
"2012","Serbia","Total","Total","Employed persons","Total - all NACE activities","Hour","43.4"
"2012","Serbia","Males","Total","Employed persons","Total - all NACE activities","Hour","44.6"
"2012","Serbia","Females","Total","Employed persons","Total - all NACE activities","Hour","41.8"
"2012","Turkey","Total","Total","Employed persons","Total - all NACE activities","Hour","48.4"
"2012","Turkey","Males","Total","Employed persons","Total - all NACE activities","Hour","51.3"
"2012","Turkey","Females","Total","Employed persons","Total - all NACE activities","Hour","41.4"
"2013","European Union - 27 countries (from 2020)","Total","Total","Employed persons","Total - all NACE activities","Hour","37.3"
"2013","European Union - 27 countries (from 2020)","Males","Total","Employed persons","Total - all NACE activities","Hour","40.2"
"2013","European Union - 27 countries (from 2020)","Females","Total","Employed persons","Total - all NACE activities","Hour","33.9"
"2013","European Union - 28 countries (2013-2020)","Total","Total","Employed persons","Total - all NACE activities","Hour","37.2"
"2013","European Union - 28 countries (2013-2020)","Males","Total","Employed persons","Total - all NACE activities","Hour","40.3"
"2013","European Union - 28 countries (2013-2020)","Females","Total","Employed persons","Total - all NACE activities","Hour","33.5"
"2013","European Union - 15 countries (1995-2004)","Total","Total","Employed persons","Total - all NACE activities","Hour","36.4"
"2013","European Union - 15 countries (1995-2004)","Males","Total","Employed persons","Total - all NACE activities","Hour","40.0"
"2013","European Union - 15 countries (1995-2004)","Females","Total","Employed persons","Total - all NACE activities","Hour","32.3"
"2013","Euro area - 19 countries  (from 2015)","Total","Total","Employed persons","Total - all NACE activities","Hour","36.6"
"2013","Euro area - 19 countries  (from 2015)","Males","Total","Employed persons","Total - all NACE activities","Hour","39.9"
"2013","Euro area - 19 countries  (from 2015)","Females","Total","Employed persons","Total - all NACE activities","Hour","32.7"
"2013","Belgium","Total","Total","Employed persons","Total - all NACE activities","Hour","37.2"
"2013","Belgium","Males","Total","Employed persons","Total - all NACE activities","Hour","40.9"
"2013","Belgium","Females","Total","Employed persons","Total - all NACE activities","Hour","33.0"
"2013","Bulgaria","Total","Total","Employed persons","Total - all NACE activities","Hour","40.7"
"2013","Bulgaria","Males","Total","Employed persons","Total - all NACE activities","Hour","41.0"
"2013","Bulgaria","Females","Total","Employed persons","Total - all NACE activities","Hour","40.4"
"2013","Czechia","Total","Total","Employed persons","Total - all NACE activities","Hour","40.5"
"2013","Czechia","Males","Total","Employed persons","Total - all NACE activities","Hour","42.1"
"2013","Czechia","Females","Total","Employed persons","Total - all NACE activities","Hour","38.5"
"2013","Denmark","Total","Total","Employed persons","Total - all NACE activities","Hour","33.8"
"2013","Denmark","Males","Total","Employed persons","Total - all NACE activities","Hour","35.9"
"2013","Denmark","Females","Total","Employed persons","Total - all NACE activities","Hour","31.5"
"2013","Germany (until 1990 former territory of the FRG)","Total","Total","Employed persons","Total - all NACE activities","Hour","35.3"
"2013","Germany (until 1990 former territory of the FRG)","Males","Total","Employed persons","Total - all NACE activities","Hour","39.6"
"2013","Germany (until 1990 former territory of the FRG)","Females","Total","Employed persons","Total - all NACE activities","Hour","30.3"
"2013","Estonia","Total","Total","Employed persons","Total - all NACE activities","Hour","38.8"
"2013","Estonia","Males","Total","Employed persons","Total - all NACE activities","Hour","40.0"
"2013","Estonia","Females","Total","Employed persons","Total - all NACE activities","Hour","37.6"
"2013","Ireland","Total","Total","Employed persons","Total - all NACE activities","Hour","35.3"
"2013","Ireland","Males","Total","Employed persons","Total - all NACE activities","Hour","39.0"
"2013","Ireland","Females","Total","Employed persons","Total - all NACE activities","Hour","31.4"
"2013","Greece","Total","Total","Employed persons","Total - all NACE activities","Hour","42.0"
"2013","Greece","Males","Total","Employed persons","Total - all NACE activities","Hour","44.2"
"2013","Greece","Females","Total","Employed persons","Total - all NACE activities","Hour","39.0"
"2013","Spain","Total","Total","Employed persons","Total - all NACE activities","Hour","38.0"
"2013","Spain","Males","Total","Employed persons","Total - all NACE activities","Hour","40.8"
"2013","Spain","Females","Total","Employed persons","Total - all NACE activities","Hour","34.8"
"2013","France","Total","Total","Employed persons","Total - all NACE activities","Hour","37.5"
"2013","France","Males","Total","Employed persons","Total - all NACE activities","Hour","40.4"
"2013","France","Females","Total","Employed persons","Total - all NACE activities","Hour","34.3"
"2013","Croatia","Total","Total","Employed persons","Total - all NACE activities","Hour","39.8"
"2013","Croatia","Males","Total","Employed persons","Total - all NACE activities","Hour","40.4"
"2013","Croatia","Females","Total","Employed persons","Total - all NACE activities","Hour","39.0"
"2013","Italy","Total","Total","Employed persons","Total - all NACE activities","Hour","36.9"
"2013","Italy","Males","Total","Employed persons","Total - all NACE activities","Hour","40.0"
"2013","Italy","Females","Total","Employed persons","Total - all NACE activities","Hour","32.7"
"2013","Cyprus","Total","Total","Employed persons","Total - all NACE activities","Hour","39.8"
"2013","Cyprus","Males","Total","Employed persons","Total - all NACE activities","Hour","41.7"
"2013","Cyprus","Females","Total","Employed persons","Total - all NACE activities","Hour","37.8"
"2013","Latvia","Total","Total","Employed persons","Total - all NACE activities","Hour","38.8"
"2013","Latvia","Males","Total","Employed persons","Total - all NACE activities","Hour","39.6"
"2013","Latvia","Females","Total","Employed persons","Total - all NACE activities","Hour","38.1"
"2013","Lithuania","Total","Total","Employed persons","Total - all NACE activities","Hour","38.1"
"2013","Lithuania","Males","Total","Employed persons","Total - all NACE activities","Hour","38.9"
"2013","Lithuania","Females","Total","Employed persons","Total - all NACE activities","Hour","37.4"
"2013","Luxembourg","Total","Total","Employed persons","Total - all NACE activities","Hour","37.1"
"2013","Luxembourg","Males","Total","Employed persons","Total - all NACE activities","Hour","40.0"
"2013","Luxembourg","Females","Total","Employed persons","Total - all NACE activities","Hour","33.5"
"2013","Hungary","Total","Total","Employed persons","Total - all NACE activities","Hour","39.5"
"2013","Hungary","Males","Total","Employed persons","Total - all NACE activities","Hour","40.3"
"2013","Hungary","Females","Total","Employed persons","Total - all NACE activities","Hour","38.6"
"2013","Malta","Total","Total","Employed persons","Total - all NACE activities","Hour","38.4"
"2013","Malta","Males","Total","Employed persons","Total - all NACE activities","Hour","40.7"
"2013","Malta","Females","Total","Employed persons","Total - all NACE activities","Hour","34.7"
"2013","Netherlands","Total","Total","Employed persons","Total - all NACE activities","Hour","30.0"
"2013","Netherlands","Males","Total","Employed persons","Total - all NACE activities","Hour","34.8"
"2013","Netherlands","Females","Total","Employed persons","Total - all NACE activities","Hour","24.4"
"2013","Austria","Total","Total","Employed persons","Total - all NACE activities","Hour","37.1"
"2013","Austria","Males","Total","Employed persons","Total - all NACE activities","Hour","41.2"
"2013","Austria","Females","Total","Employed persons","Total - all NACE activities","Hour","32.4"
"2013","Poland","Total","Total","Employed persons","Total - all NACE activities","Hour","40.7"
"2013","Poland","Males","Total","Employed persons","Total - all NACE activities","Hour","42.6"
"2013","Poland","Females","Total","Employed persons","Total - all NACE activities","Hour","38.4"
"2013","Portugal","Total","Total","Employed persons","Total - all NACE activities","Hour","39.3"
"2013","Portugal","Males","Total","Employed persons","Total - all NACE activities","Hour","40.9"
"2013","Portugal","Females","Total","Employed persons","Total - all NACE activities","Hour","37.7"
"2013","Romania","Total","Total","Employed persons","Total - all NACE activities","Hour","40.0"
"2013","Romania","Males","Total","Employed persons","Total - all NACE activities","Hour","40.6"
"2013","Romania","Females","Total","Employed persons","Total - all NACE activities","Hour","39.3"
"2013","Slovenia","Total","Total","Employed persons","Total - all NACE activities","Hour","39.6"
"2013","Slovenia","Males","Total","Employed persons","Total - all NACE activities","Hour","40.6"
