"TIME","GEO","SEX","AGE","CITIZEN","UNIT","Value"
"2001","Germany (until 1990 former territory of the FRG)","Females","From 15 to 64 years","Total","Percentage","12.7"
"2001","Estonia","Total","From 15 to 64 years","Total","Percentage","3.0"
"2001","Estonia","Males","From 15 to 64 years","Total","Percentage","3.3"
"2001","Estonia","Females","From 15 to 64 years","Total","Percentage","2.7"
"2001","Ireland","Total","From 15 to 64 years","Total","Percentage","4.6"
"2001","Ireland","Males","From 15 to 64 years","Total","Percentage","3.8"
"2001","Ireland","Females","From 15 to 64 years","Total","Percentage","5.6"
"2001","Greece","Total","From 15 to 64 years","Total","Percentage","13.5"
"2001","Greece","Males","From 15 to 64 years","Total","Percentage","11.8"
"2001","Greece","Females","From 15 to 64 years","Total","Percentage","16.0"
"2001","Spain","Total","From 15 to 64 years","Total","Percentage","32.1"
"2001","Spain","Males","From 15 to 64 years","Total","Percentage","30.5"
"2001","Spain","Females","From 15 to 64 years","Total","Percentage","34.5"
"2001","France","Total","From 15 to 64 years","Total","Percentage","14.9"
"2001","France","Males","From 15 to 64 years","Total","Percentage","13.6"
"2001","France","Females","From 15 to 64 years","Total","Percentage","16.3"
"2001","Croatia","Total","From 15 to 64 years","Total","Percentage",":"
"2001","Croatia","Males","From 15 to 64 years","Total","Percentage",":"
"2001","Croatia","Females","From 15 to 64 years","Total","Percentage",":"
"2001","Italy","Total","From 15 to 64 years","Total","Percentage","9.6"
"2001","Italy","Males","From 15 to 64 years","Total","Percentage","8.2"
"2001","Italy","Females","From 15 to 64 years","Total","Percentage","11.5"
"2001","Cyprus","Total","From 15 to 64 years","Total","Percentage","10.8"
"2001","Cyprus","Males","From 15 to 64 years","Total","Percentage","7.0"
"2001","Cyprus","Females","From 15 to 64 years","Total","Percentage","14.8"
"2001","Latvia","Total","From 15 to 64 years","Total","Percentage","7.4"
"2001","Latvia","Males","From 15 to 64 years","Total","Percentage","9.4"
"2001","Latvia","Females","From 15 to 64 years","Total","Percentage","5.4"
"2001","Lithuania","Total","From 15 to 64 years","Total","Percentage","6.6"
"2001","Lithuania","Males","From 15 to 64 years","Total","Percentage","9.2"
"2001","Lithuania","Females","From 15 to 64 years","Total","Percentage","4.4"
"2001","Luxembourg","Total","From 15 to 64 years","Total","Percentage","4.3"
"2001","Luxembourg","Males","From 15 to 64 years","Total","Percentage","3.7"
"2001","Luxembourg","Females","From 15 to 64 years","Total","Percentage","5.3"
"2001","Hungary","Total","From 15 to 64 years","Total","Percentage","7.5"
"2001","Hungary","Males","From 15 to 64 years","Total","Percentage","8.0"
"2001","Hungary","Females","From 15 to 64 years","Total","Percentage","6.8"
"2001","Malta","Total","From 15 to 64 years","Total","Percentage","4.1"
"2001","Malta","Males","From 15 to 64 years","Total","Percentage","3.2"
"2001","Malta","Females","From 15 to 64 years","Total","Percentage","6.1"
"2001","Netherlands","Total","From 15 to 64 years","Total","Percentage","14.3"
"2001","Netherlands","Males","From 15 to 64 years","Total","Percentage","11.7"
"2001","Netherlands","Females","From 15 to 64 years","Total","Percentage","17.5"
"2001","Austria","Total","From 15 to 64 years","Total","Percentage","8.1"
"2001","Austria","Males","From 15 to 64 years","Total","Percentage","7.1"
"2001","Austria","Females","From 15 to 64 years","Total","Percentage","9.4"
"2001","Poland","Total","From 15 to 64 years","Total","Percentage","11.9"
"2001","Poland","Males","From 15 to 64 years","Total","Percentage","12.3"
"2001","Poland","Females","From 15 to 64 years","Total","Percentage","11.4"
"2001","Portugal","Total","From 15 to 64 years","Total","Percentage","20.0"
"2001","Portugal","Males","From 15 to 64 years","Total","Percentage","18.5"
"2001","Portugal","Females","From 15 to 64 years","Total","Percentage","21.8"
"2001","Romania","Total","From 15 to 64 years","Total","Percentage","3.0"
"2001","Romania","Males","From 15 to 64 years","Total","Percentage","3.1"
"2001","Romania","Females","From 15 to 64 years","Total","Percentage","2.8"
"2001","Slovenia","Total","From 15 to 64 years","Total","Percentage","13.0"
"2001","Slovenia","Males","From 15 to 64 years","Total","Percentage","12.8"
"2001","Slovenia","Females","From 15 to 64 years","Total","Percentage","13.2"
"2001","Slovakia","Total","From 15 to 64 years","Total","Percentage","4.9"
"2001","Slovakia","Males","From 15 to 64 years","Total","Percentage","5.0"
"2001","Slovakia","Females","From 15 to 64 years","Total","Percentage","4.8"
"2001","Finland","Total","From 15 to 64 years","Total","Percentage","17.9"
"2001","Finland","Males","From 15 to 64 years","Total","Percentage","13.8"
"2001","Finland","Females","From 15 to 64 years","Total","Percentage","22.0"
"2001","Sweden","Total","From 15 to 64 years","Total","Percentage","15.5"
"2001","Sweden","Males","From 15 to 64 years","Total","Percentage","13.3"
"2001","Sweden","Females","From 15 to 64 years","Total","Percentage","17.7"
"2001","Iceland","Total","From 15 to 64 years","Total","Percentage","5.7"
"2001","Iceland","Males","From 15 to 64 years","Total","Percentage","5.7"
"2001","Iceland","Females","From 15 to 64 years","Total","Percentage","5.8"
"2001","Norway","Total","From 15 to 64 years","Total","Percentage","9.1"
"2001","Norway","Males","From 15 to 64 years","Total","Percentage","6.7"
"2001","Norway","Females","From 15 to 64 years","Total","Percentage","11.7"
"2001","Switzerland","Total","From 15 to 64 years","Total","Percentage","11.7"
"2001","Switzerland","Males","From 15 to 64 years","Total","Percentage","10.9"
"2001","Switzerland","Females","From 15 to 64 years","Total","Percentage","12.7"
"2001","United Kingdom","Total","From 15 to 64 years","Total","Percentage","6.6"
"2001","United Kingdom","Males","From 15 to 64 years","Total","Percentage","5.8"
"2001","United Kingdom","Females","From 15 to 64 years","Total","Percentage","7.5"
"2001","Montenegro","Total","From 15 to 64 years","Total","Percentage",":"
"2001","Montenegro","Males","From 15 to 64 years","Total","Percentage",":"
"2001","Montenegro","Females","From 15 to 64 years","Total","Percentage",":"
"2001","North Macedonia","Total","From 15 to 64 years","Total","Percentage",":"
"2001","North Macedonia","Males","From 15 to 64 years","Total","Percentage",":"
"2001","North Macedonia","Females","From 15 to 64 years","Total","Percentage",":"
"2001","Serbia","Total","From 15 to 64 years","Total","Percentage",":"
"2001","Serbia","Males","From 15 to 64 years","Total","Percentage",":"
"2001","Serbia","Females","From 15 to 64 years","Total","Percentage",":"
"2001","Turkey","Total","From 15 to 64 years","Total","Percentage",":"
"2001","Turkey","Males","From 15 to 64 years","Total","Percentage",":"
"2001","Turkey","Females","From 15 to 64 years","Total","Percentage",":"
"2002","European Union - 27 countries (from 2020)","Total","From 15 to 64 years","Total","Percentage","13.4"
"2002","European Union - 27 countries (from 2020)","Males","From 15 to 64 years","Total","Percentage","12.7"
"2002","European Union - 27 countries (from 2020)","Females","From 15 to 64 years","Total","Percentage","14.4"
"2002","European Union - 28 countries (2013-2020)","Total","From 15 to 64 years","Total","Percentage","12.4"
"2002","European Union - 28 countries (2013-2020)","Males","From 15 to 64 years","Total","Percentage","11.7"
"2002","European Union - 28 countries (2013-2020)","Females","From 15 to 64 years","Total","Percentage","13.2"
"2002","European Union - 15 countries (1995-2004)","Total","From 15 to 64 years","Total","Percentage","13.2"
"2002","European Union - 15 countries (1995-2004)","Males","From 15 to 64 years","Total","Percentage","12.3"
"2002","European Union - 15 countries (1995-2004)","Females","From 15 to 64 years","Total","Percentage","14.4"
"2002","Euro area - 19 countries  (from 2015)","Total","From 15 to 64 years","Total","Percentage","14.5"
"2002","Euro area - 19 countries  (from 2015)","Males","From 15 to 64 years","Total","Percentage","13.6"
"2002","Euro area - 19 countries  (from 2015)","Females","From 15 to 64 years","Total","Percentage","15.7"
"2002","Belgium","Total","From 15 to 64 years","Total","Percentage","7.6"
"2002","Belgium","Males","From 15 to 64 years","Total","Percentage","5.5"
"2002","Belgium","Females","From 15 to 64 years","Total","Percentage","10.3"
"2002","Bulgaria","Total","From 15 to 64 years","Total","Percentage","6.0"
"2002","Bulgaria","Males","From 15 to 64 years","Total","Percentage","6.8"
"2002","Bulgaria","Females","From 15 to 64 years","Total","Percentage","5.3"
"2002","Czechia","Total","From 15 to 64 years","Total","Percentage","7.5"
"2002","Czechia","Males","From 15 to 64 years","Total","Percentage","6.3"
"2002","Czechia","Females","From 15 to 64 years","Total","Percentage","8.8"
"2002","Denmark","Total","From 15 to 64 years","Total","Percentage","8.9"
"2002","Denmark","Males","From 15 to 64 years","Total","Percentage","7.2"
"2002","Denmark","Females","From 15 to 64 years","Total","Percentage","10.5"
"2002","Germany (until 1990 former territory of the FRG)","Total","From 15 to 64 years","Total","Percentage","12.0"
"2002","Germany (until 1990 former territory of the FRG)","Males","From 15 to 64 years","Total","Percentage","11.8"
"2002","Germany (until 1990 former territory of the FRG)","Females","From 15 to 64 years","Total","Percentage","12.3"
"2002","Estonia","Total","From 15 to 64 years","Total","Percentage","2.3"
"2002","Estonia","Males","From 15 to 64 years","Total","Percentage","3.3"
"2002","Estonia","Females","From 15 to 64 years","Total","Percentage",":"
"2002","Ireland","Total","From 15 to 64 years","Total","Percentage","4.9"
"2002","Ireland","Males","From 15 to 64 years","Total","Percentage","4.1"
"2002","Ireland","Females","From 15 to 64 years","Total","Percentage","5.7"
"2002","Greece","Total","From 15 to 64 years","Total","Percentage","11.7"
"2002","Greece","Males","From 15 to 64 years","Total","Percentage","10.3"
"2002","Greece","Females","From 15 to 64 years","Total","Percentage","13.9"
"2002","Spain","Total","From 15 to 64 years","Total","Percentage","32.3"
"2002","Spain","Males","From 15 to 64 years","Total","Percentage","30.4"
"2002","Spain","Females","From 15 to 64 years","Total","Percentage","35.1"
"2002","France","Total","From 15 to 64 years","Total","Percentage","14.1"
"2002","France","Males","From 15 to 64 years","Total","Percentage","12.5"
"2002","France","Females","From 15 to 64 years","Total","Percentage","16.0"
"2002","Croatia","Total","From 15 to 64 years","Total","Percentage","10.0"
"2002","Croatia","Males","From 15 to 64 years","Total","Percentage","10.8"
"2002","Croatia","Females","From 15 to 64 years","Total","Percentage","9.1"
"2002","Italy","Total","From 15 to 64 years","Total","Percentage","9.9"
"2002","Italy","Males","From 15 to 64 years","Total","Percentage","8.3"
"2002","Italy","Females","From 15 to 64 years","Total","Percentage","12.1"
"2002","Cyprus","Total","From 15 to 64 years","Total","Percentage","9.1"
"2002","Cyprus","Males","From 15 to 64 years","Total","Percentage","5.7"
"2002","Cyprus","Females","From 15 to 64 years","Total","Percentage","12.8"
"2002","Latvia","Total","From 15 to 64 years","Total","Percentage","11.1"
"2002","Latvia","Males","From 15 to 64 years","Total","Percentage","13.6"
"2002","Latvia","Females","From 15 to 64 years","Total","Percentage","8.7"
"2002","Lithuania","Total","From 15 to 64 years","Total","Percentage","7.6"
"2002","Lithuania","Males","From 15 to 64 years","Total","Percentage","10.4"
"2002","Lithuania","Females","From 15 to 64 years","Total","Percentage","4.9"
"2002","Luxembourg","Total","From 15 to 64 years","Total","Percentage","4.3"
"2002","Luxembourg","Males","From 15 to 64 years","Total","Percentage","4.0"
"2002","Luxembourg","Females","From 15 to 64 years","Total","Percentage","4.7"
"2002","Hungary","Total","From 15 to 64 years","Total","Percentage","7.3"
"2002","Hungary","Males","From 15 to 64 years","Total","Percentage","7.9"
"2002","Hungary","Females","From 15 to 64 years","Total","Percentage","6.7"
"2002","Malta","Total","From 15 to 64 years","Total","Percentage","4.1"
"2002","Malta","Males","From 15 to 64 years","Total","Percentage","3.3"
"2002","Malta","Females","From 15 to 64 years","Total","Percentage","5.6"
"2002","Netherlands","Total","From 15 to 64 years","Total","Percentage","14.2"
"2002","Netherlands","Males","From 15 to 64 years","Total","Percentage","12.0"
"2002","Netherlands","Females","From 15 to 64 years","Total","Percentage","16.8"
"2002","Austria","Total","From 15 to 64 years","Total","Percentage","7.4"
"2002","Austria","Males","From 15 to 64 years","Total","Percentage","7.4"
"2002","Austria","Females","From 15 to 64 years","Total","Percentage","7.5"
"2002","Poland","Total","From 15 to 64 years","Total","Percentage","15.4"
"2002","Poland","Males","From 15 to 64 years","Total","Percentage","16.3"
"2002","Poland","Females","From 15 to 64 years","Total","Percentage","14.5"
"2002","Portugal","Total","From 15 to 64 years","Total","Percentage","21.7"
"2002","Portugal","Males","From 15 to 64 years","Total","Percentage","20.2"
"2002","Portugal","Females","From 15 to 64 years","Total","Percentage","23.3"
"2002","Romania","Total","From 15 to 64 years","Total","Percentage","0.9"
"2002","Romania","Males","From 15 to 64 years","Total","Percentage","1.0"
"2002","Romania","Females","From 15 to 64 years","Total","Percentage","0.8"
"2002","Slovenia","Total","From 15 to 64 years","Total","Percentage","14.6"
"2002","Slovenia","Males","From 15 to 64 years","Total","Percentage","12.7"
"2002","Slovenia","Females","From 15 to 64 years","Total","Percentage","16.6"
"2002","Slovakia","Total","From 15 to 64 years","Total","Percentage","4.6"
"2002","Slovakia","Males","From 15 to 64 years","Total","Percentage","4.9"
"2002","Slovakia","Females","From 15 to 64 years","Total","Percentage","4.3"
"2002","Finland","Total","From 15 to 64 years","Total","Percentage","17.2"
"2002","Finland","Males","From 15 to 64 years","Total","Percentage","13.9"
"2002","Finland","Females","From 15 to 64 years","Total","Percentage","20.6"
"2002","Sweden","Total","From 15 to 64 years","Total","Percentage","15.3"
"2002","Sweden","Males","From 15 to 64 years","Total","Percentage","12.9"
"2002","Sweden","Females","From 15 to 64 years","Total","Percentage","17.6"
"2002","Iceland","Total","From 15 to 64 years","Total","Percentage","5.4"
"2002","Iceland","Males","From 15 to 64 years","Total","Percentage","5.2"
"2002","Iceland","Females","From 15 to 64 years","Total","Percentage","5.5"
"2002","Norway","Total","From 15 to 64 years","Total","Percentage","10.3"
"2002","Norway","Males","From 15 to 64 years","Total","Percentage","8.0"
"2002","Norway","Females","From 15 to 64 years","Total","Percentage","12.7"
"2002","Switzerland","Total","From 15 to 64 years","Total","Percentage","12.3"
"2002","Switzerland","Males","From 15 to 64 years","Total","Percentage","11.8"
"2002","Switzerland","Females","From 15 to 64 years","Total","Percentage","12.8"
"2002","United Kingdom","Total","From 15 to 64 years","Total","Percentage","6.0"
"2002","United Kingdom","Males","From 15 to 64 years","Total","Percentage","5.3"
"2002","United Kingdom","Females","From 15 to 64 years","Total","Percentage","6.8"
"2002","Montenegro","Total","From 15 to 64 years","Total","Percentage",":"
"2002","Montenegro","Males","From 15 to 64 years","Total","Percentage",":"
"2002","Montenegro","Females","From 15 to 64 years","Total","Percentage",":"
"2002","North Macedonia","Total","From 15 to 64 years","Total","Percentage",":"
"2002","North Macedonia","Males","From 15 to 64 years","Total","Percentage",":"
"2002","North Macedonia","Females","From 15 to 64 years","Total","Percentage",":"
"2002","Serbia","Total","From 15 to 64 years","Total","Percentage",":"
"2002","Serbia","Males","From 15 to 64 years","Total","Percentage",":"
"2002","Serbia","Females","From 15 to 64 years","Total","Percentage",":"
"2002","Turkey","Total","From 15 to 64 years","Total","Percentage",":"
"2002","Turkey","Males","From 15 to 64 years","Total","Percentage",":"
"2002","Turkey","Females","From 15 to 64 years","Total","Percentage",":"
"2003","European Union - 27 countries (from 2020)","Total","From 15 to 64 years","Total","Percentage","13.7"
"2003","European Union - 27 countries (from 2020)","Males","From 15 to 64 years","Total","Percentage","13.0"
"2003","European Union - 27 countries (from 2020)","Females","From 15 to 64 years","Total","Percentage","14.6"
"2003","European Union - 28 countries (2013-2020)","Total","From 15 to 64 years","Total","Percentage","12.6"
"2003","European Union - 28 countries (2013-2020)","Males","From 15 to 64 years","Total","Percentage","11.9"
"2003","European Union - 28 countries (2013-2020)","Females","From 15 to 64 years","Total","Percentage","13.4"
"2003","European Union - 15 countries (1995-2004)","Total","From 15 to 64 years","Total","Percentage","13.1"
"2003","European Union - 15 countries (1995-2004)","Males","From 15 to 64 years","Total","Percentage","12.2"
"2003","European Union - 15 countries (1995-2004)","Females","From 15 to 64 years","Total","Percentage","14.3"
"2003","Euro area - 19 countries  (from 2015)","Total","From 15 to 64 years","Total","Percentage","14.4"
"2003","Euro area - 19 countries  (from 2015)","Males","From 15 to 64 years","Total","Percentage","13.5"
"2003","Euro area - 19 countries  (from 2015)","Females","From 15 to 64 years","Total","Percentage","15.6"
"2003","Belgium","Total","From 15 to 64 years","Total","Percentage","8.5"
"2003","Belgium","Males","From 15 to 64 years","Total","Percentage","6.4"
"2003","Belgium","Females","From 15 to 64 years","Total","Percentage","11.3"
"2003","Bulgaria","Total","From 15 to 64 years","Total","Percentage","6.3"
"2003","Bulgaria","Males","From 15 to 64 years","Total","Percentage","6.7"
"2003","Bulgaria","Females","From 15 to 64 years","Total","Percentage","5.8"
"2003","Czechia","Total","From 15 to 64 years","Total","Percentage","8.5"
"2003","Czechia","Males","From 15 to 64 years","Total","Percentage","7.1"
"2003","Czechia","Females","From 15 to 64 years","Total","Percentage","10.0"
"2003","Denmark","Total","From 15 to 64 years","Total","Percentage","9.5"
"2003","Denmark","Males","From 15 to 64 years","Total","Percentage","7.9"
"2003","Denmark","Females","From 15 to 64 years","Total","Percentage","11.2"
"2003","Germany (until 1990 former territory of the FRG)","Total","From 15 to 64 years","Total","Percentage","12.2"
"2003","Germany (until 1990 former territory of the FRG)","Males","From 15 to 64 years","Total","Percentage","12.2"
"2003","Germany (until 1990 former territory of the FRG)","Females","From 15 to 64 years","Total","Percentage","12.3"
"2003","Estonia","Total","From 15 to 64 years","Total","Percentage","3.0"
"2003","Estonia","Males","From 15 to 64 years","Total","Percentage","4.5"
"2003","Estonia","Females","From 15 to 64 years","Total","Percentage",":"
"2003","Ireland","Total","From 15 to 64 years","Total","Percentage","4.6"
"2003","Ireland","Males","From 15 to 64 years","Total","Percentage","3.9"
"2003","Ireland","Females","From 15 to 64 years","Total","Percentage","5.4"
"2003","Greece","Total","From 15 to 64 years","Total","Percentage","11.3"
"2003","Greece","Males","From 15 to 64 years","Total","Percentage","9.8"
"2003","Greece","Females","From 15 to 64 years","Total","Percentage","13.5"
"2003","Spain","Total","From 15 to 64 years","Total","Percentage","32.0"
"2003","Spain","Males","From 15 to 64 years","Total","Percentage","30.2"
"2003","Spain","Females","From 15 to 64 years","Total","Percentage","34.5"
"2003","France","Total","From 15 to 64 years","Total","Percentage","13.3"
"2003","France","Males","From 15 to 64 years","Total","Percentage","11.6"
"2003","France","Females","From 15 to 64 years","Total","Percentage","15.1"
"2003","Croatia","Total","From 15 to 64 years","Total","Percentage","11.3"
"2003","Croatia","Males","From 15 to 64 years","Total","Percentage","11.4"
"2003","Croatia","Females","From 15 to 64 years","Total","Percentage","11.3"
"2003","Italy","Total","From 15 to 64 years","Total","Percentage","9.5"
"2003","Italy","Males","From 15 to 64 years","Total","Percentage","7.9"
"2003","Italy","Females","From 15 to 64 years","Total","Percentage","11.8"
"2003","Cyprus","Total","From 15 to 64 years","Total","Percentage","12.6"
"2003","Cyprus","Males","From 15 to 64 years","Total","Percentage","8.1"
"2003","Cyprus","Females","From 15 to 64 years","Total","Percentage","17.1"
"2003","Latvia","Total","From 15 to 64 years","Total","Percentage","9.6"
"2003","Latvia","Males","From 15 to 64 years","Total","Percentage","10.8"
"2003","Latvia","Females","From 15 to 64 years","Total","Percentage","8.4"
"2003","Lithuania","Total","From 15 to 64 years","Total","Percentage","8.1"
"2003","Lithuania","Males","From 15 to 64 years","Total","Percentage","11.4"
"2003","Lithuania","Females","From 15 to 64 years","Total","Percentage","4.9"
"2003","Luxembourg","Total","From 15 to 64 years","Total","Percentage","3.1"
"2003","Luxembourg","Males","From 15 to 64 years","Total","Percentage","2.4"
"2003","Luxembourg","Females","From 15 to 64 years","Total","Percentage","4.2"
"2003","Hungary","Total","From 15 to 64 years","Total","Percentage","7.6"
"2003","Hungary","Males","From 15 to 64 years","Total","Percentage","8.4"
"2003","Hungary","Females","From 15 to 64 years","Total","Percentage","6.7"
"2003","Malta","Total","From 15 to 64 years","Total","Percentage","4.2"
"2003","Malta","Males","From 15 to 64 years","Total","Percentage","3.8"
"2003","Malta","Females","From 15 to 64 years","Total","Percentage","5.1"
"2003","Netherlands","Total","From 15 to 64 years","Total","Percentage","14.4"
"2003","Netherlands","Males","From 15 to 64 years","Total","Percentage","12.6"
"2003","Netherlands","Females","From 15 to 64 years","Total","Percentage","16.5"
"2003","Austria","Total","From 15 to 64 years","Total","Percentage","7.2"
"2003","Austria","Males","From 15 to 64 years","Total","Percentage","7.5"
"2003","Austria","Females","From 15 to 64 years","Total","Percentage","6.9"
"2003","Poland","Total","From 15 to 64 years","Total","Percentage","18.9"
"2003","Poland","Males","From 15 to 64 years","Total","Percentage","20.4"
"2003","Poland","Females","From 15 to 64 years","Total","Percentage","17.3"
"2003","Portugal","Total","From 15 to 64 years","Total","Percentage","20.6"
"2003","Portugal","Males","From 15 to 64 years","Total","Percentage","19.0"
"2003","Portugal","Females","From 15 to 64 years","Total","Percentage","22.4"
"2003","Romania","Total","From 15 to 64 years","Total","Percentage","2.1"
"2003","Romania","Males","From 15 to 64 years","Total","Percentage","2.5"
"2003","Romania","Females","From 15 to 64 years","Total","Percentage","1.7"
"2003","Slovenia","Total","From 15 to 64 years","Total","Percentage","13.5"
"2003","Slovenia","Males","From 15 to 64 years","Total","Percentage","12.4"
"2003","Slovenia","Females","From 15 to 64 years","Total","Percentage","14.7"
"2003","Slovakia","Total","From 15 to 64 years","Total","Percentage","4.7"
"2003","Slovakia","Males","From 15 to 64 years","Total","Percentage","5.1"
"2003","Slovakia","Females","From 15 to 64 years","Total","Percentage","4.3"
"2003","Finland","Total","From 15 to 64 years","Total","Percentage","17.9"
"2003","Finland","Males","From 15 to 64 years","Total","Percentage","14.2"
"2003","Finland","Females","From 15 to 64 years","Total","Percentage","21.5"
"2003","Sweden","Total","From 15 to 64 years","Total","Percentage","15.6"
"2003","Sweden","Males","From 15 to 64 years","Total","Percentage","13.3"
"2003","Sweden","Females","From 15 to 64 years","Total","Percentage","17.8"
"2003","Iceland","Total","From 15 to 64 years","Total","Percentage",":"
"2003","Iceland","Males","From 15 to 64 years","Total","Percentage",":"
"2003","Iceland","Females","From 15 to 64 years","Total","Percentage",":"
"2003","Norway","Total","From 15 to 64 years","Total","Percentage","9.4"
"2003","Norway","Males","From 15 to 64 years","Total","Percentage","7.6"
"2003","Norway","Females","From 15 to 64 years","Total","Percentage","11.2"
"2003","Switzerland","Total","From 15 to 64 years","Total","Percentage","12.1"
"2003","Switzerland","Males","From 15 to 64 years","Total","Percentage","11.7"
"2003","Switzerland","Females","From 15 to 64 years","Total","Percentage","12.5"
"2003","United Kingdom","Total","From 15 to 64 years","Total","Percentage","5.7"
"2003","United Kingdom","Males","From 15 to 64 years","Total","Percentage","4.9"
"2003","United Kingdom","Females","From 15 to 64 years","Total","Percentage","6.5"
"2003","Montenegro","Total","From 15 to 64 years","Total","Percentage",":"
"2003","Montenegro","Males","From 15 to 64 years","Total","Percentage",":"
"2003","Montenegro","Females","From 15 to 64 years","Total","Percentage",":"
"2003","North Macedonia","Total","From 15 to 64 years","Total","Percentage",":"
"2003","North Macedonia","Males","From 15 to 64 years","Total","Percentage",":"
"2003","North Macedonia","Females","From 15 to 64 years","Total","Percentage",":"
"2003","Serbia","Total","From 15 to 64 years","Total","Percentage",":"
"2003","Serbia","Males","From 15 to 64 years","Total","Percentage",":"
"2003","Serbia","Females","From 15 to 64 years","Total","Percentage",":"
"2003","Turkey","Total","From 15 to 64 years","Total","Percentage",":"
"2003","Turkey","Males","From 15 to 64 years","Total","Percentage",":"
"2003","Turkey","Females","From 15 to 64 years","Total","Percentage",":"
"2004","European Union - 27 countries (from 2020)","Total","From 15 to 64 years","Total","Percentage","14.4"
"2004","European Union - 27 countries (from 2020)","Males","From 15 to 64 years","Total","Percentage","13.8"
"2004","European Union - 27 countries (from 2020)","Females","From 15 to 64 years","Total","Percentage","15.2"
"2004","European Union - 28 countries (2013-2020)","Total","From 15 to 64 years","Total","Percentage","13.2"
"2004","European Union - 28 countries (2013-2020)","Males","From 15 to 64 years","Total","Percentage","12.6"
"2004","European Union - 28 countries (2013-2020)","Females","From 15 to 64 years","Total","Percentage","13.9"
"2004","European Union - 15 countries (1995-2004)","Total","From 15 to 64 years","Total","Percentage","13.5"
"2004","European Union - 15 countries (1995-2004)","Males","From 15 to 64 years","Total","Percentage","12.6"
"2004","European Union - 15 countries (1995-2004)","Females","From 15 to 64 years","Total","Percentage","14.5"
"2004","Euro area - 19 countries  (from 2015)","Total","From 15 to 64 years","Total","Percentage","14.9"
"2004","Euro area - 19 countries  (from 2015)","Males","From 15 to 64 years","Total","Percentage","14.0"
"2004","Euro area - 19 countries  (from 2015)","Females","From 15 to 64 years","Total","Percentage","16.0"
"2004","Belgium","Total","From 15 to 64 years","Total","Percentage","8.7"
"2004","Belgium","Males","From 15 to 64 years","Total","Percentage","6.3"
"2004","Belgium","Females","From 15 to 64 years","Total","Percentage","11.6"
"2004","Bulgaria","Total","From 15 to 64 years","Total","Percentage","8.0"
"2004","Bulgaria","Males","From 15 to 64 years","Total","Percentage","8.4"
"2004","Bulgaria","Females","From 15 to 64 years","Total","Percentage","7.5"
"2004","Czechia","Total","From 15 to 64 years","Total","Percentage","8.8"
"2004","Czechia","Males","From 15 to 64 years","Total","Percentage","7.2"
"2004","Czechia","Females","From 15 to 64 years","Total","Percentage","10.6"
"2004","Denmark","Total","From 15 to 64 years","Total","Percentage","9.8"
"2004","Denmark","Males","From 15 to 64 years","Total","Percentage","9.1"
"2004","Denmark","Females","From 15 to 64 years","Total","Percentage","10.6"
"2004","Germany (until 1990 former territory of the FRG)","Total","From 15 to 64 years","Total","Percentage","12.5"
"2004","Germany (until 1990 former territory of the FRG)","Males","From 15 to 64 years","Total","Percentage","12.7"
"2004","Germany (until 1990 former territory of the FRG)","Females","From 15 to 64 years","Total","Percentage","12.2"
"2004","Estonia","Total","From 15 to 64 years","Total","Percentage","2.9"
"2004","Estonia","Males","From 15 to 64 years","Total","Percentage","4.0"
"2004","Estonia","Females","From 15 to 64 years","Total","Percentage","2.0"
"2004","Ireland","Total","From 15 to 64 years","Total","Percentage","3.4"
"2004","Ireland","Males","From 15 to 64 years","Total","Percentage","3.0"
"2004","Ireland","Females","From 15 to 64 years","Total","Percentage","3.9"
"2004","Greece","Total","From 15 to 64 years","Total","Percentage","12.5"
"2004","Greece","Males","From 15 to 64 years","Total","Percentage","11.1"
"2004","Greece","Females","From 15 to 64 years","Total","Percentage","14.6"
"2004","Spain","Total","From 15 to 64 years","Total","Percentage","32.2"
"2004","Spain","Males","From 15 to 64 years","Total","Percentage","30.4"
"2004","Spain","Females","From 15 to 64 years","Total","Percentage","34.9"
"2004","France","Total","From 15 to 64 years","Total","Percentage","12.8"
"2004","France","Males","From 15 to 64 years","Total","Percentage","11.1"
"2004","France","Females","From 15 to 64 years","Total","Percentage","14.6"
"2004","Croatia","Total","From 15 to 64 years","Total","Percentage","12.4"
"2004","Croatia","Males","From 15 to 64 years","Total","Percentage","12.4"
"2004","Croatia","Females","From 15 to 64 years","Total","Percentage","12.3"
"2004","Italy","Total","From 15 to 64 years","Total","Percentage","11.9"
"2004","Italy","Males","From 15 to 64 years","Total","Percentage","9.7"
"2004","Italy","Females","From 15 to 64 years","Total","Percentage","14.8"
"2004","Cyprus","Total","From 15 to 64 years","Total","Percentage","13.1"
"2004","Cyprus","Males","From 15 to 64 years","Total","Percentage","8.2"
"2004","Cyprus","Females","From 15 to 64 years","Total","Percentage","18.2"
"2004","Latvia","Total","From 15 to 64 years","Total","Percentage","9.6"
"2004","Latvia","Males","From 15 to 64 years","Total","Percentage","12.1"
"2004","Latvia","Females","From 15 to 64 years","Total","Percentage","7.2"
"2004","Lithuania","Total","From 15 to 64 years","Total","Percentage","6.5"
"2004","Lithuania","Males","From 15 to 64 years","Total","Percentage","9.6"
"2004","Lithuania","Females","From 15 to 64 years","Total","Percentage","3.4"
"2004","Luxembourg","Total","From 15 to 64 years","Total","Percentage","4.8"
"2004","Luxembourg","Males","From 15 to 64 years","Total","Percentage","4.1"
