"TIME","GEO","ISCED11","AGE","SEX","Value"
"2005","Austria","All ISCED 2011 levels ","18 years or over","Males","14.9"
"2005","Austria","All ISCED 2011 levels ","18 years or over","Females","19.0"
"2005","Austria","Less than primary, primary and lower secondary education (levels 0-2)","18 years or over","Total","27.1"
"2005","Austria","Less than primary, primary and lower secondary education (levels 0-2)","18 years or over","Males","26.8"
"2005","Austria","Less than primary, primary and lower secondary education (levels 0-2)","18 years or over","Females","27.2"
"2005","Austria","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","18 years or over","Total","14.3"
"2005","Austria","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","18 years or over","Males","13.2"
"2005","Austria","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","18 years or over","Females","15.5"
"2005","Austria","Tertiary education (levels 5-8)","18 years or over","Total","10.6"
"2005","Austria","Tertiary education (levels 5-8)","18 years or over","Males","9.1"
"2005","Austria","Tertiary education (levels 5-8)","18 years or over","Females","12.7"
"2005","Poland","All ISCED 2011 levels ","18 years or over","Total","44.8"
"2005","Poland","All ISCED 2011 levels ","18 years or over","Males","43.9"
"2005","Poland","All ISCED 2011 levels ","18 years or over","Females","45.6"
"2005","Poland","Less than primary, primary and lower secondary education (levels 0-2)","18 years or over","Total","58.5"
"2005","Poland","Less than primary, primary and lower secondary education (levels 0-2)","18 years or over","Males","59.6"
"2005","Poland","Less than primary, primary and lower secondary education (levels 0-2)","18 years or over","Females","57.7"
"2005","Poland","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","18 years or over","Total","45.5"
"2005","Poland","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","18 years or over","Males","44.1"
"2005","Poland","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","18 years or over","Females","47.0"
"2005","Poland","Tertiary education (levels 5-8)","18 years or over","Total","16.8"
"2005","Poland","Tertiary education (levels 5-8)","18 years or over","Males","15.1"
"2005","Poland","Tertiary education (levels 5-8)","18 years or over","Females","18.0"
"2005","Portugal","All ISCED 2011 levels ","18 years or over","Total","21.6"
"2005","Portugal","All ISCED 2011 levels ","18 years or over","Males","21.4"
"2005","Portugal","All ISCED 2011 levels ","18 years or over","Females","21.8"
"2005","Portugal","Less than primary, primary and lower secondary education (levels 0-2)","18 years or over","Total","25.5"
"2005","Portugal","Less than primary, primary and lower secondary education (levels 0-2)","18 years or over","Males","25.1"
"2005","Portugal","Less than primary, primary and lower secondary education (levels 0-2)","18 years or over","Females","26.1"
"2005","Portugal","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","18 years or over","Total","15.0"
"2005","Portugal","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","18 years or over","Males","12.3"
"2005","Portugal","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","18 years or over","Females","17.5"
"2005","Portugal","Tertiary education (levels 5-8)","18 years or over","Total","6.7"
"2005","Portugal","Tertiary education (levels 5-8)","18 years or over","Males","6.5"
"2005","Portugal","Tertiary education (levels 5-8)","18 years or over","Females","6.8"
"2005","Romania","All ISCED 2011 levels ","18 years or over","Total",":"
"2005","Romania","All ISCED 2011 levels ","18 years or over","Males",":"
"2005","Romania","All ISCED 2011 levels ","18 years or over","Females",":"
"2005","Romania","Less than primary, primary and lower secondary education (levels 0-2)","18 years or over","Total",":"
"2005","Romania","Less than primary, primary and lower secondary education (levels 0-2)","18 years or over","Males",":"
"2005","Romania","Less than primary, primary and lower secondary education (levels 0-2)","18 years or over","Females",":"
"2005","Romania","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","18 years or over","Total",":"
"2005","Romania","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","18 years or over","Males",":"
"2005","Romania","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","18 years or over","Females",":"
"2005","Romania","Tertiary education (levels 5-8)","18 years or over","Total",":"
"2005","Romania","Tertiary education (levels 5-8)","18 years or over","Males",":"
"2005","Romania","Tertiary education (levels 5-8)","18 years or over","Females",":"
"2005","Slovenia","All ISCED 2011 levels ","18 years or over","Total","19.0"
"2005","Slovenia","All ISCED 2011 levels ","18 years or over","Males","16.5"
"2005","Slovenia","All ISCED 2011 levels ","18 years or over","Females","21.3"
"2005","Slovenia","Less than primary, primary and lower secondary education (levels 0-2)","18 years or over","Total","33.3"
"2005","Slovenia","Less than primary, primary and lower secondary education (levels 0-2)","18 years or over","Males","30.4"
"2005","Slovenia","Less than primary, primary and lower secondary education (levels 0-2)","18 years or over","Females","35.1"
"2005","Slovenia","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","18 years or over","Total","14.3"
"2005","Slovenia","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","18 years or over","Males","13.2"
"2005","Slovenia","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","18 years or over","Females","15.5"
"2005","Slovenia","Tertiary education (levels 5-8)","18 years or over","Total","4.2"
"2005","Slovenia","Tertiary education (levels 5-8)","18 years or over","Males","4.4"
"2005","Slovenia","Tertiary education (levels 5-8)","18 years or over","Females","4.1"
"2005","Slovakia","All ISCED 2011 levels ","18 years or over","Total","31.2"
"2005","Slovakia","All ISCED 2011 levels ","18 years or over","Males","29.6"
"2005","Slovakia","All ISCED 2011 levels ","18 years or over","Females","32.6"
"2005","Slovakia","Less than primary, primary and lower secondary education (levels 0-2)","18 years or over","Total","41.3"
"2005","Slovakia","Less than primary, primary and lower secondary education (levels 0-2)","18 years or over","Males","43.4"
"2005","Slovakia","Less than primary, primary and lower secondary education (levels 0-2)","18 years or over","Females","40.5"
"2005","Slovakia","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","18 years or over","Total","31.8"
"2005","Slovakia","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","18 years or over","Males","30.6"
"2005","Slovakia","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","18 years or over","Females","33.0"
"2005","Slovakia","Tertiary education (levels 5-8)","18 years or over","Total","17.6"
"2005","Slovakia","Tertiary education (levels 5-8)","18 years or over","Males","16.4"
"2005","Slovakia","Tertiary education (levels 5-8)","18 years or over","Females","18.9"
"2005","Finland","All ISCED 2011 levels ","18 years or over","Total","17.5"
"2005","Finland","All ISCED 2011 levels ","18 years or over","Males","16.2"
"2005","Finland","All ISCED 2011 levels ","18 years or over","Females","18.6"
"2005","Finland","Less than primary, primary and lower secondary education (levels 0-2)","18 years or over","Total","25.3"
"2005","Finland","Less than primary, primary and lower secondary education (levels 0-2)","18 years or over","Males","22.6"
"2005","Finland","Less than primary, primary and lower secondary education (levels 0-2)","18 years or over","Females","27.7"
"2005","Finland","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","18 years or over","Total","19.2"
"2005","Finland","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","18 years or over","Males","17.8"
"2005","Finland","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","18 years or over","Females","20.6"
"2005","Finland","Tertiary education (levels 5-8)","18 years or over","Total","5.9"
"2005","Finland","Tertiary education (levels 5-8)","18 years or over","Males","5.5"
"2005","Finland","Tertiary education (levels 5-8)","18 years or over","Females","6.3"
"2005","Sweden","All ISCED 2011 levels ","18 years or over","Total","14.2"
"2005","Sweden","All ISCED 2011 levels ","18 years or over","Males","13.4"
"2005","Sweden","All ISCED 2011 levels ","18 years or over","Females","14.9"
"2005","Sweden","Less than primary, primary and lower secondary education (levels 0-2)","18 years or over","Total","17.8"
"2005","Sweden","Less than primary, primary and lower secondary education (levels 0-2)","18 years or over","Males","14.4"
"2005","Sweden","Less than primary, primary and lower secondary education (levels 0-2)","18 years or over","Females","20.8"
"2005","Sweden","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","18 years or over","Total","14.2"
"2005","Sweden","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","18 years or over","Males","13.5"
"2005","Sweden","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","18 years or over","Females","14.9"
"2005","Sweden","Tertiary education (levels 5-8)","18 years or over","Total","11.5"
"2005","Sweden","Tertiary education (levels 5-8)","18 years or over","Males","12.5"
"2005","Sweden","Tertiary education (levels 5-8)","18 years or over","Females","10.8"
"2005","Iceland","All ISCED 2011 levels ","18 years or over","Total","12.8"
"2005","Iceland","All ISCED 2011 levels ","18 years or over","Males","12.3"
"2005","Iceland","All ISCED 2011 levels ","18 years or over","Females","13.3"
"2005","Iceland","Less than primary, primary and lower secondary education (levels 0-2)","18 years or over","Total","15.2"
"2005","Iceland","Less than primary, primary and lower secondary education (levels 0-2)","18 years or over","Males","15.4"
"2005","Iceland","Less than primary, primary and lower secondary education (levels 0-2)","18 years or over","Females","15.0"
"2005","Iceland","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","18 years or over","Total","13.5"
"2005","Iceland","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","18 years or over","Males","12.9"
"2005","Iceland","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","18 years or over","Females","14.3"
"2005","Iceland","Tertiary education (levels 5-8)","18 years or over","Total","6.5"
"2005","Iceland","Tertiary education (levels 5-8)","18 years or over","Males","4.9"
"2005","Iceland","Tertiary education (levels 5-8)","18 years or over","Females","7.8"
"2005","Norway","All ISCED 2011 levels ","18 years or over","Total","15.7"
"2005","Norway","All ISCED 2011 levels ","18 years or over","Males","14.2"
"2005","Norway","All ISCED 2011 levels ","18 years or over","Females","17.2"
"2005","Norway","Less than primary, primary and lower secondary education (levels 0-2)","18 years or over","Total","26.9"
"2005","Norway","Less than primary, primary and lower secondary education (levels 0-2)","18 years or over","Males","19.5"
"2005","Norway","Less than primary, primary and lower secondary education (levels 0-2)","18 years or over","Females","32.9"
"2005","Norway","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","18 years or over","Total","15.8"
"2005","Norway","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","18 years or over","Males","14.8"
"2005","Norway","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","18 years or over","Females","16.9"
"2005","Norway","Tertiary education (levels 5-8)","18 years or over","Total","8.5"
"2005","Norway","Tertiary education (levels 5-8)","18 years or over","Males","9.6"
"2005","Norway","Tertiary education (levels 5-8)","18 years or over","Females","7.6"
"2005","Switzerland","All ISCED 2011 levels ","18 years or over","Total",":"
"2005","Switzerland","All ISCED 2011 levels ","18 years or over","Males",":"
"2005","Switzerland","All ISCED 2011 levels ","18 years or over","Females",":"
"2005","Switzerland","Less than primary, primary and lower secondary education (levels 0-2)","18 years or over","Total",":"
"2005","Switzerland","Less than primary, primary and lower secondary education (levels 0-2)","18 years or over","Males",":"
"2005","Switzerland","Less than primary, primary and lower secondary education (levels 0-2)","18 years or over","Females",":"
"2005","Switzerland","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","18 years or over","Total",":"
"2005","Switzerland","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","18 years or over","Males",":"
"2005","Switzerland","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","18 years or over","Females",":"
"2005","Switzerland","Tertiary education (levels 5-8)","18 years or over","Total",":"
"2005","Switzerland","Tertiary education (levels 5-8)","18 years or over","Males",":"
"2005","Switzerland","Tertiary education (levels 5-8)","18 years or over","Females",":"
"2005","United Kingdom","All ISCED 2011 levels ","18 years or over","Total","22.8"
"2005","United Kingdom","All ISCED 2011 levels ","18 years or over","Males","20.8"
"2005","United Kingdom","All ISCED 2011 levels ","18 years or over","Females","24.6"
"2005","United Kingdom","Less than primary, primary and lower secondary education (levels 0-2)","18 years or over","Total","35.7"
"2005","United Kingdom","Less than primary, primary and lower secondary education (levels 0-2)","18 years or over","Males","33.2"
"2005","United Kingdom","Less than primary, primary and lower secondary education (levels 0-2)","18 years or over","Females","37.5"
"2005","United Kingdom","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","18 years or over","Total","20.8"
"2005","United Kingdom","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","18 years or over","Males","19.7"
"2005","United Kingdom","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","18 years or over","Females","21.9"
"2005","United Kingdom","Tertiary education (levels 5-8)","18 years or over","Total","13.8"
"2005","United Kingdom","Tertiary education (levels 5-8)","18 years or over","Males","12.2"
"2005","United Kingdom","Tertiary education (levels 5-8)","18 years or over","Females","15.2"
"2005","Montenegro","All ISCED 2011 levels ","18 years or over","Total",":"
"2005","Montenegro","All ISCED 2011 levels ","18 years or over","Males",":"
"2005","Montenegro","All ISCED 2011 levels ","18 years or over","Females",":"
"2005","Montenegro","Less than primary, primary and lower secondary education (levels 0-2)","18 years or over","Total",":"
"2005","Montenegro","Less than primary, primary and lower secondary education (levels 0-2)","18 years or over","Males",":"
"2005","Montenegro","Less than primary, primary and lower secondary education (levels 0-2)","18 years or over","Females",":"
"2005","Montenegro","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","18 years or over","Total",":"
"2005","Montenegro","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","18 years or over","Males",":"
"2005","Montenegro","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","18 years or over","Females",":"
"2005","Montenegro","Tertiary education (levels 5-8)","18 years or over","Total",":"
"2005","Montenegro","Tertiary education (levels 5-8)","18 years or over","Males",":"
"2005","Montenegro","Tertiary education (levels 5-8)","18 years or over","Females",":"
"2005","North Macedonia","All ISCED 2011 levels ","18 years or over","Total",":"
"2005","North Macedonia","All ISCED 2011 levels ","18 years or over","Males",":"
"2005","North Macedonia","All ISCED 2011 levels ","18 years or over","Females",":"
"2005","North Macedonia","Less than primary, primary and lower secondary education (levels 0-2)","18 years or over","Total",":"
"2005","North Macedonia","Less than primary, primary and lower secondary education (levels 0-2)","18 years or over","Males",":"
"2005","North Macedonia","Less than primary, primary and lower secondary education (levels 0-2)","18 years or over","Females",":"
"2005","North Macedonia","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","18 years or over","Total",":"
"2005","North Macedonia","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","18 years or over","Males",":"
"2005","North Macedonia","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","18 years or over","Females",":"
"2005","North Macedonia","Tertiary education (levels 5-8)","18 years or over","Total",":"
"2005","North Macedonia","Tertiary education (levels 5-8)","18 years or over","Males",":"
"2005","North Macedonia","Tertiary education (levels 5-8)","18 years or over","Females",":"
"2005","Serbia","All ISCED 2011 levels ","18 years or over","Total",":"
"2005","Serbia","All ISCED 2011 levels ","18 years or over","Males",":"
"2005","Serbia","All ISCED 2011 levels ","18 years or over","Females",":"
"2005","Serbia","Less than primary, primary and lower secondary education (levels 0-2)","18 years or over","Total",":"
"2005","Serbia","Less than primary, primary and lower secondary education (levels 0-2)","18 years or over","Males",":"
"2005","Serbia","Less than primary, primary and lower secondary education (levels 0-2)","18 years or over","Females",":"
"2005","Serbia","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","18 years or over","Total",":"
"2005","Serbia","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","18 years or over","Males",":"
"2005","Serbia","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","18 years or over","Females",":"
"2005","Serbia","Tertiary education (levels 5-8)","18 years or over","Total",":"
"2005","Serbia","Tertiary education (levels 5-8)","18 years or over","Males",":"
"2005","Serbia","Tertiary education (levels 5-8)","18 years or over","Females",":"
"2005","Turkey","All ISCED 2011 levels ","18 years or over","Total",":"
"2005","Turkey","All ISCED 2011 levels ","18 years or over","Males",":"
"2005","Turkey","All ISCED 2011 levels ","18 years or over","Females",":"
"2005","Turkey","Less than primary, primary and lower secondary education (levels 0-2)","18 years or over","Total",":"
"2005","Turkey","Less than primary, primary and lower secondary education (levels 0-2)","18 years or over","Males",":"
"2005","Turkey","Less than primary, primary and lower secondary education (levels 0-2)","18 years or over","Females",":"
"2005","Turkey","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","18 years or over","Total",":"
"2005","Turkey","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","18 years or over","Males",":"
"2005","Turkey","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","18 years or over","Females",":"
"2005","Turkey","Tertiary education (levels 5-8)","18 years or over","Total",":"
"2005","Turkey","Tertiary education (levels 5-8)","18 years or over","Males",":"
"2005","Turkey","Tertiary education (levels 5-8)","18 years or over","Females",":"
"2005","Kosovo (under United Nations Security Council Resolution 1244/99)","All ISCED 2011 levels ","18 years or over","Total",":"
"2005","Kosovo (under United Nations Security Council Resolution 1244/99)","All ISCED 2011 levels ","18 years or over","Males",":"
"2005","Kosovo (under United Nations Security Council Resolution 1244/99)","All ISCED 2011 levels ","18 years or over","Females",":"
"2005","Kosovo (under United Nations Security Council Resolution 1244/99)","Less than primary, primary and lower secondary education (levels 0-2)","18 years or over","Total",":"
"2005","Kosovo (under United Nations Security Council Resolution 1244/99)","Less than primary, primary and lower secondary education (levels 0-2)","18 years or over","Males",":"
"2005","Kosovo (under United Nations Security Council Resolution 1244/99)","Less than primary, primary and lower secondary education (levels 0-2)","18 years or over","Females",":"
"2005","Kosovo (under United Nations Security Council Resolution 1244/99)","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","18 years or over","Total",":"
"2005","Kosovo (under United Nations Security Council Resolution 1244/99)","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","18 years or over","Males",":"
"2005","Kosovo (under United Nations Security Council Resolution 1244/99)","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","18 years or over","Females",":"
"2005","Kosovo (under United Nations Security Council Resolution 1244/99)","Tertiary education (levels 5-8)","18 years or over","Total",":"
"2005","Kosovo (under United Nations Security Council Resolution 1244/99)","Tertiary education (levels 5-8)","18 years or over","Males",":"
"2005","Kosovo (under United Nations Security Council Resolution 1244/99)","Tertiary education (levels 5-8)","18 years or over","Females",":"
"2006","European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)","All ISCED 2011 levels ","18 years or over","Total",":"
"2006","European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)","All ISCED 2011 levels ","18 years or over","Males",":"
"2006","European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)","All ISCED 2011 levels ","18 years or over","Females",":"
"2006","European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)","Less than primary, primary and lower secondary education (levels 0-2)","18 years or over","Total",":"
"2006","European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)","Less than primary, primary and lower secondary education (levels 0-2)","18 years or over","Males",":"
"2006","European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)","Less than primary, primary and lower secondary education (levels 0-2)","18 years or over","Females",":"
"2006","European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","18 years or over","Total",":"
"2006","European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","18 years or over","Males",":"
"2006","European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","18 years or over","Females",":"
"2006","European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)","Tertiary education (levels 5-8)","18 years or over","Total",":"
"2006","European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)","Tertiary education (levels 5-8)","18 years or over","Males",":"
"2006","European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)","Tertiary education (levels 5-8)","18 years or over","Females",":"
"2006","European Union - 27 countries (from 2020)","All ISCED 2011 levels ","18 years or over","Total",":"
"2006","European Union - 27 countries (from 2020)","All ISCED 2011 levels ","18 years or over","Males",":"
"2006","European Union - 27 countries (from 2020)","All ISCED 2011 levels ","18 years or over","Females",":"
"2006","European Union - 27 countries (from 2020)","Less than primary, primary and lower secondary education (levels 0-2)","18 years or over","Total",":"
"2006","European Union - 27 countries (from 2020)","Less than primary, primary and lower secondary education (levels 0-2)","18 years or over","Males",":"
"2006","European Union - 27 countries (from 2020)","Less than primary, primary and lower secondary education (levels 0-2)","18 years or over","Females",":"
"2006","European Union - 27 countries (from 2020)","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","18 years or over","Total",":"
"2006","European Union - 27 countries (from 2020)","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","18 years or over","Males",":"
"2006","European Union - 27 countries (from 2020)","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","18 years or over","Females",":"
"2006","European Union - 27 countries (from 2020)","Tertiary education (levels 5-8)","18 years or over","Total",":"
"2006","European Union - 27 countries (from 2020)","Tertiary education (levels 5-8)","18 years or over","Males",":"
"2006","European Union - 27 countries (from 2020)","Tertiary education (levels 5-8)","18 years or over","Females",":"
"2006","European Union - 28 countries (2013-2020)","All ISCED 2011 levels ","18 years or over","Total",":"
"2006","European Union - 28 countries (2013-2020)","All ISCED 2011 levels ","18 years or over","Males",":"
"2006","European Union - 28 countries (2013-2020)","All ISCED 2011 levels ","18 years or over","Females",":"
"2006","European Union - 28 countries (2013-2020)","Less than primary, primary and lower secondary education (levels 0-2)","18 years or over","Total",":"
"2006","European Union - 28 countries (2013-2020)","Less than primary, primary and lower secondary education (levels 0-2)","18 years or over","Males",":"
"2006","European Union - 28 countries (2013-2020)","Less than primary, primary and lower secondary education (levels 0-2)","18 years or over","Females",":"
"2006","European Union - 28 countries (2013-2020)","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","18 years or over","Total",":"
"2006","European Union - 28 countries (2013-2020)","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","18 years or over","Males",":"
"2006","European Union - 28 countries (2013-2020)","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","18 years or over","Females",":"
"2006","European Union - 28 countries (2013-2020)","Tertiary education (levels 5-8)","18 years or over","Total",":"
"2006","European Union - 28 countries (2013-2020)","Tertiary education (levels 5-8)","18 years or over","Males",":"
"2006","European Union - 28 countries (2013-2020)","Tertiary education (levels 5-8)","18 years or over","Females",":"
"2006","European Union - 27 countries (2007-2013)","All ISCED 2011 levels ","18 years or over","Total","24.4"
"2006","European Union - 27 countries (2007-2013)","All ISCED 2011 levels ","18 years or over","Males","22.6"
"2006","European Union - 27 countries (2007-2013)","All ISCED 2011 levels ","18 years or over","Females","26.0"
"2006","European Union - 27 countries (2007-2013)","Less than primary, primary and lower secondary education (levels 0-2)","18 years or over","Total","33.9"
"2006","European Union - 27 countries (2007-2013)","Less than primary, primary and lower secondary education (levels 0-2)","18 years or over","Males","31.8"
"2006","European Union - 27 countries (2007-2013)","Less than primary, primary and lower secondary education (levels 0-2)","18 years or over","Females","35.5"
"2006","European Union - 27 countries (2007-2013)","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","18 years or over","Total","23.0"
"2006","European Union - 27 countries (2007-2013)","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","18 years or over","Males","21.9"
"2006","European Union - 27 countries (2007-2013)","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","18 years or over","Females","24.0"
"2006","European Union - 27 countries (2007-2013)","Tertiary education (levels 5-8)","18 years or over","Total","12.0"
"2006","European Union - 27 countries (2007-2013)","Tertiary education (levels 5-8)","18 years or over","Males","10.8"
"2006","European Union - 27 countries (2007-2013)","Tertiary education (levels 5-8)","18 years or over","Females","13.1"
"2006","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015)","All ISCED 2011 levels ","18 years or over","Total",":"
"2006","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015)","All ISCED 2011 levels ","18 years or over","Males",":"
"2006","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015)","All ISCED 2011 levels ","18 years or over","Females",":"
"2006","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015)","Less than primary, primary and lower secondary education (levels 0-2)","18 years or over","Total",":"
"2006","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015)","Less than primary, primary and lower secondary education (levels 0-2)","18 years or over","Males",":"
"2006","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015)","Less than primary, primary and lower secondary education (levels 0-2)","18 years or over","Females",":"
"2006","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015)","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","18 years or over","Total",":"
"2006","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015)","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","18 years or over","Males",":"
"2006","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015)","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","18 years or over","Females",":"
"2006","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015)","Tertiary education (levels 5-8)","18 years or over","Total",":"
"2006","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015)","Tertiary education (levels 5-8)","18 years or over","Males",":"
"2006","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015)","Tertiary education (levels 5-8)","18 years or over","Females",":"
"2006","Euro area - 19 countries  (from 2015)","All ISCED 2011 levels ","18 years or over","Total","21.4"
"2006","Euro area - 19 countries  (from 2015)","All ISCED 2011 levels ","18 years or over","Males","19.4"
"2006","Euro area - 19 countries  (from 2015)","All ISCED 2011 levels ","18 years or over","Females","23.2"
"2006","Euro area - 19 countries  (from 2015)","Less than primary, primary and lower secondary education (levels 0-2)","18 years or over","Total","29.2"
"2006","Euro area - 19 countries  (from 2015)","Less than primary, primary and lower secondary education (levels 0-2)","18 years or over","Males","27.0"
"2006","Euro area - 19 countries  (from 2015)","Less than primary, primary and lower secondary education (levels 0-2)","18 years or over","Females","31.0"
"2006","Euro area - 19 countries  (from 2015)","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","18 years or over","Total","19.3"
"2006","Euro area - 19 countries  (from 2015)","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","18 years or over","Males","17.8"
"2006","Euro area - 19 countries  (from 2015)","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","18 years or over","Females","20.8"
"2006","Euro area - 19 countries  (from 2015)","Tertiary education (levels 5-8)","18 years or over","Total","11.9"
"2006","Euro area - 19 countries  (from 2015)","Tertiary education (levels 5-8)","18 years or over","Males","10.9"
