"TIME","GEO","SEX","AGE","UNIT","ISCED11","Value"
"2000","Finland","Total","From 15 to 64 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","41.8"
"2000","Finland","Total","From 15 to 64 years","Percentage","Tertiary education (levels 5-8)","27.1"
"2000","Finland","Males","From 15 to 64 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","32.8"
"2000","Finland","Males","From 15 to 64 years","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","67.2"
"2000","Finland","Males","From 15 to 64 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","42.8"
"2000","Finland","Males","From 15 to 64 years","Percentage","Tertiary education (levels 5-8)","24.3"
"2000","Finland","Females","From 15 to 64 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","29.3"
"2000","Finland","Females","From 15 to 64 years","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","70.7"
"2000","Finland","Females","From 15 to 64 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","40.7"
"2000","Finland","Females","From 15 to 64 years","Percentage","Tertiary education (levels 5-8)","30.0"
"2000","Sweden","Total","From 15 to 64 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","26.3"
"2000","Sweden","Total","From 15 to 64 years","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","73.7"
"2000","Sweden","Total","From 15 to 64 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","46.8"
"2000","Sweden","Total","From 15 to 64 years","Percentage","Tertiary education (levels 5-8)","26.8"
"2000","Sweden","Males","From 15 to 64 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","28.0"
"2000","Sweden","Males","From 15 to 64 years","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","72.0"
"2000","Sweden","Males","From 15 to 64 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","47.5"
"2000","Sweden","Males","From 15 to 64 years","Percentage","Tertiary education (levels 5-8)","24.5"
"2000","Sweden","Females","From 15 to 64 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","24.6"
"2000","Sweden","Females","From 15 to 64 years","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","75.4"
"2000","Sweden","Females","From 15 to 64 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","46.2"
"2000","Sweden","Females","From 15 to 64 years","Percentage","Tertiary education (levels 5-8)","29.2"
"2000","Iceland","Total","From 15 to 64 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","50.6"
"2000","Iceland","Total","From 15 to 64 years","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","49.4"
"2000","Iceland","Total","From 15 to 64 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","30.4"
"2000","Iceland","Total","From 15 to 64 years","Percentage","Tertiary education (levels 5-8)","19.0"
"2000","Iceland","Males","From 15 to 64 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","46.7"
"2000","Iceland","Males","From 15 to 64 years","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","53.3"
"2000","Iceland","Males","From 15 to 64 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","35.3"
"2000","Iceland","Males","From 15 to 64 years","Percentage","Tertiary education (levels 5-8)","18.0"
"2000","Iceland","Females","From 15 to 64 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","54.7"
"2000","Iceland","Females","From 15 to 64 years","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","45.3"
"2000","Iceland","Females","From 15 to 64 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","25.3"
"2000","Iceland","Females","From 15 to 64 years","Percentage","Tertiary education (levels 5-8)","20.0"
"2000","Norway","Total","From 15 to 64 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","17.6"
"2000","Norway","Total","From 15 to 64 years","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","82.4"
"2000","Norway","Total","From 15 to 64 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","53.8"
"2000","Norway","Total","From 15 to 64 years","Percentage","Tertiary education (levels 5-8)","28.6"
"2000","Norway","Males","From 15 to 64 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","17.3"
"2000","Norway","Males","From 15 to 64 years","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","82.7"
"2000","Norway","Males","From 15 to 64 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","55.3"
"2000","Norway","Males","From 15 to 64 years","Percentage","Tertiary education (levels 5-8)","27.5"
"2000","Norway","Females","From 15 to 64 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","18.0"
"2000","Norway","Females","From 15 to 64 years","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","82.0"
"2000","Norway","Females","From 15 to 64 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","52.2"
"2000","Norway","Females","From 15 to 64 years","Percentage","Tertiary education (levels 5-8)","29.8"
"2000","Switzerland","Total","From 15 to 64 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","24.9"
"2000","Switzerland","Total","From 15 to 64 years","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","75.1"
"2000","Switzerland","Total","From 15 to 64 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","54.5"
"2000","Switzerland","Total","From 15 to 64 years","Percentage","Tertiary education (levels 5-8)","20.5"
"2000","Switzerland","Males","From 15 to 64 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","21.2"
"2000","Switzerland","Males","From 15 to 64 years","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","78.8"
"2000","Switzerland","Males","From 15 to 64 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","50.3"
"2000","Switzerland","Males","From 15 to 64 years","Percentage","Tertiary education (levels 5-8)","28.6"
"2000","Switzerland","Females","From 15 to 64 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","28.7"
"2000","Switzerland","Females","From 15 to 64 years","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","71.3"
"2000","Switzerland","Females","From 15 to 64 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","58.8"
"2000","Switzerland","Females","From 15 to 64 years","Percentage","Tertiary education (levels 5-8)","12.4"
"2000","United Kingdom","Total","From 15 to 64 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","34.8"
"2000","United Kingdom","Total","From 15 to 64 years","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","65.2"
"2000","United Kingdom","Total","From 15 to 64 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","39.5"
"2000","United Kingdom","Total","From 15 to 64 years","Percentage","Tertiary education (levels 5-8)","25.7"
"2000","United Kingdom","Males","From 15 to 64 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","28.9"
"2000","United Kingdom","Males","From 15 to 64 years","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","71.1"
"2000","United Kingdom","Males","From 15 to 64 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","44.3"
"2000","United Kingdom","Males","From 15 to 64 years","Percentage","Tertiary education (levels 5-8)","26.8"
"2000","United Kingdom","Females","From 15 to 64 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","40.8"
"2000","United Kingdom","Females","From 15 to 64 years","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","59.2"
"2000","United Kingdom","Females","From 15 to 64 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","34.6"
"2000","United Kingdom","Females","From 15 to 64 years","Percentage","Tertiary education (levels 5-8)","24.6"
"2000","Montenegro","Total","From 15 to 64 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)",":"
"2000","Montenegro","Total","From 15 to 64 years","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",":"
"2000","Montenegro","Total","From 15 to 64 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)",":"
"2000","Montenegro","Total","From 15 to 64 years","Percentage","Tertiary education (levels 5-8)",":"
"2000","Montenegro","Males","From 15 to 64 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)",":"
"2000","Montenegro","Males","From 15 to 64 years","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",":"
"2000","Montenegro","Males","From 15 to 64 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)",":"
"2000","Montenegro","Males","From 15 to 64 years","Percentage","Tertiary education (levels 5-8)",":"
"2000","Montenegro","Females","From 15 to 64 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)",":"
"2000","Montenegro","Females","From 15 to 64 years","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",":"
"2000","Montenegro","Females","From 15 to 64 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)",":"
"2000","Montenegro","Females","From 15 to 64 years","Percentage","Tertiary education (levels 5-8)",":"
"2000","North Macedonia","Total","From 15 to 64 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)",":"
"2000","North Macedonia","Total","From 15 to 64 years","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",":"
"2000","North Macedonia","Total","From 15 to 64 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)",":"
"2000","North Macedonia","Total","From 15 to 64 years","Percentage","Tertiary education (levels 5-8)",":"
"2000","North Macedonia","Males","From 15 to 64 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)",":"
"2000","North Macedonia","Males","From 15 to 64 years","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",":"
"2000","North Macedonia","Males","From 15 to 64 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)",":"
"2000","North Macedonia","Males","From 15 to 64 years","Percentage","Tertiary education (levels 5-8)",":"
"2000","North Macedonia","Females","From 15 to 64 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)",":"
"2000","North Macedonia","Females","From 15 to 64 years","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",":"
"2000","North Macedonia","Females","From 15 to 64 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)",":"
"2000","North Macedonia","Females","From 15 to 64 years","Percentage","Tertiary education (levels 5-8)",":"
"2000","Serbia","Total","From 15 to 64 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)",":"
"2000","Serbia","Total","From 15 to 64 years","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",":"
"2000","Serbia","Total","From 15 to 64 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)",":"
"2000","Serbia","Total","From 15 to 64 years","Percentage","Tertiary education (levels 5-8)",":"
"2000","Serbia","Males","From 15 to 64 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)",":"
"2000","Serbia","Males","From 15 to 64 years","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",":"
"2000","Serbia","Males","From 15 to 64 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)",":"
"2000","Serbia","Males","From 15 to 64 years","Percentage","Tertiary education (levels 5-8)",":"
"2000","Serbia","Females","From 15 to 64 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)",":"
"2000","Serbia","Females","From 15 to 64 years","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",":"
"2000","Serbia","Females","From 15 to 64 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)",":"
"2000","Serbia","Females","From 15 to 64 years","Percentage","Tertiary education (levels 5-8)",":"
"2000","Turkey","Total","From 15 to 64 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)",":"
"2000","Turkey","Total","From 15 to 64 years","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",":"
"2000","Turkey","Total","From 15 to 64 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)",":"
"2000","Turkey","Total","From 15 to 64 years","Percentage","Tertiary education (levels 5-8)",":"
"2000","Turkey","Males","From 15 to 64 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)",":"
"2000","Turkey","Males","From 15 to 64 years","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",":"
"2000","Turkey","Males","From 15 to 64 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)",":"
"2000","Turkey","Males","From 15 to 64 years","Percentage","Tertiary education (levels 5-8)",":"
"2000","Turkey","Females","From 15 to 64 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)",":"
"2000","Turkey","Females","From 15 to 64 years","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",":"
"2000","Turkey","Females","From 15 to 64 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)",":"
"2000","Turkey","Females","From 15 to 64 years","Percentage","Tertiary education (levels 5-8)",":"
"2001","European Union - 27 countries (from 2020)","Total","From 15 to 64 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)",":"
"2001","European Union - 27 countries (from 2020)","Total","From 15 to 64 years","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",":"
"2001","European Union - 27 countries (from 2020)","Total","From 15 to 64 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)",":"
"2001","European Union - 27 countries (from 2020)","Total","From 15 to 64 years","Percentage","Tertiary education (levels 5-8)",":"
"2001","European Union - 27 countries (from 2020)","Males","From 15 to 64 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)",":"
"2001","European Union - 27 countries (from 2020)","Males","From 15 to 64 years","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",":"
"2001","European Union - 27 countries (from 2020)","Males","From 15 to 64 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)",":"
"2001","European Union - 27 countries (from 2020)","Males","From 15 to 64 years","Percentage","Tertiary education (levels 5-8)",":"
"2001","European Union - 27 countries (from 2020)","Females","From 15 to 64 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)",":"
"2001","European Union - 27 countries (from 2020)","Females","From 15 to 64 years","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",":"
"2001","European Union - 27 countries (from 2020)","Females","From 15 to 64 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)",":"
"2001","European Union - 27 countries (from 2020)","Females","From 15 to 64 years","Percentage","Tertiary education (levels 5-8)",":"
"2001","European Union - 28 countries (2013-2020)","Total","From 15 to 64 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)",":"
"2001","European Union - 28 countries (2013-2020)","Total","From 15 to 64 years","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",":"
"2001","European Union - 28 countries (2013-2020)","Total","From 15 to 64 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)",":"
"2001","European Union - 28 countries (2013-2020)","Total","From 15 to 64 years","Percentage","Tertiary education (levels 5-8)",":"
"2001","European Union - 28 countries (2013-2020)","Males","From 15 to 64 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)",":"
"2001","European Union - 28 countries (2013-2020)","Males","From 15 to 64 years","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",":"
"2001","European Union - 28 countries (2013-2020)","Males","From 15 to 64 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)",":"
"2001","European Union - 28 countries (2013-2020)","Males","From 15 to 64 years","Percentage","Tertiary education (levels 5-8)",":"
"2001","European Union - 28 countries (2013-2020)","Females","From 15 to 64 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)",":"
"2001","European Union - 28 countries (2013-2020)","Females","From 15 to 64 years","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",":"
"2001","European Union - 28 countries (2013-2020)","Females","From 15 to 64 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)",":"
"2001","European Union - 28 countries (2013-2020)","Females","From 15 to 64 years","Percentage","Tertiary education (levels 5-8)",":"
"2001","European Union - 15 countries (1995-2004)","Total","From 15 to 64 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","40.7"
"2001","European Union - 15 countries (1995-2004)","Total","From 15 to 64 years","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","59.3"
"2001","European Union - 15 countries (1995-2004)","Total","From 15 to 64 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","40.4"
"2001","European Union - 15 countries (1995-2004)","Total","From 15 to 64 years","Percentage","Tertiary education (levels 5-8)","19.0"
"2001","European Union - 15 countries (1995-2004)","Males","From 15 to 64 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","38.8"
"2001","European Union - 15 countries (1995-2004)","Males","From 15 to 64 years","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","61.2"
"2001","European Union - 15 countries (1995-2004)","Males","From 15 to 64 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","41.4"
"2001","European Union - 15 countries (1995-2004)","Males","From 15 to 64 years","Percentage","Tertiary education (levels 5-8)","19.8"
"2001","European Union - 15 countries (1995-2004)","Females","From 15 to 64 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","42.5"
"2001","European Union - 15 countries (1995-2004)","Females","From 15 to 64 years","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","57.5"
"2001","European Union - 15 countries (1995-2004)","Females","From 15 to 64 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","39.3"
"2001","European Union - 15 countries (1995-2004)","Females","From 15 to 64 years","Percentage","Tertiary education (levels 5-8)","18.1"
"2001","Euro area - 19 countries  (from 2015)","Total","From 15 to 64 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","41.6"
"2001","Euro area - 19 countries  (from 2015)","Total","From 15 to 64 years","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","58.4"
"2001","Euro area - 19 countries  (from 2015)","Total","From 15 to 64 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","40.9"
"2001","Euro area - 19 countries  (from 2015)","Total","From 15 to 64 years","Percentage","Tertiary education (levels 5-8)","17.5"
"2001","Euro area - 19 countries  (from 2015)","Males","From 15 to 64 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","40.2"
"2001","Euro area - 19 countries  (from 2015)","Males","From 15 to 64 years","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","59.8"
"2001","Euro area - 19 countries  (from 2015)","Males","From 15 to 64 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","41.4"
"2001","Euro area - 19 countries  (from 2015)","Males","From 15 to 64 years","Percentage","Tertiary education (levels 5-8)","18.3"
"2001","Euro area - 19 countries  (from 2015)","Females","From 15 to 64 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","43.0"
"2001","Euro area - 19 countries  (from 2015)","Females","From 15 to 64 years","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","57.0"
"2001","Euro area - 19 countries  (from 2015)","Females","From 15 to 64 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","40.4"
"2001","Euro area - 19 countries  (from 2015)","Females","From 15 to 64 years","Percentage","Tertiary education (levels 5-8)","16.6"
"2001","Belgium","Total","From 15 to 64 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","41.6"
"2001","Belgium","Total","From 15 to 64 years","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","58.4"
"2001","Belgium","Total","From 15 to 64 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","34.0"
"2001","Belgium","Total","From 15 to 64 years","Percentage","Tertiary education (levels 5-8)","24.4"
"2001","Belgium","Males","From 15 to 64 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","41.7"
"2001","Belgium","Males","From 15 to 64 years","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","58.3"
"2001","Belgium","Males","From 15 to 64 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","34.8"
"2001","Belgium","Males","From 15 to 64 years","Percentage","Tertiary education (levels 5-8)","23.5"
"2001","Belgium","Females","From 15 to 64 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","41.4"
"2001","Belgium","Females","From 15 to 64 years","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","58.6"
"2001","Belgium","Females","From 15 to 64 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","33.2"
"2001","Belgium","Females","From 15 to 64 years","Percentage","Tertiary education (levels 5-8)","25.4"
"2001","Bulgaria","Total","From 15 to 64 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","33.5"
"2001","Bulgaria","Total","From 15 to 64 years","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","66.5"
"2001","Bulgaria","Total","From 15 to 64 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","48.8"
"2001","Bulgaria","Total","From 15 to 64 years","Percentage","Tertiary education (levels 5-8)","17.7"
"2001","Bulgaria","Males","From 15 to 64 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","34.3"
"2001","Bulgaria","Males","From 15 to 64 years","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","65.7"
"2001","Bulgaria","Males","From 15 to 64 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","51.4"
"2001","Bulgaria","Males","From 15 to 64 years","Percentage","Tertiary education (levels 5-8)","14.4"
"2001","Bulgaria","Females","From 15 to 64 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","32.7"
"2001","Bulgaria","Females","From 15 to 64 years","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","67.3"
"2001","Bulgaria","Females","From 15 to 64 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","46.3"
"2001","Bulgaria","Females","From 15 to 64 years","Percentage","Tertiary education (levels 5-8)","21.0"
"2001","Czechia","Total","From 15 to 64 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","19.9"
"2001","Czechia","Total","From 15 to 64 years","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","80.1"
"2001","Czechia","Total","From 15 to 64 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","70.4"
"2001","Czechia","Total","From 15 to 64 years","Percentage","Tertiary education (levels 5-8)","9.7"
"2001","Czechia","Males","From 15 to 64 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","16.5"
"2001","Czechia","Males","From 15 to 64 years","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","83.5"
"2001","Czechia","Males","From 15 to 64 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","72.5"
"2001","Czechia","Males","From 15 to 64 years","Percentage","Tertiary education (levels 5-8)","11.0"
"2001","Czechia","Females","From 15 to 64 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","23.2"
"2001","Czechia","Females","From 15 to 64 years","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","76.8"
"2001","Czechia","Females","From 15 to 64 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","68.4"
"2001","Czechia","Females","From 15 to 64 years","Percentage","Tertiary education (levels 5-8)","8.5"
"2001","Denmark","Total","From 15 to 64 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","22.7"
"2001","Denmark","Total","From 15 to 64 years","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","77.3"
"2001","Denmark","Total","From 15 to 64 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","53.2"
"2001","Denmark","Total","From 15 to 64 years","Percentage","Tertiary education (levels 5-8)","24.1"
"2001","Denmark","Males","From 15 to 64 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","22.1"
"2001","Denmark","Males","From 15 to 64 years","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","77.9"
"2001","Denmark","Males","From 15 to 64 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","55.8"
"2001","Denmark","Males","From 15 to 64 years","Percentage","Tertiary education (levels 5-8)","22.0"
"2001","Denmark","Females","From 15 to 64 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","23.3"
"2001","Denmark","Females","From 15 to 64 years","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","76.7"
"2001","Denmark","Females","From 15 to 64 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","50.4"
"2001","Denmark","Females","From 15 to 64 years","Percentage","Tertiary education (levels 5-8)","26.3"
"2001","Germany (until 1990 former territory of the FRG)","Total","From 15 to 64 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","24.6"
"2001","Germany (until 1990 former territory of the FRG)","Total","From 15 to 64 years","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","75.4"
"2001","Germany (until 1990 former territory of the FRG)","Total","From 15 to 64 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","55.5"
"2001","Germany (until 1990 former territory of the FRG)","Total","From 15 to 64 years","Percentage","Tertiary education (levels 5-8)","20.0"
"2001","Germany (until 1990 former territory of the FRG)","Males","From 15 to 64 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","21.0"
"2001","Germany (until 1990 former territory of the FRG)","Males","From 15 to 64 years","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","79.0"
"2001","Germany (until 1990 former territory of the FRG)","Males","From 15 to 64 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","54.8"
"2001","Germany (until 1990 former territory of the FRG)","Males","From 15 to 64 years","Percentage","Tertiary education (levels 5-8)","24.1"
"2001","Germany (until 1990 former territory of the FRG)","Females","From 15 to 64 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","28.2"
"2001","Germany (until 1990 former territory of the FRG)","Females","From 15 to 64 years","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","71.8"
"2001","Germany (until 1990 former territory of the FRG)","Females","From 15 to 64 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","56.1"
"2001","Germany (until 1990 former territory of the FRG)","Females","From 15 to 64 years","Percentage","Tertiary education (levels 5-8)","15.7"
"2001","Estonia","Total","From 15 to 64 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","20.1"
"2001","Estonia","Total","From 15 to 64 years","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","79.9"
"2001","Estonia","Total","From 15 to 64 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","55.0"
"2001","Estonia","Total","From 15 to 64 years","Percentage","Tertiary education (levels 5-8)","24.8"
"2001","Estonia","Males","From 15 to 64 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","23.6"
