"TIME","GEO","UNIT","NACE_R2","INDIC_SE","Value","Flag and Footnotes"
"2008","Luxembourg","Percentage","Business economy","Monthly minimum wage as a proportion of the mean gross monthly earnings",":",""
"2008","Luxembourg","Percentage","Business economy","Monthly minimum wage as a proportion of the median gross monthly earnings",":",""
"2008","Hungary","Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the mean gross monthly earnings","38.5",""
"2008","Hungary","Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the median gross monthly earnings",":",""
"2008","Hungary","Percentage","Business economy","Monthly minimum wage as a proportion of the mean gross monthly earnings","38.8",""
"2008","Hungary","Percentage","Business economy","Monthly minimum wage as a proportion of the median gross monthly earnings",":",""
"2008","Malta","Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the mean gross monthly earnings","49.3",""
"2008","Malta","Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the median gross monthly earnings","56.7",""
"2008","Malta","Percentage","Business economy","Monthly minimum wage as a proportion of the mean gross monthly earnings","50.6",""
"2008","Malta","Percentage","Business economy","Monthly minimum wage as a proportion of the median gross monthly earnings","58.6",""
"2008","Netherlands","Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the mean gross monthly earnings","44.2",""
"2008","Netherlands","Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the median gross monthly earnings","51.7",""
"2008","Netherlands","Percentage","Business economy","Monthly minimum wage as a proportion of the mean gross monthly earnings","44.2",""
"2008","Netherlands","Percentage","Business economy","Monthly minimum wage as a proportion of the median gross monthly earnings","52.5",""
"2008","Austria","Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the mean gross monthly earnings",":","z"
"2008","Austria","Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the median gross monthly earnings",":","z"
"2008","Austria","Percentage","Business economy","Monthly minimum wage as a proportion of the mean gross monthly earnings",":","z"
"2008","Austria","Percentage","Business economy","Monthly minimum wage as a proportion of the median gross monthly earnings",":","z"
"2008","Poland","Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the mean gross monthly earnings","38.8",""
"2008","Poland","Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the median gross monthly earnings",":",""
"2008","Poland","Percentage","Business economy","Monthly minimum wage as a proportion of the mean gross monthly earnings","39.1",""
"2008","Poland","Percentage","Business economy","Monthly minimum wage as a proportion of the median gross monthly earnings",":",""
"2008","Portugal","Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the mean gross monthly earnings","44.6",""
"2008","Portugal","Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the median gross monthly earnings",":",""
"2008","Portugal","Percentage","Business economy","Monthly minimum wage as a proportion of the mean gross monthly earnings","44.2",""
"2008","Portugal","Percentage","Business economy","Monthly minimum wage as a proportion of the median gross monthly earnings",":",""
"2008","Romania","Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the mean gross monthly earnings","30.1",""
"2008","Romania","Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the median gross monthly earnings",":",""
"2008","Romania","Percentage","Business economy","Monthly minimum wage as a proportion of the mean gross monthly earnings","31.3",""
"2008","Romania","Percentage","Business economy","Monthly minimum wage as a proportion of the median gross monthly earnings",":",""
"2008","Slovenia","Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the mean gross monthly earnings","41.0",""
"2008","Slovenia","Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the median gross monthly earnings",":",""
"2008","Slovenia","Percentage","Business economy","Monthly minimum wage as a proportion of the mean gross monthly earnings","43.4",""
"2008","Slovenia","Percentage","Business economy","Monthly minimum wage as a proportion of the median gross monthly earnings",":",""
"2008","Slovakia","Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the mean gross monthly earnings","34.7",""
"2008","Slovakia","Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the median gross monthly earnings","43.8",""
"2008","Slovakia","Percentage","Business economy","Monthly minimum wage as a proportion of the mean gross monthly earnings","33.6",""
"2008","Slovakia","Percentage","Business economy","Monthly minimum wage as a proportion of the median gross monthly earnings","43.5",""
"2008","Finland","Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the mean gross monthly earnings",":","z"
"2008","Finland","Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the median gross monthly earnings",":","z"
"2008","Finland","Percentage","Business economy","Monthly minimum wage as a proportion of the mean gross monthly earnings",":","z"
"2008","Finland","Percentage","Business economy","Monthly minimum wage as a proportion of the median gross monthly earnings",":","z"
"2008","Sweden","Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the mean gross monthly earnings",":","z"
"2008","Sweden","Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the median gross monthly earnings",":","z"
"2008","Sweden","Percentage","Business economy","Monthly minimum wage as a proportion of the mean gross monthly earnings",":","z"
"2008","Sweden","Percentage","Business economy","Monthly minimum wage as a proportion of the median gross monthly earnings",":","z"
"2008","Iceland","Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the mean gross monthly earnings",":","z"
"2008","Iceland","Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the median gross monthly earnings",":","z"
"2008","Iceland","Percentage","Business economy","Monthly minimum wage as a proportion of the mean gross monthly earnings",":","z"
"2008","Iceland","Percentage","Business economy","Monthly minimum wage as a proportion of the median gross monthly earnings",":","z"
"2008","Norway","Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the mean gross monthly earnings",":","z"
"2008","Norway","Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the median gross monthly earnings",":","z"
"2008","Norway","Percentage","Business economy","Monthly minimum wage as a proportion of the mean gross monthly earnings",":","z"
"2008","Norway","Percentage","Business economy","Monthly minimum wage as a proportion of the median gross monthly earnings",":","z"
"2008","United Kingdom","Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the mean gross monthly earnings","38.1",""
"2008","United Kingdom","Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the median gross monthly earnings","47.3",""
"2008","United Kingdom","Percentage","Business economy","Monthly minimum wage as a proportion of the mean gross monthly earnings","38.2",""
"2008","United Kingdom","Percentage","Business economy","Monthly minimum wage as a proportion of the median gross monthly earnings","49.8",""
"2008","Montenegro","Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the mean gross monthly earnings",":",""
"2008","Montenegro","Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the median gross monthly earnings",":",""
"2008","Montenegro","Percentage","Business economy","Monthly minimum wage as a proportion of the mean gross monthly earnings",":",""
"2008","Montenegro","Percentage","Business economy","Monthly minimum wage as a proportion of the median gross monthly earnings",":",""
"2008","Albania","Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the mean gross monthly earnings",":",""
"2008","Albania","Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the median gross monthly earnings",":",""
"2008","Albania","Percentage","Business economy","Monthly minimum wage as a proportion of the mean gross monthly earnings",":",""
"2008","Albania","Percentage","Business economy","Monthly minimum wage as a proportion of the median gross monthly earnings",":",""
"2008","Serbia","Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the mean gross monthly earnings","35.7",""
"2008","Serbia","Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the median gross monthly earnings",":",""
"2008","Serbia","Percentage","Business economy","Monthly minimum wage as a proportion of the mean gross monthly earnings","36.0",""
"2008","Serbia","Percentage","Business economy","Monthly minimum wage as a proportion of the median gross monthly earnings",":",""
"2008","Turkey","Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the mean gross monthly earnings",":",""
"2008","Turkey","Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the median gross monthly earnings",":",""
"2008","Turkey","Percentage","Business economy","Monthly minimum wage as a proportion of the mean gross monthly earnings",":",""
"2008","Turkey","Percentage","Business economy","Monthly minimum wage as a proportion of the median gross monthly earnings",":",""
"2008","United States","Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the mean gross monthly earnings","28.4",""
"2008","United States","Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the median gross monthly earnings",":",""
"2008","United States","Percentage","Business economy","Monthly minimum wage as a proportion of the mean gross monthly earnings",":",""
"2008","United States","Percentage","Business economy","Monthly minimum wage as a proportion of the median gross monthly earnings",":",""
"2009","Belgium","Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the mean gross monthly earnings",":",""
"2009","Belgium","Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the median gross monthly earnings",":",""
"2009","Belgium","Percentage","Business economy","Monthly minimum wage as a proportion of the mean gross monthly earnings","45.8",""
"2009","Belgium","Percentage","Business economy","Monthly minimum wage as a proportion of the median gross monthly earnings","52.6",""
"2009","Bulgaria","Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the mean gross monthly earnings","38.3",""
"2009","Bulgaria","Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the median gross monthly earnings",":",""
"2009","Bulgaria","Percentage","Business economy","Monthly minimum wage as a proportion of the mean gross monthly earnings","39.1",""
"2009","Bulgaria","Percentage","Business economy","Monthly minimum wage as a proportion of the median gross monthly earnings",":",""
"2009","Czechia","Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the mean gross monthly earnings","34.0",""
"2009","Czechia","Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the median gross monthly earnings",":",""
"2009","Czechia","Percentage","Business economy","Monthly minimum wage as a proportion of the mean gross monthly earnings","34.3",""
"2009","Czechia","Percentage","Business economy","Monthly minimum wage as a proportion of the median gross monthly earnings",":",""
"2009","Denmark","Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the mean gross monthly earnings",":","z"
"2009","Denmark","Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the median gross monthly earnings",":","z"
"2009","Denmark","Percentage","Business economy","Monthly minimum wage as a proportion of the mean gross monthly earnings",":","z"
"2009","Denmark","Percentage","Business economy","Monthly minimum wage as a proportion of the median gross monthly earnings",":","z"
"2009","Germany (until 1990 former territory of the FRG)","Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the mean gross monthly earnings",":","z"
"2009","Germany (until 1990 former territory of the FRG)","Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the median gross monthly earnings",":","z"
"2009","Germany (until 1990 former territory of the FRG)","Percentage","Business economy","Monthly minimum wage as a proportion of the mean gross monthly earnings",":","z"
"2009","Germany (until 1990 former territory of the FRG)","Percentage","Business economy","Monthly minimum wage as a proportion of the median gross monthly earnings",":","z"
"2009","Estonia","Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the mean gross monthly earnings","36.2",""
"2009","Estonia","Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the median gross monthly earnings",":",""
"2009","Estonia","Percentage","Business economy","Monthly minimum wage as a proportion of the mean gross monthly earnings","36.4",""
"2009","Estonia","Percentage","Business economy","Monthly minimum wage as a proportion of the median gross monthly earnings",":",""
"2009","Ireland","Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the mean gross monthly earnings","42.7",""
"2009","Ireland","Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the median gross monthly earnings","45.0",""
"2009","Ireland","Percentage","Business economy","Monthly minimum wage as a proportion of the mean gross monthly earnings","46.2",""
"2009","Ireland","Percentage","Business economy","Monthly minimum wage as a proportion of the median gross monthly earnings","49.5",""
"2009","Greece","Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the mean gross monthly earnings","50.7",""
"2009","Greece","Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the median gross monthly earnings","64.5",""
"2009","Greece","Percentage","Business economy","Monthly minimum wage as a proportion of the mean gross monthly earnings","46.6",""
"2009","Greece","Percentage","Business economy","Monthly minimum wage as a proportion of the median gross monthly earnings","59.3",""
"2009","Spain","Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the mean gross monthly earnings","35.1",""
"2009","Spain","Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the median gross monthly earnings","41.8",""
"2009","Spain","Percentage","Business economy","Monthly minimum wage as a proportion of the mean gross monthly earnings","37.6",""
"2009","Spain","Percentage","Business economy","Monthly minimum wage as a proportion of the median gross monthly earnings","45.4",""
"2009","France","Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the mean gross monthly earnings","47.9",""
"2009","France","Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the median gross monthly earnings","59.4",""
"2009","France","Percentage","Business economy","Monthly minimum wage as a proportion of the mean gross monthly earnings","47.0",""
"2009","France","Percentage","Business economy","Monthly minimum wage as a proportion of the median gross monthly earnings","59.4",""
"2009","Croatia","Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the mean gross monthly earnings","36.4",""
"2009","Croatia","Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the median gross monthly earnings",":",""
"2009","Croatia","Percentage","Business economy","Monthly minimum wage as a proportion of the mean gross monthly earnings","37.9",""
"2009","Croatia","Percentage","Business economy","Monthly minimum wage as a proportion of the median gross monthly earnings",":",""
"2009","Italy","Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the mean gross monthly earnings",":","z"
"2009","Italy","Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the median gross monthly earnings",":","z"
"2009","Italy","Percentage","Business economy","Monthly minimum wage as a proportion of the mean gross monthly earnings",":","z"
"2009","Italy","Percentage","Business economy","Monthly minimum wage as a proportion of the median gross monthly earnings",":","z"
"2009","Cyprus","Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the mean gross monthly earnings",":","z"
"2009","Cyprus","Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the median gross monthly earnings",":","z"
"2009","Cyprus","Percentage","Business economy","Monthly minimum wage as a proportion of the mean gross monthly earnings",":","z"
"2009","Cyprus","Percentage","Business economy","Monthly minimum wage as a proportion of the median gross monthly earnings",":","z"
"2009","Latvia","Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the mean gross monthly earnings","40.9",""
"2009","Latvia","Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the median gross monthly earnings",":",""
"2009","Latvia","Percentage","Business economy","Monthly minimum wage as a proportion of the mean gross monthly earnings","41.3",""
"2009","Latvia","Percentage","Business economy","Monthly minimum wage as a proportion of the median gross monthly earnings",":",""
"2009","Lithuania","Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the mean gross monthly earnings","40.5",""
"2009","Lithuania","Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the median gross monthly earnings",":",""
"2009","Lithuania","Percentage","Business economy","Monthly minimum wage as a proportion of the mean gross monthly earnings","42.4",""
"2009","Lithuania","Percentage","Business economy","Monthly minimum wage as a proportion of the median gross monthly earnings",":",""
"2009","Luxembourg","Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the mean gross monthly earnings","45.4",""
"2009","Luxembourg","Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the median gross monthly earnings","56.3",""
"2009","Luxembourg","Percentage","Business economy","Monthly minimum wage as a proportion of the mean gross monthly earnings","47.8",""
"2009","Luxembourg","Percentage","Business economy","Monthly minimum wage as a proportion of the median gross monthly earnings","59.7",""
"2009","Hungary","Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the mean gross monthly earnings","38.6",""
"2009","Hungary","Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the median gross monthly earnings",":",""
"2009","Hungary","Percentage","Business economy","Monthly minimum wage as a proportion of the mean gross monthly earnings","38.3",""
"2009","Hungary","Percentage","Business economy","Monthly minimum wage as a proportion of the median gross monthly earnings",":",""
"2009","Malta","Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the mean gross monthly earnings","45.7",""
"2009","Malta","Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the median gross monthly earnings","54.4",""
"2009","Malta","Percentage","Business economy","Monthly minimum wage as a proportion of the mean gross monthly earnings","47.2",""
"2009","Malta","Percentage","Business economy","Monthly minimum wage as a proportion of the median gross monthly earnings","56.6",""
"2009","Netherlands","Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the mean gross monthly earnings","44.1",""
"2009","Netherlands","Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the median gross monthly earnings","51.4",""
"2009","Netherlands","Percentage","Business economy","Monthly minimum wage as a proportion of the mean gross monthly earnings","43.9",""
"2009","Netherlands","Percentage","Business economy","Monthly minimum wage as a proportion of the median gross monthly earnings","52.0",""
"2009","Austria","Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the mean gross monthly earnings",":","z"
"2009","Austria","Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the median gross monthly earnings",":","z"
"2009","Austria","Percentage","Business economy","Monthly minimum wage as a proportion of the mean gross monthly earnings",":","z"
"2009","Austria","Percentage","Business economy","Monthly minimum wage as a proportion of the median gross monthly earnings",":","z"
"2009","Poland","Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the mean gross monthly earnings","41.7",""
"2009","Poland","Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the median gross monthly earnings",":",""
"2009","Poland","Percentage","Business economy","Monthly minimum wage as a proportion of the mean gross monthly earnings","42.2",""
"2009","Poland","Percentage","Business economy","Monthly minimum wage as a proportion of the median gross monthly earnings",":",""
"2009","Portugal","Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the mean gross monthly earnings","43.2",""
"2009","Portugal","Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the median gross monthly earnings","58.3",""
"2009","Portugal","Percentage","Business economy","Monthly minimum wage as a proportion of the mean gross monthly earnings","42.8",""
"2009","Portugal","Percentage","Business economy","Monthly minimum wage as a proportion of the median gross monthly earnings","57.8",""
"2009","Romania","Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the mean gross monthly earnings","33.3",""
"2009","Romania","Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the median gross monthly earnings",":",""
"2009","Romania","Percentage","Business economy","Monthly minimum wage as a proportion of the mean gross monthly earnings","34.9",""
"2009","Romania","Percentage","Business economy","Monthly minimum wage as a proportion of the median gross monthly earnings",":",""
"2009","Slovenia","Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the mean gross monthly earnings","41.1",""
"2009","Slovenia","Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the median gross monthly earnings",":",""
"2009","Slovenia","Percentage","Business economy","Monthly minimum wage as a proportion of the mean gross monthly earnings","44.2",""
"2009","Slovenia","Percentage","Business economy","Monthly minimum wage as a proportion of the median gross monthly earnings",":",""
"2009","Slovakia","Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the mean gross monthly earnings","36.5",""
"2009","Slovakia","Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the median gross monthly earnings","46.1",""
"2009","Slovakia","Percentage","Business economy","Monthly minimum wage as a proportion of the mean gross monthly earnings","35.7",""
"2009","Slovakia","Percentage","Business economy","Monthly minimum wage as a proportion of the median gross monthly earnings","46.8",""
"2009","Finland","Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the mean gross monthly earnings",":","z"
"2009","Finland","Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the median gross monthly earnings",":","z"
"2009","Finland","Percentage","Business economy","Monthly minimum wage as a proportion of the mean gross monthly earnings",":","z"
"2009","Finland","Percentage","Business economy","Monthly minimum wage as a proportion of the median gross monthly earnings",":","z"
"2009","Sweden","Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the mean gross monthly earnings",":","z"
"2009","Sweden","Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the median gross monthly earnings",":","z"
"2009","Sweden","Percentage","Business economy","Monthly minimum wage as a proportion of the mean gross monthly earnings",":","z"
"2009","Sweden","Percentage","Business economy","Monthly minimum wage as a proportion of the median gross monthly earnings",":","z"
"2009","Iceland","Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the mean gross monthly earnings",":","z"
"2009","Iceland","Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the median gross monthly earnings",":","z"
"2009","Iceland","Percentage","Business economy","Monthly minimum wage as a proportion of the mean gross monthly earnings",":","z"
"2009","Iceland","Percentage","Business economy","Monthly minimum wage as a proportion of the median gross monthly earnings",":","z"
"2009","Norway","Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the mean gross monthly earnings",":","z"
"2009","Norway","Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the median gross monthly earnings",":","z"
"2009","Norway","Percentage","Business economy","Monthly minimum wage as a proportion of the mean gross monthly earnings",":","z"
"2009","Norway","Percentage","Business economy","Monthly minimum wage as a proportion of the median gross monthly earnings",":","z"
"2009","United Kingdom","Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the mean gross monthly earnings","38.4",""
"2009","United Kingdom","Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the median gross monthly earnings","47.2",""
"2009","United Kingdom","Percentage","Business economy","Monthly minimum wage as a proportion of the mean gross monthly earnings","38.6",""
"2009","United Kingdom","Percentage","Business economy","Monthly minimum wage as a proportion of the median gross monthly earnings","49.6",""
"2009","Montenegro","Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the mean gross monthly earnings",":",""
"2009","Montenegro","Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the median gross monthly earnings",":",""
"2009","Montenegro","Percentage","Business economy","Monthly minimum wage as a proportion of the mean gross monthly earnings",":",""
"2009","Montenegro","Percentage","Business economy","Monthly minimum wage as a proportion of the median gross monthly earnings",":",""
"2009","Albania","Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the mean gross monthly earnings",":",""
"2009","Albania","Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the median gross monthly earnings",":",""
"2009","Albania","Percentage","Business economy","Monthly minimum wage as a proportion of the mean gross monthly earnings",":",""
"2009","Albania","Percentage","Business economy","Monthly minimum wage as a proportion of the median gross monthly earnings",":",""
"2009","Serbia","Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the mean gross monthly earnings","46.4",""
"2009","Serbia","Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the median gross monthly earnings",":",""
"2009","Serbia","Percentage","Business economy","Monthly minimum wage as a proportion of the mean gross monthly earnings","49.5",""
"2009","Serbia","Percentage","Business economy","Monthly minimum wage as a proportion of the median gross monthly earnings",":",""
"2009","Turkey","Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the mean gross monthly earnings",":",""
"2009","Turkey","Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the median gross monthly earnings",":",""
"2009","Turkey","Percentage","Business economy","Monthly minimum wage as a proportion of the mean gross monthly earnings",":",""
"2009","Turkey","Percentage","Business economy","Monthly minimum wage as a proportion of the median gross monthly earnings",":",""
"2009","United States","Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the mean gross monthly earnings","30.8",""
