"TIME","GEO","UNIT","NA_ITEM","Value"
"1987","European Union - 27 countries (from 2020)","Current prices, euro per capita","Gross domestic product at market prices",":"
"1987","European Union - 27 countries (from 2020)","Chain linked volumes, Index 2010=100, per capita","Gross domestic product at market prices",":"
"1987","European Union - 28 countries (2013-2020)","Current prices, euro per capita","Gross domestic product at market prices",":"
"1987","European Union - 28 countries (2013-2020)","Chain linked volumes, Index 2010=100, per capita","Gross domestic product at market prices",":"
"1987","European Union - 15 countries (1995-2004)","Current prices, euro per capita","Gross domestic product at market prices",":"
"1987","European Union - 15 countries (1995-2004)","Chain linked volumes, Index 2010=100, per capita","Gross domestic product at market prices",":"
"1987","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015)","Current prices, euro per capita","Gross domestic product at market prices",":"
"1987","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015)","Chain linked volumes, Index 2010=100, per capita","Gross domestic product at market prices",":"
"1987","Euro area - 19 countries  (from 2015)","Current prices, euro per capita","Gross domestic product at market prices",":"
"1987","Euro area - 19 countries  (from 2015)","Chain linked volumes, Index 2010=100, per capita","Gross domestic product at market prices",":"
"1987","Euro area - 12 countries (2001-2006)","Current prices, euro per capita","Gross domestic product at market prices",":"
"1987","Euro area - 12 countries (2001-2006)","Chain linked volumes, Index 2010=100, per capita","Gross domestic product at market prices",":"
"1987","Belgium","Current prices, euro per capita","Gross domestic product at market prices",":"
"1987","Belgium","Chain linked volumes, Index 2010=100, per capita","Gross domestic product at market prices",":"
"1987","Bulgaria","Current prices, euro per capita","Gross domestic product at market prices",":"
"1987","Bulgaria","Chain linked volumes, Index 2010=100, per capita","Gross domestic product at market prices",":"
"1987","Czechia","Current prices, euro per capita","Gross domestic product at market prices",":"
"1987","Czechia","Chain linked volumes, Index 2010=100, per capita","Gross domestic product at market prices",":"
"1987","Denmark","Current prices, euro per capita","Gross domestic product at market prices","18,510"
"1987","Denmark","Chain linked volumes, Index 2010=100, per capita","Gross domestic product at market prices","75.4"
"1987","Germany (until 1990 former territory of the FRG)","Current prices, euro per capita","Gross domestic product at market prices",":"
"1987","Germany (until 1990 former territory of the FRG)","Chain linked volumes, Index 2010=100, per capita","Gross domestic product at market prices",":"
"1987","Estonia","Current prices, euro per capita","Gross domestic product at market prices",":"
"1987","Estonia","Chain linked volumes, Index 2010=100, per capita","Gross domestic product at market prices",":"
"1987","Ireland","Current prices, euro per capita","Gross domestic product at market prices",":"
"1987","Ireland","Chain linked volumes, Index 2010=100, per capita","Gross domestic product at market prices",":"
"1987","Greece","Current prices, euro per capita","Gross domestic product at market prices",":"
"1987","Greece","Chain linked volumes, Index 2010=100, per capita","Gross domestic product at market prices",":"
"1987","Spain","Current prices, euro per capita","Gross domestic product at market prices",":"
"1987","Spain","Chain linked volumes, Index 2010=100, per capita","Gross domestic product at market prices",":"
"1987","France","Current prices, euro per capita","Gross domestic product at market prices","14,150"
"1987","France","Chain linked volumes, Index 2010=100, per capita","Gross domestic product at market prices","72.3"
"1987","Croatia","Current prices, euro per capita","Gross domestic product at market prices",":"
"1987","Croatia","Chain linked volumes, Index 2010=100, per capita","Gross domestic product at market prices",":"
"1987","Italy","Current prices, euro per capita","Gross domestic product at market prices",":"
"1987","Italy","Chain linked volumes, Index 2010=100, per capita","Gross domestic product at market prices",":"
"1987","Cyprus","Current prices, euro per capita","Gross domestic product at market prices",":"
"1987","Cyprus","Chain linked volumes, Index 2010=100, per capita","Gross domestic product at market prices",":"
"1987","Latvia","Current prices, euro per capita","Gross domestic product at market prices",":"
"1987","Latvia","Chain linked volumes, Index 2010=100, per capita","Gross domestic product at market prices",":"
"1987","Lithuania","Current prices, euro per capita","Gross domestic product at market prices",":"
"1987","Lithuania","Chain linked volumes, Index 2010=100, per capita","Gross domestic product at market prices",":"
"1987","Luxembourg","Current prices, euro per capita","Gross domestic product at market prices",":"
"1987","Luxembourg","Chain linked volumes, Index 2010=100, per capita","Gross domestic product at market prices",":"
"1987","Hungary","Current prices, euro per capita","Gross domestic product at market prices",":"
"1987","Hungary","Chain linked volumes, Index 2010=100, per capita","Gross domestic product at market prices",":"
"1987","Malta","Current prices, euro per capita","Gross domestic product at market prices",":"
"1987","Malta","Chain linked volumes, Index 2010=100, per capita","Gross domestic product at market prices",":"
"1987","Netherlands","Current prices, euro per capita","Gross domestic product at market prices",":"
"1987","Netherlands","Chain linked volumes, Index 2010=100, per capita","Gross domestic product at market prices",":"
"1987","Austria","Current prices, euro per capita","Gross domestic product at market prices",":"
"1987","Austria","Chain linked volumes, Index 2010=100, per capita","Gross domestic product at market prices",":"
"1987","Poland","Current prices, euro per capita","Gross domestic product at market prices",":"
"1987","Poland","Chain linked volumes, Index 2010=100, per capita","Gross domestic product at market prices",":"
"1987","Portugal","Current prices, euro per capita","Gross domestic product at market prices",":"
"1987","Portugal","Chain linked volumes, Index 2010=100, per capita","Gross domestic product at market prices",":"
"1987","Romania","Current prices, euro per capita","Gross domestic product at market prices",":"
"1987","Romania","Chain linked volumes, Index 2010=100, per capita","Gross domestic product at market prices",":"
"1987","Slovenia","Current prices, euro per capita","Gross domestic product at market prices",":"
"1987","Slovenia","Chain linked volumes, Index 2010=100, per capita","Gross domestic product at market prices",":"
"1987","Slovakia","Current prices, euro per capita","Gross domestic product at market prices",":"
"1987","Slovakia","Chain linked volumes, Index 2010=100, per capita","Gross domestic product at market prices",":"
"1987","Finland","Current prices, euro per capita","Gross domestic product at market prices","16,120"
"1987","Finland","Chain linked volumes, Index 2010=100, per capita","Gross domestic product at market prices","65.2"
"1987","Sweden","Current prices, euro per capita","Gross domestic product at market prices",":"
"1987","Sweden","Chain linked volumes, Index 2010=100, per capita","Gross domestic product at market prices",":"
"1987","Iceland","Current prices, euro per capita","Gross domestic product at market prices",":"
"1987","Iceland","Chain linked volumes, Index 2010=100, per capita","Gross domestic product at market prices",":"
"1987","Liechtenstein","Current prices, euro per capita","Gross domestic product at market prices",":"
"1987","Liechtenstein","Chain linked volumes, Index 2010=100, per capita","Gross domestic product at market prices",":"
"1987","Norway","Current prices, euro per capita","Gross domestic product at market prices","19,530"
"1987","Norway","Chain linked volumes, Index 2010=100, per capita","Gross domestic product at market prices","67.7"
"1987","Switzerland","Current prices, euro per capita","Gross domestic product at market prices",":"
"1987","Switzerland","Chain linked volumes, Index 2010=100, per capita","Gross domestic product at market prices",":"
"1987","United Kingdom","Current prices, euro per capita","Gross domestic product at market prices",":"
"1987","United Kingdom","Chain linked volumes, Index 2010=100, per capita","Gross domestic product at market prices",":"
"1987","Montenegro","Current prices, euro per capita","Gross domestic product at market prices",":"
"1987","Montenegro","Chain linked volumes, Index 2010=100, per capita","Gross domestic product at market prices",":"
"1987","North Macedonia","Current prices, euro per capita","Gross domestic product at market prices",":"
"1987","North Macedonia","Chain linked volumes, Index 2010=100, per capita","Gross domestic product at market prices",":"
"1987","Albania","Current prices, euro per capita","Gross domestic product at market prices",":"
"1987","Albania","Chain linked volumes, Index 2010=100, per capita","Gross domestic product at market prices",":"
"1987","Serbia","Current prices, euro per capita","Gross domestic product at market prices",":"
"1987","Serbia","Chain linked volumes, Index 2010=100, per capita","Gross domestic product at market prices",":"
"1987","Turkey","Current prices, euro per capita","Gross domestic product at market prices",":"
"1987","Turkey","Chain linked volumes, Index 2010=100, per capita","Gross domestic product at market prices",":"
"1987","Kosovo (under United Nations Security Council Resolution 1244/99)","Current prices, euro per capita","Gross domestic product at market prices",":"
"1987","Kosovo (under United Nations Security Council Resolution 1244/99)","Chain linked volumes, Index 2010=100, per capita","Gross domestic product at market prices",":"
"1988","European Union - 27 countries (from 2020)","Current prices, euro per capita","Gross domestic product at market prices",":"
"1988","European Union - 27 countries (from 2020)","Chain linked volumes, Index 2010=100, per capita","Gross domestic product at market prices",":"
"1988","European Union - 28 countries (2013-2020)","Current prices, euro per capita","Gross domestic product at market prices",":"
"1988","European Union - 28 countries (2013-2020)","Chain linked volumes, Index 2010=100, per capita","Gross domestic product at market prices",":"
"1988","European Union - 15 countries (1995-2004)","Current prices, euro per capita","Gross domestic product at market prices",":"
"1988","European Union - 15 countries (1995-2004)","Chain linked volumes, Index 2010=100, per capita","Gross domestic product at market prices",":"
"1988","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015)","Current prices, euro per capita","Gross domestic product at market prices",":"
"1988","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015)","Chain linked volumes, Index 2010=100, per capita","Gross domestic product at market prices",":"
"1988","Euro area - 19 countries  (from 2015)","Current prices, euro per capita","Gross domestic product at market prices",":"
"1988","Euro area - 19 countries  (from 2015)","Chain linked volumes, Index 2010=100, per capita","Gross domestic product at market prices",":"
"1988","Euro area - 12 countries (2001-2006)","Current prices, euro per capita","Gross domestic product at market prices",":"
"1988","Euro area - 12 countries (2001-2006)","Chain linked volumes, Index 2010=100, per capita","Gross domestic product at market prices",":"
"1988","Belgium","Current prices, euro per capita","Gross domestic product at market prices",":"
"1988","Belgium","Chain linked volumes, Index 2010=100, per capita","Gross domestic product at market prices",":"
"1988","Bulgaria","Current prices, euro per capita","Gross domestic product at market prices",":"
"1988","Bulgaria","Chain linked volumes, Index 2010=100, per capita","Gross domestic product at market prices",":"
"1988","Czechia","Current prices, euro per capita","Gross domestic product at market prices",":"
"1988","Czechia","Chain linked volumes, Index 2010=100, per capita","Gross domestic product at market prices",":"
"1988","Denmark","Current prices, euro per capita","Gross domestic product at market prices","19,070"
"1988","Denmark","Chain linked volumes, Index 2010=100, per capita","Gross domestic product at market prices","75.3"
"1988","Germany (until 1990 former territory of the FRG)","Current prices, euro per capita","Gross domestic product at market prices",":"
"1988","Germany (until 1990 former territory of the FRG)","Chain linked volumes, Index 2010=100, per capita","Gross domestic product at market prices",":"
"1988","Estonia","Current prices, euro per capita","Gross domestic product at market prices",":"
"1988","Estonia","Chain linked volumes, Index 2010=100, per capita","Gross domestic product at market prices",":"
"1988","Ireland","Current prices, euro per capita","Gross domestic product at market prices",":"
"1988","Ireland","Chain linked volumes, Index 2010=100, per capita","Gross domestic product at market prices",":"
"1988","Greece","Current prices, euro per capita","Gross domestic product at market prices",":"
"1988","Greece","Chain linked volumes, Index 2010=100, per capita","Gross domestic product at market prices",":"
"1988","Spain","Current prices, euro per capita","Gross domestic product at market prices",":"
"1988","Spain","Chain linked volumes, Index 2010=100, per capita","Gross domestic product at market prices",":"
"1988","France","Current prices, euro per capita","Gross domestic product at market prices","14,980"
"1988","France","Chain linked volumes, Index 2010=100, per capita","Gross domestic product at market prices","75.3"
"1988","Croatia","Current prices, euro per capita","Gross domestic product at market prices",":"
"1988","Croatia","Chain linked volumes, Index 2010=100, per capita","Gross domestic product at market prices",":"
"1988","Italy","Current prices, euro per capita","Gross domestic product at market prices",":"
"1988","Italy","Chain linked volumes, Index 2010=100, per capita","Gross domestic product at market prices",":"
"1988","Cyprus","Current prices, euro per capita","Gross domestic product at market prices",":"
"1988","Cyprus","Chain linked volumes, Index 2010=100, per capita","Gross domestic product at market prices",":"
"1988","Latvia","Current prices, euro per capita","Gross domestic product at market prices",":"
"1988","Latvia","Chain linked volumes, Index 2010=100, per capita","Gross domestic product at market prices",":"
"1988","Lithuania","Current prices, euro per capita","Gross domestic product at market prices",":"
"1988","Lithuania","Chain linked volumes, Index 2010=100, per capita","Gross domestic product at market prices",":"
"1988","Luxembourg","Current prices, euro per capita","Gross domestic product at market prices",":"
"1988","Luxembourg","Chain linked volumes, Index 2010=100, per capita","Gross domestic product at market prices",":"
"1988","Hungary","Current prices, euro per capita","Gross domestic product at market prices",":"
"1988","Hungary","Chain linked volumes, Index 2010=100, per capita","Gross domestic product at market prices",":"
"1988","Malta","Current prices, euro per capita","Gross domestic product at market prices",":"
"1988","Malta","Chain linked volumes, Index 2010=100, per capita","Gross domestic product at market prices",":"
"1988","Netherlands","Current prices, euro per capita","Gross domestic product at market prices",":"
"1988","Netherlands","Chain linked volumes, Index 2010=100, per capita","Gross domestic product at market prices",":"
"1988","Austria","Current prices, euro per capita","Gross domestic product at market prices",":"
"1988","Austria","Chain linked volumes, Index 2010=100, per capita","Gross domestic product at market prices",":"
"1988","Poland","Current prices, euro per capita","Gross domestic product at market prices",":"
"1988","Poland","Chain linked volumes, Index 2010=100, per capita","Gross domestic product at market prices",":"
"1988","Portugal","Current prices, euro per capita","Gross domestic product at market prices",":"
"1988","Portugal","Chain linked volumes, Index 2010=100, per capita","Gross domestic product at market prices",":"
"1988","Romania","Current prices, euro per capita","Gross domestic product at market prices",":"
"1988","Romania","Chain linked volumes, Index 2010=100, per capita","Gross domestic product at market prices",":"
"1988","Slovenia","Current prices, euro per capita","Gross domestic product at market prices",":"
"1988","Slovenia","Chain linked volumes, Index 2010=100, per capita","Gross domestic product at market prices",":"
"1988","Slovakia","Current prices, euro per capita","Gross domestic product at market prices",":"
"1988","Slovakia","Chain linked volumes, Index 2010=100, per capita","Gross domestic product at market prices",":"
"1988","Finland","Current prices, euro per capita","Gross domestic product at market prices","18,650"
"1988","Finland","Chain linked volumes, Index 2010=100, per capita","Gross domestic product at market prices","68.4"
"1988","Sweden","Current prices, euro per capita","Gross domestic product at market prices",":"
"1988","Sweden","Chain linked volumes, Index 2010=100, per capita","Gross domestic product at market prices",":"
"1988","Iceland","Current prices, euro per capita","Gross domestic product at market prices",":"
"1988","Iceland","Chain linked volumes, Index 2010=100, per capita","Gross domestic product at market prices",":"
"1988","Liechtenstein","Current prices, euro per capita","Gross domestic product at market prices",":"
"1988","Liechtenstein","Chain linked volumes, Index 2010=100, per capita","Gross domestic product at market prices",":"
"1988","Norway","Current prices, euro per capita","Gross domestic product at market prices","20,490"
"1988","Norway","Chain linked volumes, Index 2010=100, per capita","Gross domestic product at market prices","67.2"
"1988","Switzerland","Current prices, euro per capita","Gross domestic product at market prices",":"
"1988","Switzerland","Chain linked volumes, Index 2010=100, per capita","Gross domestic product at market prices",":"
"1988","United Kingdom","Current prices, euro per capita","Gross domestic product at market prices",":"
"1988","United Kingdom","Chain linked volumes, Index 2010=100, per capita","Gross domestic product at market prices",":"
"1988","Montenegro","Current prices, euro per capita","Gross domestic product at market prices",":"
"1988","Montenegro","Chain linked volumes, Index 2010=100, per capita","Gross domestic product at market prices",":"
"1988","North Macedonia","Current prices, euro per capita","Gross domestic product at market prices",":"
"1988","North Macedonia","Chain linked volumes, Index 2010=100, per capita","Gross domestic product at market prices",":"
"1988","Albania","Current prices, euro per capita","Gross domestic product at market prices",":"
"1988","Albania","Chain linked volumes, Index 2010=100, per capita","Gross domestic product at market prices",":"
"1988","Serbia","Current prices, euro per capita","Gross domestic product at market prices",":"
"1988","Serbia","Chain linked volumes, Index 2010=100, per capita","Gross domestic product at market prices",":"
"1988","Turkey","Current prices, euro per capita","Gross domestic product at market prices",":"
"1988","Turkey","Chain linked volumes, Index 2010=100, per capita","Gross domestic product at market prices",":"
"1988","Kosovo (under United Nations Security Council Resolution 1244/99)","Current prices, euro per capita","Gross domestic product at market prices",":"
"1988","Kosovo (under United Nations Security Council Resolution 1244/99)","Chain linked volumes, Index 2010=100, per capita","Gross domestic product at market prices",":"
"1989","European Union - 27 countries (from 2020)","Current prices, euro per capita","Gross domestic product at market prices",":"
"1989","European Union - 27 countries (from 2020)","Chain linked volumes, Index 2010=100, per capita","Gross domestic product at market prices",":"
"1989","European Union - 28 countries (2013-2020)","Current prices, euro per capita","Gross domestic product at market prices",":"
"1989","European Union - 28 countries (2013-2020)","Chain linked volumes, Index 2010=100, per capita","Gross domestic product at market prices",":"
"1989","European Union - 15 countries (1995-2004)","Current prices, euro per capita","Gross domestic product at market prices",":"
"1989","European Union - 15 countries (1995-2004)","Chain linked volumes, Index 2010=100, per capita","Gross domestic product at market prices",":"
"1989","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015)","Current prices, euro per capita","Gross domestic product at market prices",":"
"1989","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015)","Chain linked volumes, Index 2010=100, per capita","Gross domestic product at market prices",":"
"1989","Euro area - 19 countries  (from 2015)","Current prices, euro per capita","Gross domestic product at market prices",":"
"1989","Euro area - 19 countries  (from 2015)","Chain linked volumes, Index 2010=100, per capita","Gross domestic product at market prices",":"
"1989","Euro area - 12 countries (2001-2006)","Current prices, euro per capita","Gross domestic product at market prices",":"
"1989","Euro area - 12 countries (2001-2006)","Chain linked volumes, Index 2010=100, per capita","Gross domestic product at market prices",":"
"1989","Belgium","Current prices, euro per capita","Gross domestic product at market prices",":"
"1989","Belgium","Chain linked volumes, Index 2010=100, per capita","Gross domestic product at market prices",":"
"1989","Bulgaria","Current prices, euro per capita","Gross domestic product at market prices",":"
"1989","Bulgaria","Chain linked volumes, Index 2010=100, per capita","Gross domestic product at market prices",":"
"1989","Czechia","Current prices, euro per capita","Gross domestic product at market prices",":"
"1989","Czechia","Chain linked volumes, Index 2010=100, per capita","Gross domestic product at market prices",":"
"1989","Denmark","Current prices, euro per capita","Gross domestic product at market prices","19,890"
"1989","Denmark","Chain linked volumes, Index 2010=100, per capita","Gross domestic product at market prices","75.8"
"1989","Germany (until 1990 former territory of the FRG)","Current prices, euro per capita","Gross domestic product at market prices",":"
"1989","Germany (until 1990 former territory of the FRG)","Chain linked volumes, Index 2010=100, per capita","Gross domestic product at market prices",":"
"1989","Estonia","Current prices, euro per capita","Gross domestic product at market prices",":"
"1989","Estonia","Chain linked volumes, Index 2010=100, per capita","Gross domestic product at market prices",":"
"1989","Ireland","Current prices, euro per capita","Gross domestic product at market prices",":"
"1989","Ireland","Chain linked volumes, Index 2010=100, per capita","Gross domestic product at market prices",":"
"1989","Greece","Current prices, euro per capita","Gross domestic product at market prices",":"
"1989","Greece","Chain linked volumes, Index 2010=100, per capita","Gross domestic product at market prices",":"
"1989","Spain","Current prices, euro per capita","Gross domestic product at market prices",":"
"1989","Spain","Chain linked volumes, Index 2010=100, per capita","Gross domestic product at market prices",":"
"1989","France","Current prices, euro per capita","Gross domestic product at market prices","16,070"
"1989","France","Chain linked volumes, Index 2010=100, per capita","Gross domestic product at market prices","78.1"
"1989","Croatia","Current prices, euro per capita","Gross domestic product at market prices",":"
"1989","Croatia","Chain linked volumes, Index 2010=100, per capita","Gross domestic product at market prices",":"
"1989","Italy","Current prices, euro per capita","Gross domestic product at market prices",":"
"1989","Italy","Chain linked volumes, Index 2010=100, per capita","Gross domestic product at market prices",":"
"1989","Cyprus","Current prices, euro per capita","Gross domestic product at market prices",":"
"1989","Cyprus","Chain linked volumes, Index 2010=100, per capita","Gross domestic product at market prices",":"
"1989","Latvia","Current prices, euro per capita","Gross domestic product at market prices",":"
"1989","Latvia","Chain linked volumes, Index 2010=100, per capita","Gross domestic product at market prices",":"
"1989","Lithuania","Current prices, euro per capita","Gross domestic product at market prices",":"
"1989","Lithuania","Chain linked volumes, Index 2010=100, per capita","Gross domestic product at market prices",":"
"1989","Luxembourg","Current prices, euro per capita","Gross domestic product at market prices",":"
"1989","Luxembourg","Chain linked volumes, Index 2010=100, per capita","Gross domestic product at market prices",":"
"1989","Hungary","Current prices, euro per capita","Gross domestic product at market prices",":"
"1989","Hungary","Chain linked volumes, Index 2010=100, per capita","Gross domestic product at market prices",":"
"1989","Malta","Current prices, euro per capita","Gross domestic product at market prices",":"
"1989","Malta","Chain linked volumes, Index 2010=100, per capita","Gross domestic product at market prices",":"
"1989","Netherlands","Current prices, euro per capita","Gross domestic product at market prices",":"
"1989","Netherlands","Chain linked volumes, Index 2010=100, per capita","Gross domestic product at market prices",":"
"1989","Austria","Current prices, euro per capita","Gross domestic product at market prices",":"
"1989","Austria","Chain linked volumes, Index 2010=100, per capita","Gross domestic product at market prices",":"
"1989","Poland","Current prices, euro per capita","Gross domestic product at market prices",":"
"1989","Poland","Chain linked volumes, Index 2010=100, per capita","Gross domestic product at market prices",":"
"1989","Portugal","Current prices, euro per capita","Gross domestic product at market prices",":"
"1989","Portugal","Chain linked volumes, Index 2010=100, per capita","Gross domestic product at market prices",":"
"1989","Romania","Current prices, euro per capita","Gross domestic product at market prices",":"
"1989","Romania","Chain linked volumes, Index 2010=100, per capita","Gross domestic product at market prices",":"
"1989","Slovenia","Current prices, euro per capita","Gross domestic product at market prices",":"
"1989","Slovenia","Chain linked volumes, Index 2010=100, per capita","Gross domestic product at market prices",":"
"1989","Slovakia","Current prices, euro per capita","Gross domestic product at market prices",":"
"1989","Slovakia","Chain linked volumes, Index 2010=100, per capita","Gross domestic product at market prices",":"
"1989","Finland","Current prices, euro per capita","Gross domestic product at market prices","21,780"
"1989","Finland","Chain linked volumes, Index 2010=100, per capita","Gross domestic product at market prices","71.6"
"1989","Sweden","Current prices, euro per capita","Gross domestic product at market prices",":"
"1989","Sweden","Chain linked volumes, Index 2010=100, per capita","Gross domestic product at market prices",":"
"1989","Iceland","Current prices, euro per capita","Gross domestic product at market prices",":"
"1989","Iceland","Chain linked volumes, Index 2010=100, per capita","Gross domestic product at market prices",":"
"1989","Liechtenstein","Current prices, euro per capita","Gross domestic product at market prices",":"
"1989","Liechtenstein","Chain linked volumes, Index 2010=100, per capita","Gross domestic product at market prices",":"
"1989","Norway","Current prices, euro per capita","Gross domestic product at market prices","22,050"
"1989","Norway","Chain linked volumes, Index 2010=100, per capita","Gross domestic product at market prices","67.6"
"1989","Switzerland","Current prices, euro per capita","Gross domestic product at market prices",":"
"1989","Switzerland","Chain linked volumes, Index 2010=100, per capita","Gross domestic product at market prices",":"
"1989","United Kingdom","Current prices, euro per capita","Gross domestic product at market prices",":"
"1989","United Kingdom","Chain linked volumes, Index 2010=100, per capita","Gross domestic product at market prices",":"
"1989","Montenegro","Current prices, euro per capita","Gross domestic product at market prices",":"
"1989","Montenegro","Chain linked volumes, Index 2010=100, per capita","Gross domestic product at market prices",":"
"1989","North Macedonia","Current prices, euro per capita","Gross domestic product at market prices",":"
"1989","North Macedonia","Chain linked volumes, Index 2010=100, per capita","Gross domestic product at market prices",":"
"1989","Albania","Current prices, euro per capita","Gross domestic product at market prices",":"
"1989","Albania","Chain linked volumes, Index 2010=100, per capita","Gross domestic product at market prices",":"
"1989","Serbia","Current prices, euro per capita","Gross domestic product at market prices",":"
"1989","Serbia","Chain linked volumes, Index 2010=100, per capita","Gross domestic product at market prices",":"
"1989","Turkey","Current prices, euro per capita","Gross domestic product at market prices",":"
"1989","Turkey","Chain linked volumes, Index 2010=100, per capita","Gross domestic product at market prices",":"
"1989","Kosovo (under United Nations Security Council Resolution 1244/99)","Current prices, euro per capita","Gross domestic product at market prices",":"
"1989","Kosovo (under United Nations Security Council Resolution 1244/99)","Chain linked volumes, Index 2010=100, per capita","Gross domestic product at market prices",":"
"1990","European Union - 27 countries (from 2020)","Current prices, euro per capita","Gross domestic product at market prices",":"
"1990","European Union - 27 countries (from 2020)","Chain linked volumes, Index 2010=100, per capita","Gross domestic product at market prices",":"
"1990","European Union - 28 countries (2013-2020)","Current prices, euro per capita","Gross domestic product at market prices",":"
"1990","European Union - 28 countries (2013-2020)","Chain linked volumes, Index 2010=100, per capita","Gross domestic product at market prices",":"
"1990","European Union - 15 countries (1995-2004)","Current prices, euro per capita","Gross domestic product at market prices",":"
"1990","European Union - 15 countries (1995-2004)","Chain linked volumes, Index 2010=100, per capita","Gross domestic product at market prices",":"
"1990","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015)","Current prices, euro per capita","Gross domestic product at market prices",":"
"1990","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015)","Chain linked volumes, Index 2010=100, per capita","Gross domestic product at market prices",":"
"1990","Euro area - 19 countries  (from 2015)","Current prices, euro per capita","Gross domestic product at market prices",":"
"1990","Euro area - 19 countries  (from 2015)","Chain linked volumes, Index 2010=100, per capita","Gross domestic product at market prices",":"
"1990","Euro area - 12 countries (2001-2006)","Current prices, euro per capita","Gross domestic product at market prices",":"
"1990","Euro area - 12 countries (2001-2006)","Chain linked volumes, Index 2010=100, per capita","Gross domestic product at market prices",":"
"1990","Belgium","Current prices, euro per capita","Gross domestic product at market prices",":"
"1990","Belgium","Chain linked volumes, Index 2010=100, per capita","Gross domestic product at market prices",":"
"1990","Bulgaria","Current prices, euro per capita","Gross domestic product at market prices",":"
"1990","Bulgaria","Chain linked volumes, Index 2010=100, per capita","Gross domestic product at market prices",":"
"1990","Czechia","Current prices, euro per capita","Gross domestic product at market prices",":"
"1990","Czechia","Chain linked volumes, Index 2010=100, per capita","Gross domestic product at market prices",":"
"1990","Denmark","Current prices, euro per capita","Gross domestic product at market prices","21,190"
"1990","Denmark","Chain linked volumes, Index 2010=100, per capita","Gross domestic product at market prices","76.8"
"1990","Germany (until 1990 former territory of the FRG)","Current prices, euro per capita","Gross domestic product at market prices",":"
"1990","Germany (until 1990 former territory of the FRG)","Chain linked volumes, Index 2010=100, per capita","Gross domestic product at market prices",":"
"1990","Estonia","Current prices, euro per capita","Gross domestic product at market prices",":"
"1990","Estonia","Chain linked volumes, Index 2010=100, per capita","Gross domestic product at market prices",":"
"1990","Ireland","Current prices, euro per capita","Gross domestic product at market prices",":"
"1990","Ireland","Chain linked volumes, Index 2010=100, per capita","Gross domestic product at market prices",":"
"1990","Greece","Current prices, euro per capita","Gross domestic product at market prices",":"
"1990","Greece","Chain linked volumes, Index 2010=100, per capita","Gross domestic product at market prices",":"
"1990","Spain","Current prices, euro per capita","Gross domestic product at market prices",":"
"1990","Spain","Chain linked volumes, Index 2010=100, per capita","Gross domestic product at market prices",":"
"1990","France","Current prices, euro per capita","Gross domestic product at market prices","17,160"
"1990","France","Chain linked volumes, Index 2010=100, per capita","Gross domestic product at market prices","80.0"
"1990","Croatia","Current prices, euro per capita","Gross domestic product at market prices",":"
"1990","Croatia","Chain linked volumes, Index 2010=100, per capita","Gross domestic product at market prices",":"
"1990","Italy","Current prices, euro per capita","Gross domestic product at market prices",":"
"1990","Italy","Chain linked volumes, Index 2010=100, per capita","Gross domestic product at market prices",":"
"1990","Cyprus","Current prices, euro per capita","Gross domestic product at market prices",":"
"1990","Cyprus","Chain linked volumes, Index 2010=100, per capita","Gross domestic product at market prices",":"
"1990","Latvia","Current prices, euro per capita","Gross domestic product at market prices",":"
"1990","Latvia","Chain linked volumes, Index 2010=100, per capita","Gross domestic product at market prices",":"
"1990","Lithuania","Current prices, euro per capita","Gross domestic product at market prices",":"
"1990","Lithuania","Chain linked volumes, Index 2010=100, per capita","Gross domestic product at market prices",":"
"1990","Luxembourg","Current prices, euro per capita","Gross domestic product at market prices",":"
"1990","Luxembourg","Chain linked volumes, Index 2010=100, per capita","Gross domestic product at market prices",":"
"1990","Hungary","Current prices, euro per capita","Gross domestic product at market prices",":"
"1990","Hungary","Chain linked volumes, Index 2010=100, per capita","Gross domestic product at market prices",":"
"1990","Malta","Current prices, euro per capita","Gross domestic product at market prices",":"
"1990","Malta","Chain linked volumes, Index 2010=100, per capita","Gross domestic product at market prices",":"
"1990","Netherlands","Current prices, euro per capita","Gross domestic product at market prices",":"
"1990","Netherlands","Chain linked volumes, Index 2010=100, per capita","Gross domestic product at market prices",":"
"1990","Austria","Current prices, euro per capita","Gross domestic product at market prices",":"
"1990","Austria","Chain linked volumes, Index 2010=100, per capita","Gross domestic product at market prices",":"
"1990","Poland","Current prices, euro per capita","Gross domestic product at market prices",":"
